"taxon","prevalence"
"Corynebacterium.striatum",0.171122994652406
"Corynebacterium.terpenotabidum",0.0374331550802139
"Corynebacterium.testudinoris",0.0481283422459893
"Corynebacterium.timonense",0.0668449197860963
"Corynebacterium.ulcerans",0.0748663101604278
"Corynebacterium.urealyticum",0.0935828877005348
"Corynebacterium.ureicelerivorans",0.232620320855615
"Corynebacterium.uterequi",0.0320855614973262
"Corynebacterium.variabile",0.0614973262032086
"Corynebacterium.virus.C3PO",0
"Corynebacterium.virus.Darwin",0.00267379679144385
"Corynebacterium.virus.phi673",0
"Corynebacterium.virus.Zion",0
"Corynebacterium.vitaeruminis",0.125668449197861
"Corynebacterium.xerosis",0.0641711229946524
"Cotesia.congregata.bracovirus",0.00267379679144385
"Coxiella.burnetii",0.0267379679144385
"Crassaminicella.sp..SY095",0.0561497326203209
"Crenobacter.cavernae",0.0374331550802139
"Croceibacter.atlanticus",0.0294117647058824
"Croceibacter.phage.P2559S",0
"Croceicoccus.marinus",0.13903743315508
"Croceicoccus.naphthovorans",0.0695187165775401
"Crocosphaera.subtropica",0.0294117647058824
"Cronobacter.condimenti",0.018716577540107
"Cronobacter.dublinensis",0.689839572192513
"Cronobacter.malonaticus",0.0213903743315508
"Cronobacter.muytjensii",0.0106951871657754
"Cronobacter.phage.S13",0
"Cronobacter.phage.vB_CsaM_GAP32",0.0106951871657754
"Cronobacter.sakazakii",0.248663101604278
"Cronobacter.turicensis",0.0106951871657754
"Cronobacter.universalis",0.00267379679144385
"Cryobacterium.arcticum",0.125668449197861
"Cryobacterium.sp..GCJ02",0.0294117647058824
"Cryobacterium.sp..LW097",0.0427807486631016
"Cryptobacterium.curtum",0.0320855614973262
"Cryptococcus.gattii.VGI",0.82620320855615
"Cryptococcus.neoformans",0.991978609625668
"Cryptomonas.paramecium",0.398395721925134
"Cryptosporidium.parvum",0.858288770053476
"Cucumber.mosaic.virus",0.0053475935828877
"Cucumis.melo.alphaendornavirus",0
"Cucumis.sativus",1
"Cucurbita.pepo",1
"Cuniculiplasma.divulgatum",0.0401069518716578
"Cupriavidus.basilensis",0.267379679144385
"Cupriavidus.campinensis",0.451871657754011
"Cupriavidus.gilardii",0.280748663101604
"Cupriavidus.malaysiensis",0.00802139037433155
"Cupriavidus.metallidurans",0.181818181818182
"Cupriavidus.nantongensis",0.0641711229946524
"Cupriavidus.necator",0.176470588235294
"Cupriavidus.oxalaticus",0.724598930481283
"Cupriavidus.pauculus",0.216577540106952
"Cupriavidus.pinatubonensis",0.053475935828877
"Cupriavidus.sp..USMAA2.4",0.181818181818182
"Cupriavidus.sp..USMAHM13",0.0213903743315508
"Cupriavidus.taiwanensis",0.911764705882353
"Cutibacterium.acnes",0.991978609625668
"Cutibacterium.avidum",0.181818181818182
"Cutibacterium.granulosum",0.53475935828877
"Cyanidioschyzon.merolae",0.828877005347594
"Cyanobacterium.aponinum",0.0240641711229947
"cyanobacterium.endosymbiont.of.Epithemia.turgida",0.0267379679144385
"cyanobacterium.endosymbiont.of.Rhopalodia.gibberula",0.131016042780749
"Cyanobium.gracile",0.0508021390374332
"Cyanobium.sp..NIES.981",0.363636363636364
"Cyanophage.P.RSM6",0
"Cyanophage.S.TIM5",0.0053475935828877
"Cyanophage.Syn30",0
"Cyclobacterium.amurskyense",0.0989304812834225
"Cyclobacterium.marinum",0.0401069518716578
"Cycloclasticus.sp..P1",0.00267379679144385
"Cycloclasticus.zancles",0.922459893048128
"Cynara.cardunculus",1
"Cyprinid.herpesvirus.2",0.00802139037433155
"Cytophagales.bacterium.TFI.002",0.510695187165775
"Daucus.carota",1
"Debaryomyces.hansenii",0.558823529411765
"Dechloromonas.aromatica",0.951871657754011
"Dechloromonas.sp..HYN0024",0.0374331550802139
"Deep.sea.thermophilic.phage.D6E",0.275401069518717
"Deferribacter.desulfuricans",0.0935828877005348
"Defluviimonas.alba",0.0828877005347594
"Defluviitoga.tunisiensis",0.0454545454545455
"Dehalobacterium.formicoaceticum",0.0481283422459893
"Dehalococcoides.mccartyi",0.0614973262032086
"Dehalococcoides.sp..UCH007",0.0106951871657754
"Dehalogenimonas.formicexedens",0.018716577540107
"Dehalogenimonas.lykanthroporepellens",0.0160427807486631
"Delftia.acidovorans",0.775401069518717
"Delftia.phage.IME.DE1",0
"Delftia.sp..Cs1.4",0.748663101604278
"Delftia.sp..HK171",0.0427807486631016
"Delftia.sp..KV29",0.00267379679144385
"Delftia.tsuruhatensis",0.310160427807487
"Delftia.virus.PhiW14",0
"Denitratisoma.sp..DHT3",0.0909090909090909
"Denitrobacterium.detoxificans",0.24331550802139
"Denitrovibrio.acetiphilus",0.0320855614973262
"Dermabacter.hominis",0.0374331550802139
"Dermabacter.jinjuensis",0.0267379679144385
"Dermabacter.vaginalis",0.184491978609626
"Dermacoccus.nishinomiyaensis",0.114973262032086
"Dermatophilus.congolensis",0.0641711229946524
"Desulfallas.gibsoniae",0.0614973262032086
"Desulfarculus.baarsii",0.13903743315508
"Desulfatibacillum.aliphaticivorans",0.0775401069518717
"Desulfobacca.acetoxidans",0.0748663101604278
"Desulfobacter.hydrogenophilus",0.152406417112299
"Desulfobacter.postgatei",0.692513368983957
"Desulfobacula.toluolica",0.0347593582887701
"Desulfobulbus.oralis",0.0294117647058824
"Desulfocapsa.sulfexigens",0.018716577540107
"Desulfococcus.multivorans",0.0267379679144385
"Desulfococcus.oleovorans",0.0481283422459893
"Desulfocurvibacter.africanus",0.0561497326203209
"Desulfofarcimen.acetoxidans",0.0828877005347594
"Desulfoglaeba.alkanexedens",0.0320855614973262
"Desulfohalobium.retbaense",0.0347593582887701
"Desulfomicrobium.baculatum",0.0374331550802139
"Desulfomicrobium.orale",0.0454545454545455
"Desulfomonile.tiedjei",0.0240641711229947
"Desulfosarcina.alkanivorans",0.497326203208556
"Desulfosarcina.ovata",0.0641711229946524
"Desulfosarcina.widdelii",0.0294117647058824
"Desulfotalea.psychrophila",0.0374331550802139
"Desulfotomaculum.ferrireducens",0.0240641711229947
"Desulfotomaculum.nigrificans",0.0160427807486631
"Desulfotomaculum.reducens",0.0160427807486631
"Desulfotomaculum.ruminis",0.0294117647058824
"Desulfovibrio.alaskensis",0.0588235294117647
"Desulfovibrio.carbinolicus",0.0374331550802139
"Desulfovibrio.carbinoliphilus",0.0320855614973262
"Desulfovibrio.desulfuricans",0.114973262032086
"Desulfovibrio.fairfieldensis",0.122994652406417
"Desulfovibrio.ferrophilus",0.229946524064171
"Desulfovibrio.gigas",0.0213903743315508
"Desulfovibrio.hydrothermalis",0.00802139037433155
"Desulfovibrio.magneticus",0.149732620320856
"Desulfovibrio.piger",0.101604278074866
"Desulfovibrio.salexigens",0.0347593582887701
"Desulfovibrio.sp..G11",0.00802139037433155
"Desulfovibrio.sp..IOR2",0.0294117647058824
"Desulfovibrio.vulgaris",0.331550802139037
"Desulfurella.acetivorans",0.227272727272727
"Desulfurispirillum.indicum",0.0401069518716578
"Desulfurivibrio.alkaliphilus",0.0294117647058824
"Desulfurobacterium.thermolithotrophum",0.0160427807486631
"Desulfurococcus.amylolyticus",0.0106951871657754
"Desulfurococcus.mucosus",0.00802139037433155
"Desulfuromonas.soudanensis",0.0454545454545455
"Desulfuromonas.sp..DDH964",0.0320855614973262
"Devriesea.agamarum",0.0213903743315508
"Dialister.pneumosintes",0.0641711229946524
"Dialister.sp..5BBH33",0.00267379679144385
"Diaphorobacter.polyhydroxybutyrativorans",0.0828877005347594
"Dichelobacter.nodosus",0.0320855614973262
"Dickeya.chrysanthemi",0.0213903743315508
"Dickeya.dadantii",0.0213903743315508
"Dickeya.dianthicola",0.0267379679144385
"Dickeya.fangzhongdai",0.00267379679144385
"Dickeya.paradisiaca",0.0561497326203209
"Dickeya.solani",0.0106951871657754
"Dickeya.sp..DW.0440",0.0160427807486631
"Dickeya.sp..NCPPB.3274",0.00802139037433155
"Dickeya.sp..NCPPB.569",0.0160427807486631
"Dickeya.sp..Secpp.1600",0.00802139037433155
"Dickeya.zeae",0.0347593582887701
"Dictyoglomus.thermophilum",0.0347593582887701
"Dictyoglomus.turgidum",0.0614973262032086
"Dictyostelium.discoideum",0.970588235294118
"Dietzia.lutea",0.109625668449198
"Dietzia.psychralcaliphila",0.181818181818182
"Dietzia.sp..DQ12.45.1b",0.0882352941176471
"Dietzia.sp..oral.taxon.368",0.072192513368984
"Dietzia.timorensis",0.0855614973262032
"Dinoroseobacter.shibae",0.0267379679144385
"Dinoroseobacter.virus.DFL12",0
"Dishui.lake.phycodnavirus.1",0.00267379679144385
"Dobrava.Belgrade.orthohantavirus",0.0133689839572193
"Dokdonella.koreensis",0.558823529411765
"Dolichospermum.compactum",0.0320855614973262
"Dolichospermum.sp..UHCC.0315A",0.147058823529412
"Dolosigranulum.pigrum",0.197860962566845
"DPANN.group.archaeon.LC1Nh",0.053475935828877
"Draconibacterium.orientale",0.0668449197860963
"Drosophila.innubila.nudivirus",0.994652406417112
"Dyella.japonica",0.0855614973262032
"Dyella.sp..M7H15.1",0.0213903743315508
"Dyella.thiooxydans",0.0989304812834225
"Dysosmobacter.welbionis",0.0748663101604278
"Echinicola.rosea",0.596256684491979
"Echinicola.sp..LN3S3",0.0508021390374332
"Echinicola.strongylocentroti",0.0213903743315508
"Echinicola.vietnamensis",0.00802139037433155
"Ectothiorhodospira.haloalkaliphila",0.0267379679144385
"Ectothiorhodospira.sp..BSL.9",0.0320855614973262
"Edwardsiella.hoshinae",0.00267379679144385
"Edwardsiella.ictaluri",0.018716577540107
"Edwardsiella.phage.PEi20",0
"Edwardsiella.piscicida",0.0454545454545455
"Edwardsiella.sp..EA181011",0.0053475935828877
"Edwardsiella.sp..LADL05.105",0.00267379679144385
"Edwardsiella.tarda",0.179144385026738
"Edwardsiella.virus.GF2",0
"Edwardsiella.virus.MSW3",0
"Eggerthella.lenta",0.109625668449198
"Eggerthella.sp..YY7918",0.0160427807486631
"Egibacter.rhizosphaerae",0.0427807486631016
"Egicoccus.halophilus",0.053475935828877
"Ehrlichia.canis",0.0320855614973262
"Ehrlichia.chaffeensis",0.0133689839572193
"Ehrlichia.muris",0.0053475935828877
"Ehrlichia.ruminantium",0.219251336898396
"Ehrlichia.sp..HF",0.0053475935828877
"Eikenella.corrodens",0.0775401069518717
"Eikenella.exigua",0.0294117647058824
"Elaeis.guineensis",1
"Elizabethkingia.anophelis",0.179144385026738
"Elizabethkingia.bruuniana",0.0561497326203209
"Elizabethkingia.meningoseptica",0.355614973262032
"Elizabethkingia.miricola",0.27807486631016
"Elizabethkingia.sp..2.6",0.101604278074866
"Elizabethkingia.sp..JS20170427COW",0.251336898395722
"Elizabethkingia.ursingii",0.0454545454545455
"Elusimicrobium.minutum",0.0882352941176471
"Emcibacter.congregatus",0.155080213903743
"Emcibacter.sp..MEBiC09520",0.0294117647058824
"Emiliania.huxleyi.virus.86",0
"Empedobacter.brevis",0.248663101604278
"Encephalitozoon.cuniculi",0.131016042780749
"Encephalitozoon.hellem",0.978609625668449
"Encephalitozoon.intestinalis",0.949197860962567
"Encephalitozoon.romaleae",0.0267379679144385
"Endomicrobium.proavitum",0.0267379679144385
"endosymbiont..TC1..of.Trimyema.compressum",0.114973262032086
"endosymbiont.of.Acanthamoeba.sp..UWC8",0.0106951871657754
"endosymbiont.of.Euscepes.postfasciatus",0.0133689839572193
"endosymbiont.of.Pachyrhynchus.infernalis",0.0106951871657754
"endosymbiont.of.Sipalinus.gigas",0.0427807486631016
"endosymbiont.of.unidentified.scaly.snail.isolate.Monju",0.740641711229946
"Enterobacter.asburiae",0.141711229946524
"Enterobacter.bugandensis",0.0267379679144385
"Enterobacter.cancerogenus",0.0240641711229947
"Enterobacter.chengduensis",0.0374331550802139
"Enterobacter.cloacae",0.352941176470588
"Enterobacter.cloacae.complex.sp.",0.053475935828877
"Enterobacter.cloacae.complex.sp..ECNIH7",0.0053475935828877
"Enterobacter.cloacae.complex.sp..FDA.CDC.AR_0132",0.00267379679144385
"Enterobacter.cloacae.complex.sp..FDA.CDC.AR_0164",0
"Enterobacter.hormaechei",0.393048128342246
"Enterobacter.kobei",0.0775401069518717
"Enterobacter.ludwigii",0.0294117647058824
"Enterobacter.oligotrophica",0.00802139037433155
"Enterobacter.phage.phiEap.2",0
"Enterobacter.roggenkampii",0.0614973262032086
"Enterobacter.soli",0.018716577540107
"Enterobacter.sp..638",0.109625668449198
"Enterobacter.sp..Crenshaw",0.00267379679144385
"Enterobacter.sp..CRENT.193",0.00802139037433155
"Enterobacter.sp..DKU_NT_01",0.0294117647058824
"Enterobacter.sp..E20",0.0106951871657754
"Enterobacter.sp..E76",0.0454545454545455
"Enterobacter.sp..HK169",0.00802139037433155
"Enterobacter.sp..LU1",0.0160427807486631
"Enterobacter.sp..N18.03635",0.0053475935828877
"Enterobacter.sp..ODB01",0
"Enterobacter.sp..R4.368",0.0106951871657754
"Enterobacter.sp..SA187",0.018716577540107
"Enterobacter.virus.PG7",0
"Enterobacteria.phage.phi92",0.00267379679144385
"Enterobacteriaceae.bacterium.ENNIH1",0.101604278074866
"Enterobacteriaceae.bacterium.strain.FGI.57",0.0347593582887701
"Enterococcus.avium",0.0320855614973262
"Enterococcus.casseliflavus",0.0374331550802139
"Enterococcus.cecorum",0.901069518716578
"Enterococcus.durans",0.0614973262032086
"Enterococcus.faecalis",0.13903743315508
"Enterococcus.faecium",0.229946524064171
"Enterococcus.gallinarum",0.0267379679144385
"Enterococcus.gilvus",0.00802139037433155
"Enterococcus.hirae",0.0401069518716578
"Enterococcus.mundtii",0.0668449197860963
"Enterococcus.phage.EFC.1",0.0240641711229947
"Enterococcus.sp..CR.Ec1",0.00267379679144385
"Enterococcus.sp..DA9",0.00267379679144385
"Enterococcus.sp..FDAARGOS_375",0.00802139037433155
"Enterococcus.sp..FDAARGOS_553",0.0320855614973262
"Enterococcus.sp..M190262",0.0053475935828877
"Enterococcus.thailandicus",0.909090909090909
"Enterococcus.virus.EF24C",0.0053475935828877
"Enterococcus.virus.LY0322",0.0882352941176471
"Entomoplasma.freundtii",0.0106951871657754
"Entomoplasma.luminosum",0.00802139037433155
"Entomoplasma.melaleucae",0.262032085561497
"Entomoplasma.somnilux",0.0053475935828877
"Ephemeroptericola.cinctiostellae",0.0401069518716578
"Epibacterium.mobile",0.0374331550802139
"Eptesicus.fuscus.gammaherpesvirus",0.00267379679144385
"Equid.gammaherpesvirus.5",0.0133689839572193
"Ereboglobus.luteus",0.0240641711229947
"Eremothecium.cymbalariae",0.994652406417112
"Eremothecium.gossypii",0.975935828877005
"Eremothecium.sinecaudum",0.786096256684492
"Erinnyis.ello.granulovirus",0
"Erwinia.amylovora",0.0213903743315508
"Erwinia.billingiae",0.0427807486631016
"Erwinia.gerundensis",0.0320855614973262
"Erwinia.persicina",0.0347593582887701
"Erwinia.phage.FE44",0.00802139037433155
"Erwinia.phage.vB_EamM_Kwan",0.00267379679144385
"Erwinia.phage.vB_EamM.Y2",0
"Erwinia.pyrifoliae",0.0053475935828877
"Erwinia.sp..J780",0.0213903743315508
"Erwinia.sp..QL.Z3",0.018716577540107
"Erwinia.tasmaniensis",0.018716577540107
"Erwinia.virus.Ea2809",0.00267379679144385
"Erysipelothrix.larvae",0.0267379679144385
"Erysipelothrix.rhusiopathiae",0.0320855614973262
"Erysipelothrix.sp..15TAL0474",0.00802139037433155
"Erysipelotrichaceae.bacterium.GAM147",0.072192513368984
"Erysipelotrichaceae.bacterium.I46",0.0267379679144385
"Erythrobacter.atlanticus",0.0294117647058824
"Erythrobacter.gangjinensis",0.0374331550802139
"Erythrobacter.litoralis",0.0508021390374332
"Erythrobacter.seohaensis",0.0160427807486631
"Erythrobacter.sp..HKB08",0.216577540106952
"Erythrobacter.sp..HL.111",0.0748663101604278
"Erythrobacter.sp..KY5",0.018716577540107
"Erythrobacter.sp..THAF29",0.0160427807486631
"Erythrobacter.sp..YH.07",0.018716577540107
"Escherichia.albertii",0.163101604278075
"Escherichia.coli",0.989304812834225
"Escherichia.fergusonii",0.120320855614973
"Escherichia.marmotae",0.0748663101604278
"Escherichia.phage.ECBP5",0
"Escherichia.phage.ECML.117",0
"Escherichia.phage.HK639",0.00267379679144385
"Escherichia.phage.phiKT",0
"Escherichia.sp..E4742",0.0748663101604278
"Escherichia.virus.121Q",0
"Escherichia.virus.ACGM12",0
"Escherichia.virus.alpha3",0
"Escherichia.virus.APEC7",0
"Escherichia.virus.Av05",0
"Escherichia.virus.AYO145A",0
"Escherichia.virus.Bp4",0
"Escherichia.virus.CC31",0.00267379679144385
"Escherichia.virus.ECB2",0
"Escherichia.virus.FFH1",0
"Escherichia.virus.FV3",0
"Escherichia.virus.G4",0.0588235294117647
"Escherichia.virus.G7C",0.00267379679144385
"Escherichia.virus.I22",0
"Escherichia.virus.ID21",0.00267379679144385
"Escherichia.virus.ID52",0.00802139037433155
"Escherichia.virus.ID62",0.00267379679144385
"Escherichia.virus.If1",0
"Escherichia.virus.IME11",0.00267379679144385
"Escherichia.virus.JenP1",0.00267379679144385
"Escherichia.virus.JenP2",0.00267379679144385
"Escherichia.virus.JSE",0
"Escherichia.virus.K1.5",0
"Escherichia.virus.K1G",0
"Escherichia.virus.mEpX1",0.00267379679144385
"Escherichia.virus.MX01",0.00267379679144385
"Escherichia.virus.N4",0.00267379679144385
"Escherichia.virus.NC28",0.0106951871657754
"Escherichia.virus.NC29",0.0133689839572193
"Escherichia.virus.NC35",0.00267379679144385
"Escherichia.virus.Septima11",0
"Escherichia.virus.slur16",0
"Escherichia.virus.St1",0
"Escherichia.virus.SU10",0.00267379679144385
"Escherichia.virus.SUSP2",0
"Escherichia.virus.T4",0.0133689839572193
"Escherichia.virus.Talmos",0.0267379679144385
"Escherichia.virus.VR20",0
"Escherichia.virus.WA45",0.0240641711229947
"Ethanoligenens.harbinense",0.0962566844919786
"Eubacterium.callanderi",0.0320855614973262
"Eubacterium.limosum",0.0561497326203209
"Eubacterium.maltosivorans",0.00802139037433155
"Euhalothece.natronophila",0.0213903743315508
"Euzebya.sp..DY32.46",0.0828877005347594
"Euzebyella.marina",0.0294117647058824
"Exiguobacterium.acetylicum",0.00802139037433155
"Exiguobacterium.antarcticum",0.00802139037433155
"Exiguobacterium.mexicanum",0.0320855614973262
"Exiguobacterium.sibiricum",0.0106951871657754
"Exiguobacterium.sp..AT1b",0.0401069518716578
"Exiguobacterium.sp..MH3",0.0320855614973262
"Exiguobacterium.sp..N4.1P",0.0160427807486631
"Exiguobacterium.sp..U13.1",0.0160427807486631
"Exiguobacterium.sp..ZWU0009",0.0106951871657754
"Ezakiella.massiliensis",0.0614973262032086
"Faba.bean.yellow.leaf.virus",0.00267379679144385
"Fabibacter.pacificus",0.053475935828877
"Faecalibacterium.prausnitzii",0.842245989304813
"Faecalitalea.cylindroides",0.109625668449198
"Fermentimonas.caenicola",0.0614973262032086
"Ferrimonas.balearica",0.0240641711229947
"Ferriphaselus.amnicola",0.946524064171123
"Ferroglobus.placidus",0.117647058823529
"Ferroplasma.acidarmanus",0.0053475935828877
"Ferroplasma.acidiphilum",0.0374331550802139
"Ferrovibrio.sp..K5",0.0641711229946524
"Fervidicoccus.fontis",0
"Fervidobacterium.nodosum",0.0882352941176471
"Fervidobacterium.pennivorans",0.27807486631016
"Fibrella.aestuarina",0.0401069518716578
"Fibrella.sp..ES10.3.2.2",0.147058823529412
"Fibrobacter.succinogenes",0.0374331550802139
"Fictibacillus.arsenicus",0.0213903743315508
"Fictibacillus.phosphorivorans",0.0294117647058824
"Filifactor.alocis",0.0641711229946524
"Filimonas.lacunae",0.0989304812834225
"Fimbriimonas.ginsengisoli",0.0828877005347594
"Finegoldia.magna",0.377005347593583
"Flagellimonas.maritima",0.467914438502674
"Flammeovirga.pectinis",0.780748663101604
"Flammeovirga.sp..MY04",0.885026737967914
"Flammeovirgaceae.bacterium.311",0.0909090909090909
"Flaviflexus.salsibiostraticola",0.0240641711229947
"Flaviflexus.sp..H23T48",0.018716577540107
"Flavisolibacter.ginsenosidimutans",0.0802139037433155
"Flavisolibacter.sp..17J28.1",0.0802139037433155
"Flavisolibacter.tropicus",0.112299465240642
"Flavivirga.eckloniae",0.0989304812834225
"Flavobacteriaceae.bacterium.10Alg115",0.719251336898396
"Flavobacteriaceae.bacterium.3519.10",0.00802139037433155
"Flavobacteriaceae.bacterium.F202Z8",0.0347593582887701
"Flavobacteriaceae.bacterium.MAR_2010_188",0.053475935828877
"Flavobacteriaceae.bacterium.UJ101",0.0828877005347594
"Flavonifractor.plautii",0.211229946524064
"Flexistipes.sinusarabici",0.0508021390374332
"Flintibacter.sp..KGMB00164",0.128342245989305
"Fluoribacter.dumoffii",0.0213903743315508
"Fluviicola.taffensis",0.0935828877005348
"Fowl.aviadenovirus.D",0
"Fragaria.vesca",1
"Francisella.adeliensis",0.409090909090909
"Francisella.halioticida",0.0320855614973262
"Francisella.hispaniensis",0.0401069518716578
"Francisella.marina",0.00267379679144385
"Francisella.noatunensis",0.0267379679144385
"Francisella.persica",0.00267379679144385
"Francisella.philomiragia",0.0267379679144385
"Francisella.sp..CA97.1460",0.0374331550802139
"Francisella.sp..FSC1006",0.0240641711229947
"Francisella.sp..TX077310",0.0213903743315508
"Francisella.tularensis",0.0508021390374332
"Frankia.alni",0.866310160427808
"Frankia.casuarinae",0.0508021390374332
"Frankia.inefficax",0.772727272727273
"Frankia.sp..EAN1pec",0.334224598930481
"Frankia.sp..QA3",0.0802139037433155
"Frankia.symbiont.of.Datisca.glomerata",0.133689839572193
"Frankineae.bacterium.MT45",0.0374331550802139
"Frateuria.aurantia",0.0401069518716578
"Friedmanniella.luteola",0.0935828877005348
"Friedmanniella.sagamiharensis",0.181818181818182
"Frischella.perrara",0.0454545454545455
"Frog.siadenovirus.A",0.00267379679144385
"Frondihabitans.sp..762G35",0.0508021390374332
"Frondihabitans.sp..PAMC.28766",0.0962566844919786
"Fuerstia.marisgermanicae",0.0427807486631016
"Fujinami.sarcoma.virus",0.195187165775401
"Fusarium.fujikuroi",0.997326203208556
"Fusarium.graminearum",1
"Fusarium.oxysporum",0.981283422459893
"Fusarium.pseudograminearum",0.978609625668449
"Fusarium.venenatum",0.994652406417112
"Fusarium.verticillioides",0.986631016042781
"Fusobacterium.gonidiaformans",0.521390374331551
"Fusobacterium.hwasookii",0.106951871657754
"Fusobacterium.mortiferum",0.0855614973262032
"Fusobacterium.necrophorum",0.117647058823529
"Fusobacterium.nucleatum",0.590909090909091
"Fusobacterium.periodonticum",0.0401069518716578
"Fusobacterium.pseudoperiodonticum",0.336898395721925
"Fusobacterium.sp..oral.taxon.203",0.0775401069518717
"Fusobacterium.ulcerans",0.227272727272727
"Fusobacterium.varium",0.195187165775401
"Gallaecimonas.mangrovi",0.0133689839572193
"Gallibacterium.anatis",0.0561497326203209
"gamma.proteobacterium.BW.2",0.112299465240642
"gamma.proteobacterium.HdN1",0.0668449197860963
"gamma.proteobacterium.SS.5",0.475935828877005
"Gammapapillomavirus.26",0.00267379679144385
"Gammapapillomavirus.sp.",0.0053475935828877
"Gammaproteobacteria.bacterium.DM2",0.018716577540107
"Gammaproteobacteria.bacterium.ESL0073",0.0133689839572193
"Gardnerella.vaginalis",0.275401069518717
"Garlic.virus.A",0
"Gemella.haemolysans",0.168449197860963
"Gemella.morbillorum",0.815508021390374
"Gemella.sanguinis",0.112299465240642
"Gemella.sp..ND.6198",0
"Gemella.sp..oral.taxon.928",0
"Geminocystis.herdmanii",0.0294117647058824
"Geminocystis.sp..NIES.3708",0.0267379679144385
"Geminocystis.sp..NIES.3709",0.0775401069518717
"Gemmata.obscuriglobus",0.147058823529412
"Gemmata.sp..SH.PL17",0.20855614973262
"Gemmataceae.bacterium.PX52",0.0962566844919786
"Gemmatimonas.aurantiaca",0.0588235294117647
"Gemmatimonas.phototrophica",0.205882352941176
"Gemmatirosa.kalamazoonesis",0.211229946524064
"Gemmobacter.sp..HYN0069",0.0802139037433155
"Geobacillus.genomosp..3",0.0588235294117647
"Geobacillus.kaustophilus",0.0561497326203209
"Geobacillus.sp..C56.T3",0.0213903743315508
"Geobacillus.sp..E263",0.0133689839572193
"Geobacillus.sp..GHH01",0.0240641711229947
"Geobacillus.sp..JS12",0.0962566844919786
"Geobacillus.sp..WCH70",0.0267379679144385
"Geobacillus.stearothermophilus",0.374331550802139
"Geobacillus.subterraneus",0.0347593582887701
"Geobacillus.thermocatenulatus",0.184491978609626
"Geobacillus.thermodenitrificans",0.302139037433155
"Geobacillus.thermoleovorans",0.328877005347594
"Geobacillus.virus.E2",0.435828877005348
"Geobacillus.virus.E3",0.39572192513369
"Geobacillus.virus.GBSV1",0.0748663101604278
"Geobacter.anodireducens",0.0106951871657754
"Geobacter.bemidjiensis",0.0053475935828877
"Geobacter.daltonii",0.0802139037433155
"Geobacter.lovleyi",0.438502673796791
"Geobacter.metallireducens",0.24331550802139
"Geobacter.pickeringii",0.0802139037433155
"Geobacter.sp..DSM.9736",0.804812834224599
"Geobacter.sp..FeAm09",0.147058823529412
"Geobacter.sp..M18",0.157754010695187
"Geobacter.sp..M21",0.0454545454545455
"Geobacter.sulfurreducens",0.0267379679144385
"Geobacter.uraniireducens",0.0374331550802139
"Geoglobus.acetivorans",0.00267379679144385
"Geoglobus.ahangari",0.00802139037433155
"Georgenia.sp..Z294",0.0882352941176471
"Georgenia.sp..Z443",0.053475935828877
"Georgenia.sp..ZLJ0423",0.101604278074866
"Georhizobium.profundi",0.053475935828877
"Geosporobacter.ferrireducens",0.0401069518716578
"Geovibrio.thiophilus",0.0481283422459893
"Gilliamella.apicola",0.267379679144385
"Gilvibacter.sp..SZ.19",0.0133689839572193
"Gimesia.maris",0.0053475935828877
"Gimesia.sp..E7",0.0053475935828877
"Glaesserella.parasuis",0.933155080213904
"Glaesserella.sp..15.184",0.553475935828877
"Gloeobacter.kilaueensis",0.114973262032086
"Gloeobacter.violaceus",0.053475935828877
"Gloeomargarita.lithophora",0.0775401069518717
"Gloeothece.citriformis",0.0802139037433155
"Gloeothece.verrucosa",0.0508021390374332
"Glossina.hytrovirus",0.00267379679144385
"Gluconacetobacter.diazotrophicus",0.358288770053476
"Gluconobacter.albidus",0.0133689839572193
"Gluconobacter.oxydans",0.018716577540107
"Gluconobacter.thailandicus",0.0133689839572193
"Glycine.max",1
"Glycine.soja",1
"Glycocaulis.alkaliphilus",0.0508021390374332
"Golden.Marseillevirus",0.00267379679144385
"Gordonia.alkanivorans",0.0267379679144385
"Gordonia.bronchialis",0.0614973262032086
"Gordonia.iterans",0.0374331550802139
"Gordonia.phage.GMA4",0
"Gordonia.phage.GTE8",0
"Gordonia.phthalatica",0.0641711229946524
"Gordonia.polyisoprenivorans",0.171122994652406
"Gordonia.rubripertincta",0.0213903743315508
"Gordonia.sp..135",0.0240641711229947
"Gordonia.sp..1D",0.053475935828877
"Gordonia.sp..HY186",0.0267379679144385
"Gordonia.sp..KTR9",0.0374331550802139
"Gordonia.sp..MMS17.SY073",0.0240641711229947
"Gordonia.sp..YC.JH1",0.0508021390374332
"Gordonia.terrae",0.0454545454545455
"Gordonia.virus.BetterKatz",0.0320855614973262
"Gordonia.virus.Bowser",0
"Gordonia.virus.GAL1",0.0053475935828877
"Gordonia.virus.Ghobes",0
"Gordonia.virus.OneUp",0.128342245989305
"Gordonibacter.urolithinfaciens",0.0213903743315508
"Gossypium.arboreum",1
"Gossypium.hirsutum",1
"Gossypium.raimondii",1
"Gottschalkia.acidurici",0.0614973262032086
"Gracilibacillus.sp..SCU50",0.0401069518716578
"Gramella.flava",0.0267379679144385
"Gramella.forsetii",0.0267379679144385
"Gramella.fulva",0.0695187165775401
"Gramella.salexigens",0.0240641711229947
"Gramella.sp..MAR_2010_102",0.0267379679144385
"Gramella.sp..MAR_2010_147",0.0588235294117647
