"estimate","statistic","p.value","method","alternative","im.cell","microbe","cancer"
0.1970896,219852.1,0.03242115,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Ipomoea","SAR"
-0.05073257,287710.5,0.5853535,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Ipomoea","SAR"
-0.100647,301378.1,0.278177,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Ipomoea","SAR"
-0.03394393,283113.5,0.715182,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Ipomoea","SAR"
-0.02053395,279441.6,0.8253225,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Ipomoea","SAR"
-0.0842423,296886.1,0.3644186,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Ipomoea","SAR"
0.1223576,240315.2,0.1868483,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Ipomoea","SAR"
0.03149243,265195.8,0.734958,"Spearman's rank correlation rho","two.sided","Eosinophils","Ipomoea","SAR"
-0.1319417,309947.2,0.1543795,"Spearman's rank correlation rho","two.sided","Neutrophils","Ipomoea","SAR"
-0.008980385,276278,0.9230233,"Spearman's rank correlation rho","two.sided","TILs","Ipomoea","SAR"
-0.1256721,308230.4,0.1750995,"Spearman's rank correlation rho","two.sided","B.cells.naive","Janthinobacterium","SAR"
-0.03580751,283623.8,0.700273,"Spearman's rank correlation rho","two.sided","B.cells.memory","Janthinobacterium","SAR"
0.04266478,262136.6,0.6464256,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Janthinobacterium","SAR"
0.06998978,254654.5,0.4513812,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Janthinobacterium","SAR"
-0.06357998,291228.4,0.4939779,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Janthinobacterium","SAR"
-0.0381796,284273.3,0.6814602,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Janthinobacterium","SAR"
-0.1149509,305294.7,0.2151578,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Janthinobacterium","SAR"
0.06663155,255574,0.4734382,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Janthinobacterium","SAR"
-0.02649422,281073.6,0.7758072,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Janthinobacterium","SAR"
0.1000278,246429.5,0.2811594,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Janthinobacterium","SAR"
-0.03016157,282077.8,0.7457681,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Janthinobacterium","SAR"
-0.08263586,296446.3,0.3736687,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Janthinobacterium","SAR"
-0.1689947,320093,0.06734099,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Janthinobacterium","SAR"
-0.1910436,326130.4,0.03823747,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Janthinobacterium","SAR"
0.08774673,249792.3,0.344735,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Janthinobacterium","SAR"
0.1523055,232114.9,0.09966708,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Janthinobacterium","SAR"
-0.003234906,274704.8,0.9722663,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Janthinobacterium","SAR"
-0.007195496,275789.3,0.9383594,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Janthinobacterium","SAR"
0.187615,222446.4,0.04190838,"Spearman's rank correlation rho","two.sided","Eosinophils","Janthinobacterium","SAR"
-0.02239157,279950.2,0.8098065,"Spearman's rank correlation rho","two.sided","Neutrophils","Janthinobacterium","SAR"
-0.1530995,315740.5,0.09789306,"Spearman's rank correlation rho","two.sided","TILs","Janthinobacterium","SAR"
0.01158546,270646.7,0.9009077,"Spearman's rank correlation rho","two.sided","B.cells.naive","Kazachstania","SAR"
0.1501184,232713.7,0.1046851,"Spearman's rank correlation rho","two.sided","B.cells.memory","Kazachstania","SAR"
-0.1533672,315813.9,0.09730047,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Kazachstania","SAR"
-0.03012197,282067,0.7460905,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Kazachstania","SAR"
0.007827042,271675.8,0.9329613,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Kazachstania","SAR"
-0.1582589,317153.3,0.0869638,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Kazachstania","SAR"
0.004414613,272610.2,0.9621588,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Kazachstania","SAR"
-0.0412807,285122.4,0.6571591,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Kazachstania","SAR"
-0.02944468,281881.5,0.7516118,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Kazachstania","SAR"
-0.1432264,313037.1,0.1217997,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Kazachstania","SAR"
-0.01955481,279173.5,0.8335284,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Kazachstania","SAR"
0.1352916,236773.6,0.1440913,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Kazachstania","SAR"
0.01411255,269954.7,0.8794416,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Kazachstania","SAR"
-0.06646739,292019,0.4745312,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Kazachstania","SAR"
-0.1139168,305011.6,0.2193407,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Kazachstania","SAR"
0.1086954,244056.1,0.2413415,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Kazachstania","SAR"
-0.09288986,299254,0.3170851,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Kazachstania","SAR"
0.1623167,229373.6,0.07907035,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Kazachstania","SAR"
-0.09755447,300531.3,0.2932857,"Spearman's rank correlation rho","two.sided","Eosinophils","Kazachstania","SAR"
-0.006950784,275722.3,0.9404518,"Spearman's rank correlation rho","two.sided","Neutrophils","Kazachstania","SAR"
-0.04199489,285318,0.651168,"Spearman's rank correlation rho","two.sided","TILs","Kazachstania","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Kitasatospora","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Klebsiella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Kluyveromyces","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Komagataeibacter","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Komagataella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Komagataella","SAR"
0.008901892,271381.5,0.9237812,"Spearman's rank correlation rho","two.sided","B.cells.naive","Labilithrix","SAR"
-0.06637305,291993.2,0.47516,"Spearman's rank correlation rho","two.sided","B.cells.memory","Labilithrix","SAR"
0.1985645,219448.3,0.03112168,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Labilithrix","SAR"
-0.03030414,282116.9,0.7446076,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Labilithrix","SAR"
0.06132418,257027.3,0.5094585,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Labilithrix","SAR"
0.2191332,213816.2,0.01712052,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Labilithrix","SAR"
-0.1334009,310346.7,0.1498323,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Labilithrix","SAR"
-0.03726078,284021.7,0.6887249,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Labilithrix","SAR"
-0.04953282,287382,0.5942666,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Labilithrix","SAR"
-0.0102383,276622.4,0.9123813,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Labilithrix","SAR"
-0.01447326,277782.1,0.8763843,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Labilithrix","SAR"
-0.1524996,315576.3,0.09923118,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Labilithrix","SAR"
0.04657601,261065.6,0.61649,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Labilithrix","SAR"
-0.03501922,283407.9,0.706566,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Labilithrix","SAR"
0.03510435,264206.8,0.7058854,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Labilithrix","SAR"
-0.02188793,279812.3,0.8140062,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Labilithrix","SAR"
-0.04605392,286429.4,0.6204512,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Labilithrix","SAR"
-0.02220652,279899.6,0.811349,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Labilithrix","SAR"
0.1028737,245650.2,0.2676277,"Spearman's rank correlation rho","two.sided","Eosinophils","Labilithrix","SAR"
0.1629815,229191.6,0.07783369,"Spearman's rank correlation rho","two.sided","Neutrophils","Labilithrix","SAR"
0.004996059,272451,0.9571792,"Spearman's rank correlation rho","two.sided","TILs","Labilithrix","SAR"
-0.1200003,306677.4,0.1955468,"Spearman's rank correlation rho","two.sided","B.cells.naive","Labrys","SAR"
0.09082753,248948.7,0.3279951,"Spearman's rank correlation rho","two.sided","B.cells.memory","Labrys","SAR"
0.1075284,244375.7,0.2464615,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Labrys","SAR"
-0.00444439,275036,0.9619037,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Labrys","SAR"
0.07532067,253194.8,0.4175756,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Labrys","SAR"
0.00508195,272427.5,0.9564438,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Labrys","SAR"
0.001872928,273306.2,0.9839407,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Labrys","SAR"
-0.2001523,328624.5,0.02977235,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Labrys","SAR"
-0.08976764,298399.1,0.3336944,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Labrys","SAR"
0.05033427,260036.5,0.5883057,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Labrys","SAR"
0.03628095,263884.6,0.6965033,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Labrys","SAR"
-0.01376976,277589.4,0.8823486,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Labrys","SAR"
-0.07133887,293352.9,0.4426845,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Labrys","SAR"
0.03077281,265392.8,0.7407969,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Labrys","SAR"
-0.07457708,294239.6,0.4222007,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Labrys","SAR"
0.1074573,244395.2,0.2467759,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Labrys","SAR"
0.1452764,234039.6,0.1164976,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Labrys","SAR"
-0.05609074,289177.7,0.5463154,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Labrys","SAR"
0.05450021,258895.8,0.5577696,"Spearman's rank correlation rho","two.sided","Eosinophils","Labrys","SAR"
-0.001344856,274187.2,0.9884683,"Spearman's rank correlation rho","two.sided","Neutrophils","Labrys","SAR"
0.04792906,260695.1,0.6062757,"Spearman's rank correlation rho","two.sided","TILs","Labrys","SAR"
0.09586375,247569.7,0.3017715,"Spearman's rank correlation rho","two.sided","B.cells.naive","Laceyella","SAR"
0.1304142,238109.1,0.1592497,"Spearman's rank correlation rho","two.sided","B.cells.memory","Laceyella","SAR"
-0.114866,305271.5,0.2154991,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Laceyella","SAR"
0.007513159,271761.8,0.9356438,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Laceyella","SAR"
-0.0726547,293713.2,0.4342942,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Laceyella","SAR"
0.05502965,258750.8,0.5539441,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Laceyella","SAR"
-0.03816478,284269.2,0.6815772,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Laceyella","SAR"
0.01593495,269455.7,0.8640145,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Laceyella","SAR"
-0.05195018,288043.9,0.5763709,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Laceyella","SAR"
-0.006210903,275519.7,0.9467806,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Laceyella","SAR"
-0.1021589,301792,0.2709841,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Laceyella","SAR"
0.1459751,233848.3,0.114732,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Laceyella","SAR"
-0.1512947,315246.4,0.1019622,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Laceyella","SAR"
-0.1073795,303221.6,0.24712,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Laceyella","SAR"
-0.04211997,285352.2,0.6506421,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Laceyella","SAR"
-0.0273697,281313.3,0.7686041,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Laceyella","SAR"
-0.08894421,298173.6,0.3381655,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Laceyella","SAR"
0.04918356,260351.6,0.5968727,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Laceyella","SAR"
0.03101186,265327.4,0.7388556,"Spearman's rank correlation rho","two.sided","Eosinophils","Laceyella","SAR"
-0.1027604,301956.7,0.2681578,"Spearman's rank correlation rho","two.sided","Neutrophils","Laceyella","SAR"
-0.03692819,283930.6,0.6913615,"Spearman's rank correlation rho","two.sided","TILs","Laceyella","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.resting","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Mast.cells.activated","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Eosinophils","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Neutrophils","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","TILs","Lachancea","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.naive","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","B.cells.memory","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD8","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.naive","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.resting","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.CD4.memory.activated","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.follicular.helper","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.regulatory..Tregs.","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","T.cells.gamma.delta","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.resting","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","NK.cells.activated","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M0","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M1","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Macrophages.M2","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.resting","Lachnoclostridium","SAR"
NA,NA,NA,"Spearman's rank correlation rho","two.sided","Dendritic.cells.activated","Lachnoclostridium","SAR"
