"hazard.ratio","pvalue","taxa","cancer"
1.23265123316795,0.80288315004323,"species_Labrys.neptuniae","GU"
3.29374280877099,0.26644278376836,"species_Laceyella.sacchari","GU"
2.21022477046724,0.265688334204819,"species_Lachancea.thermotolerans","GU"
1.93749043838499,0.368458711008798,"species_Lactobacillus.fermentum","GU"
249630021.978376,0.998771950199276,"species_Leishmania.braziliensis","GU"
2.09934930485133,0.324267855117544,"species_Leishmania.donovani","GU"
3.41212478371982,0.253125069921769,"species_Leishmania.infantum","GU"
NA,NA,"species_Leishmania.major","GU"
78927769.2199508,0.998627377494791,"species_Leishmania.mexicana","GU"
NA,NA,"species_Leishmania.panamensis","GU"
NA,NA,"species_Lelliottia.nimipressuralis","GU"
NA,NA,"species_Leptotrichia.buccalis","GU"
0.805936102650666,0.748629766309613,"species_Leuconostoc.citreum","GU"
NA,NA,"species_Lupinus.angustifolius","GU"
0.839434839847109,0.795242302649035,"species_Lysobacter.enzymogenes","GU"
3.28657030128307e-09,0.998441955736397,"species_Lysobacter.maris","GU"
326134948.225164,0.998370968618434,"species_Malassezia.restricta","GU"
NA,NA,"species_Malus.domestica","GU"
NA,NA,"species_Manihot.esculenta","GU"
0.793538005355399,0.731199675084446,"species_Marinobacter.sp..LV10R510.11A","GU"
NA,NA,"species_Massilia.umbonata","GU"
227226278.225026,0.998871180731694,"species_Medicago.truncatula","GU"
0.685527346096556,0.643718847994834,"species_Mesorhizobium.sp..M2A.F.Ca.ET.043.05.1.1","GU"
NA,NA,"species_Methanothrix.soehngenii","GU"
NA,NA,"species_Methylomonas.sp..DH.1","GU"
0.212214623936725,0.0296605131467892,"species_Methylorubrum.populi","GU"
NA,NA,"species_Microbacterium.sp..1S1","GU"
3.67347329499588,0.0748330355798213,"species_Microbacterium.sp..ABRD_28","GU"
1.48022431530541,0.561974432128058,"species_Microbacterium.sp..L.031","GU"
NA,NA,"species_Microbacterium.sp..SGAir0570","GU"
1.0472017812366,0.948183360071037,"species_Microlunatus.sp..KUDC0627","GU"
2.26891221948243,0.309492770917556,"species_Micromonas.commoda","GU"
0.861129558009056,0.855120582598515,"species_Micromonospora.echinaurantiaca","GU"
1.34009749420861,0.69019868227031,"species_Microvirga.sp..HR1","GU"
0.213112810229032,0.0384252599527282,"species_Minicystis.rosea","GU"
0.647661789666215,0.567333108047005,"species_Modestobacter.marinus","GU"
2.47591102430089,0.21942896291379,"species_Moorella.thermoacetica","GU"
0.619600460285401,0.555786960781569,"species_Moraxella.osloensis","GU"
NA,NA,"species_Musa.acuminata","GU"
0.696591852276022,0.739076211779834,"species_Mycoavidus.cysteinexigens","GU"
0.604129344147319,0.534635032021471,"species_Mycobacterium.dioxanotrophicus","GU"
1.65507167346489,0.493181625572886,"species_Mycobacterium.haemophilum","GU"
1.33011049784853,0.698996534701663,"species_Mycobacterium.sp..KMS","GU"
11.0823960819204,0.00682351599241739,"species_Mycobacteroides.salmoniphilum","GU"
1.97190526503931,0.344113279854556,"species_Mycolicibacterium.vaccae","GU"
0.380860860631595,0.369002679930574,"species_Mycoplasma.dispar","GU"
NA,NA,"species_Mycoplasma.parvum","GU"
0.670420583494521,0.624188514968167,"species_Myroides.profundi","GU"
NA,NA,"species_Myxococcus.xanthus","GU"
NA,NA,"species_Natronolimnobius.sulfurireducens","GU"
249630026.14244,0.998771950201079,"species_Naumovozyma.castellii","GU"
1.24373804531232,0.745885107922195,"species_Naumovozyma.dairenensis","GU"
0.975861710031761,0.973724498341293,"species_Ndongobacter.massiliensis","GU"
1.6625611077814,0.634817090730161,"species_Neospora.caninum","GU"
NA,NA,"species_Neurospora.crassa","GU"
NA,NA,"species_Nicotiana.attenuata","GU"
NA,NA,"species_Nitrosomonas.sp..AL212","GU"
0.0540738070435875,0.0391384132214787,"species_Nitrosomonas.ureae","GU"
NA,NA,"species_Nitrospirillum.amazonense","GU"
1.57118489743919,0.537941336715702,"species_Nocardia.cyriacigeorgica","GU"
1.09737336581518,0.898973797985109,"species_Nocardia.sp..CS682","GU"
0.195346088725708,0.12510087205111,"species_Nocardioides.sp..603","GU"
1.00480376582175,0.99431354680291,"species_Nonomuraea.sp..ATCC.55076","GU"
1.09617599871909,0.910554145373832,"species_Nonomuraea.sp..WYY166","GU"
1.9110053411232,0.38180951836522,"species_Novosphingobium.aromaticivorans","GU"
NA,NA,"species_Nymphaea.colorata","GU"
1.14031224918141,0.855098151722648,"species_Oceanisphaera.avium","GU"
2.36402852114112,0.421677050348591,"species_Oceanisphaera.profunda","GU"
1.27330246575856,0.74158589318441,"species_Ogataea.parapolymorpha","GU"
NA,NA,"species_Olea.europaea","GU"
NA,NA,"species_Oryza.brachyantha","GU"
NA,NA,"species_Oryza.sativa","GU"
250455057.451312,0.99868041403401,"species_Ostreococcus.sp..lucimarinus","GU"
1.94991816057507,0.418545397188319,"species_Ostreococcus.tauri","GU"
NA,NA,"species_Ottowia.oryzae","GU"
NA,NA,"species_Ottowia.sp..oral.taxon.894","GU"
NA,NA,"species_Paenibacillus.sp..18JY67.1","GU"
1.75113762406921,0.447821906144591,"species_Pandoraea.oxalativorans","GU"
NA,NA,"species_Panicum.hallii","GU"
NA,NA,"species_Papaver.somniferum","GU"
0.0832614859971103,0.0141042417639966,"species_Paracoccus.mutanolyticus","GU"
NA,NA,"species_Paracoccus.pantotrophus","GU"
0.475934845323168,0.376182658660111,"species_Paraoerskovia.marina","GU"
0.0540738070435875,0.0391384132214787,"species_Pasteurella.multocida","GU"
0.808512300443596,0.752179175406612,"species_Pelobacter.carbinolicus","GU"
NA,NA,"species_Pelobacter.propionicus","GU"
NA,NA,"species_Persicobacter.sp..JZB09","GU"
0.699892041664416,0.596195789619674,"species_Phaeobacter.inhibens","GU"
72761894.2248995,0.99885601531843,"species_Phaeodactylum.tricornutum","GU"
NA,NA,"species_Phaseolus.vulgaris","GU"
NA,NA,"species_Physcomitrella.patens","GU"
72761894.2248995,0.99885601531843,"species_Pichia.kudriavzevii","GU"
0.990627518898395,0.990823252188318,"species_Pimelobacter.simplex","GU"
0.489741520631893,0.510421017163729,"species_Piscirickettsia.salmonis","GU"
NA,NA,"species_Planctomycetes.bacterium.SRT547","GU"
1.13882234067648,0.876968049817527,"species_Plantibacter.flavus","GU"
0.748116801568342,0.722821026611014,"species_Plasmodium.berghei","GU"
1.75878849753253,0.412408104483961,"species_Plasmodium.chabaudi","GU"
NA,NA,"species_Plasmodium.coatneyi","GU"
5.2443554265946,0.0459894883431348,"species_Plasmodium.cynomolgi","GU"
1.9215577448459,0.332703563362321,"species_Plasmodium.falciparum","GU"
1.39028533951643,0.625175848775129,"species_Plasmodium.gaboni","GU"
0.651390553725525,0.526638657408214,"species_Plasmodium.knowlesi","GU"
NA,NA,"species_Plasmodium.malariae","GU"
NA,NA,"species_Plasmodium.reichenowi","GU"
NA,NA,"species_Plasmodium.relictum","GU"
72761894.2248995,0.99885601531843,"species_Plasmodium.sp..gorilla.clade.G2","GU"
NA,NA,"species_Plasmodium.vivax","GU"
2.32545387106302,0.251452273742224,"species_Plasmodium.yoelii","GU"
4.63797215033292,0.0611616222284258,"species_Pochonia.chlamydosporia","GU"
NA,NA,"species_Populus.trichocarpa","GU"
0.0540738070435875,0.0391384132214787,"species_Porphyrobacter.neustonensis","GU"
0.62998183234565,0.519674097758172,"species_Protaetiibacter.intestinalis","GU"
72761894.1497426,0.998856015316598,"species_Prunus.mume","GU"
NA,NA,"species_Prunus.persica","GU"
NA,NA,"species_Pseudomonas.aeruginosa","GU"
2.864353470671,0.150353767124607,"species_Pseudomonas.alkylphenolica","GU"
0.0540738070435875,0.0391384132214787,"species_Pseudomonas.chlororaphis","GU"
2.52035765886285,0.392840890637612,"species_Pseudomonas.fluorescens","GU"
0.247794138925155,0.191376162741871,"species_Pseudomonas.frederiksbergensis","GU"
1.73312105826842,0.607264764019444,"species_Pseudomonas.mendocina","GU"
1.02630047484896,0.969200983080439,"species_Pseudomonas.parafulva","GU"
2.80755370988485,0.177059841710141,"species_Pseudomonas.psychrotolerans","GU"
2.1845292596921,0.272093427283828,"species_Pseudomonas.putida","GU"
0.489741520631893,0.510421017163729,"species_Pseudomonas.sp..CC6.YY.74","GU"
0.821812783795971,0.782468286324581,"species_Pseudomonas.stutzeri","GU"
0.834744610523921,0.807373616719986,"species_Pseudomonas.tolaasii","GU"
2.42635364701936,0.247256321615968,"species_Pseudomonas.yamanorum","GU"
1.78994735813895,0.479179005987447,"species_Pseudonocardia.sp..AL041005.10","GU"
NA,NA,"species_Punica.granatum","GU"
NA,NA,"species_Pyricularia.grisea","GU"
1.52984935478332,0.603501969364317,"species_Pyricularia.oryzae","GU"
2.48068719957961,0.264119109899315,"species_Pyricularia.pennisetigena","GU"
NA,NA,"species_Pyrobaculum.neutrophilum","GU"
NA,NA,"species_Quercus.lobata","GU"
NA,NA,"species_Ralstonia.insidiosa","GU"
1.91988894799875,0.428207319604677,"species_Rathayibacter.rathayi","GU"
0.765717368199156,0.714956187535277,"species_Rhizobium.sp..WL3","GU"
0.574762362118109,0.494441826207274,"species_Rhodococcus.ruber","GU"
NA,NA,"species_Rhodoferax.antarcticus","GU"
2.22007449750129,0.329079979766135,"species_Rhodopseudomonas.palustris","GU"
0.955403576574947,0.945892904878947,"species_Rhodospirillaceae.bacterium.R5913","GU"
NA,NA,"species_Rhodospirillum.centenum","GU"
NA,NA,"species_Rhodothermus.marinus","GU"
NA,NA,"species_Rosa.chinensis","GU"
3.27582891860823,0.0959711424550464,"species_Roseovarius.sp..THAF9","GU"
1.93749043838499,0.368458711008798,"species_Rothia.mucilaginosa","GU"
0.539716860511524,0.446040475847948,"species_Rufibacter.tibetensis","GU"
NA,NA,"species_Runella.sp..SP2","GU"
1.17089532768274,0.824622576325925,"species_Saccharomyces.cerevisiae","GU"
1.01195201066505,0.985901046687874,"species_Saccharomyces.eubayanus","GU"
2.36919042090751,0.295629514532351,"species_Saccharopolyspora.erythraea","GU"
1.35960092592267,0.647867730297333,"species_Salinicola.tamaricis","GU"
0.422381443227744,0.303850582496397,"species_Schaalia.odontolytica","GU"
NA,NA,"species_Scheffersomyces.stipitis","GU"
72761894.2248995,0.99885601531843,"species_Schizosaccharomyces.pombe","GU"
NA,NA,"species_Serpentinomonas.mccroryi","GU"
0.489741520631893,0.510421017163729,"species_Serratia.rubidaea","GU"
NA,NA,"species_Sesamum.indicum","GU"
NA,NA,"species_Setaria.italica","GU"
0.779806409357939,0.730595830807896,"species_Simplicispira.suum","GU"
0.765990041429975,0.699257551564594,"species_Sinomonas.atrocyanea","GU"
NA,NA,"species_Snyder.Theilen.feline.sarcoma.virus","GU"
NA,NA,"species_Solanum.lycopersicum","GU"
NA,NA,"species_Solanum.pennellii","GU"
NA,NA,"species_Sorghum.bicolor","GU"
NA,NA,"species_Sphingomonas.paucimobilis","GU"
6.89482334113778,0.013583776553892,"species_Sphingomonas.sp..C8.2","GU"
1.65507167346489,0.493181625572886,"species_Sphingomonas.sp..LK11","GU"
0.839914904610554,0.831740618464791,"species_Sphingomonas.sp..PAMC26645","GU"
NA,NA,"species_Sporisorium.graminicola","GU"
NA,NA,"species_Staphylococcus.epidermidis","GU"
1.93749043838499,0.368458711008798,"species_Staphylococcus.nepalensis","GU"
2.0158862590521,0.339744458052175,"species_Stenotrophomonas.maltophilia","GU"
0.0540738070435875,0.0391384132214787,"species_Stenotrophomonas.sp..G4","GU"
0.967389555058598,0.960993496831891,"species_Streptococcus.equinus","GU"
2.02753546504679,0.356132606059145,"species_Streptococcus.porcinus","GU"
1.09239781616059,0.902041458537911,"species_Streptococcus.pyogenes","GU"
1.01531477949243,0.983077428297143,"species_Streptomonospora.sp..M2","GU"
1.12355735612515,0.913500129077352,"species_Streptomyces.albidoflavus","GU"
1.05269998395497,0.939121982646538,"species_Streptomyces.albus","GU"
0.321918595524329,0.183134344200834,"species_Streptomyces.cattleya","GU"
2.4982971002223,0.197646915084051,"species_Streptomyces.collinus","GU"
0.279204841684138,0.233774609712769,"species_Streptomyces.exfoliatus","GU"
0.510775267525178,0.372280764115367,"species_Streptomyces.ficellus","GU"
0.39266213157568,0.382536655669549,"species_Streptomyces.globisporus","GU"
27.5078507383371,0.00306764141123171,"species_Streptomyces.griseorubiginosus","GU"
NA,NA,"species_Streptomyces.griseoviridis","GU"
NA,NA,"species_Streptomyces.hygroscopicus","GU"
3.28657041334515e-09,0.998441955717296,"species_Streptomyces.lavendulae","GU"
249630017.90314,0.99877195017989,"species_Streptomyces.lividans","GU"
0.437752010831437,0.445930459254239,"species_Streptomyces.lunaelactis","GU"
1.22424246369678,0.784737531131173,"species_Streptomyces.peucetius","GU"
NA,NA,"species_Streptomyces.rimosus","GU"
0.422381443227744,0.303850582496397,"species_Streptomyces.roseochromogenus","GU"
2.28758950139049,0.316585145847563,"species_Streptomyces.sp..ADI95.16","GU"
0.222434092277191,0.158207942074021,"species_Streptomyces.sp..CdTB01","GU"
2.26891221948243,0.309492770917556,"species_Streptomyces.sp..CMB.StM0423","GU"
2.84287620701726,0.14136320564068,"species_Streptomyces.sp..GSSD.12","GU"
1.3795437052569,0.658736185404584,"species_Streptomyces.sp..GY16","GU"
0.908295709104624,0.896449088973488,"species_Streptomyces.sp..M2","GU"
NA,NA,"species_Streptomyces.sp..S063","GU"
1.1137006364045,0.884187942118179,"species_Streptomyces.sp..SAT1","GU"
0.654265033448695,0.606050233804944,"species_Streptomyces.sp..Sge12","GU"
1.48992431042684,0.562511819118891,"species_Streptomyces.sp..SUK.48","GU"
3.30553350199181,0.0954580971111982,"species_Streptomyces.sp..SYP.A7193","GU"
NA,NA,"species_Streptomyces.sp..TLI_053","GU"
0.596186278068501,0.523633720030937,"species_Streptomyces.sp..WAC00288","GU"
NA,NA,"species_Streptomyces.sp..Z022","GU"
NA,NA,"species_Streptomyces.sp..ZFG47","GU"
0.851142465052466,0.826742101831345,"species_Streptomyces.tsukubensis","GU"
1.33144369130967,0.725839475831338,"species_Streptomyces.venezuelae","GU"
1.01436943150668,0.98409933554042,"species_Streptomyces.xinghaiensis","GU"
NA,NA,"species_Sugiyamaella.lignohabitans","GU"
0.263204654875204,0.117462997367659,"species_Sulfitobacter.sp..SK012","GU"
250455054.764082,0.998680414016151,"species_Symbiobacterium.thermophilum","GU"
1.0106346254612,0.988211827399758,"species_Tateyamaria.omphalii","GU"
0.539716860511524,0.446040475847948,"species_Tenacibaculum.dicentrarchi","GU"
0.855594277264646,0.831147862721717,"species_Terasakiella.sp..SH.1","GU"
1.44334011924391,0.6194343685221,"species_Tetrapisispora.blattae","GU"
11.0379888454394,0.00536911786591105,"species_Tetrapisispora.phaffii","GU"
NA,NA,"species_Thalassiosira.pseudonana","GU"
3.81294371896606,0.21089902542671,"species_Theileria.annulata","GU"
0.636783528717819,0.504737489176534,"species_Theileria.equi","GU"
0.452246779485852,0.334255714081757,"species_Theileria.orientalis","GU"
72761894.3809234,0.998856015318955,"species_Theobroma.cacao","GU"
1.34183829083339,0.720376569198493,"species_Thermobifida.fusca","GU"
0.300994212393379,0.262729105135145,"species_Thermobispora.bispora","GU"
72761894.2248995,0.99885601531843,"species_Thermothelomyces.thermophilus","GU"
NA,NA,"species_Thermothielavioides.terrestris","GU"
NA,NA,"species_Thermus.sp..CCB_US3_UF1","GU"
0.951627730851013,0.96343570452986,"species_Thiohalobacter.thiocyanaticus","GU"
NA,NA,"species_Torulaspora.delbrueckii","GU"
72761894.1497426,0.998856015316598,"species_Toxoplasma.gondii","GU"
NA,NA,"species_Trypanosoma.brucei","GU"
NA,NA,"species_Tupaiid.betaherpesvirus.1","GU"
72761894.2248995,0.99885601531843,"species_Ustilago.maydis","GU"
0.489823791661712,0.384779464707269,"species_Verrucosispora.maris","GU"
0.63720757837741,0.540129922875282,"species_Vibrio.casei","GU"
1.22704240756121,0.779571271558159,"species_Vibrio.gazogenes","GU"
0.596482085958966,0.468219159415747,"species_Vibrio.parahaemolyticus","GU"
NA,NA,"species_Vibrio.tritonius","GU"
NA,NA,"species_Vigna.angularis","GU"
NA,NA,"species_Vigna.radiata","GU"
NA,NA,"species_Vigna.unguiculata","GU"
NA,NA,"species_Vitis.vinifera","GU"
1.92511507826073,0.423625472912222,"species_Xanthomonadaceae.bacterium.AQ6.296","GU"
0.902557857901462,0.888504506038017,"species_Xanthomonas.translucens","GU"
1.08900693094894,0.905118617817134,"species_Yarrowia.lipolytica","GU"
NA,NA,"species_Zea.mays","GU"
NA,NA,"species_Ziziphus.jujuba","GU"
1.23281897942658,0.756088473497156,"species_Zoogloeaceae.bacteirum.Par.f.2","GU"
285432250.214841,0.998609223551239,"species_Zygosaccharomyces.rouxii","GU"
2.23688895034488,0.327124125392726,"species_Zymoseptoria.tritici","GU"
0.243758671497483,0.199765311813848,"domain_Archaea","RCC"
NA,NA,"domain_Bacteria","RCC"
NA,NA,"domain_Eukaryota","RCC"
0.112925195945864,0.0478782765691228,"domain_Viruses","RCC"
76656200.4510545,0.998834370872108,"kingdom_Amoebozoa","RCC"
0.243758671497483,0.199765311813848,"kingdom_Archaea","RCC"
NA,NA,"kingdom_Chromista","RCC"
NA,NA,"kingdom_Eubacteria","RCC"
NA,NA,"kingdom_Eukaryota","RCC"
NA,NA,"kingdom_Fungi","RCC"
NA,NA,"kingdom_Proteoarchaeota","RCC"
0.371978330407378,0.255255265199639,"kingdom_Terrabacteria","RCC"
NA,NA,"kingdom_Viridiplantae","RCC"
NA,NA,"phylum_Actinobacteria","RCC"
NA,NA,"phylum_Apicomplexa","RCC"
NA,NA,"phylum_Ascomycota","RCC"
NA,NA,"phylum_Bacillariophyta","RCC"
0.112925195945864,0.0478782765691228,"phylum_Bacteroidetes","RCC"
0.40071541080973,0.405101244089214,"phylum_Balneolaeota","RCC"
NA,NA,"phylum_Basidiomycota","RCC"
5.29967142360861,0.128097481748403,"phylum_Cercozoa","RCC"
1.56763840457953,0.628185687287679,"phylum_Chloroflexi","RCC"
NA,NA,"phylum_Chlorophyta","RCC"
NA,NA,"phylum_Crenarchaeota","RCC"
NA,NA,"phylum_Cryptophyta","RCC"
0.707145333325508,0.757546878622077,"phylum_Cyanobacteria","RCC"
0.60168174004361,0.643138130872828,"phylum_Deinococcus","RCC"
NA,NA,"phylum_Euglenozoa","RCC"
0.243758671497483,0.199765311813848,"phylum_Euryarchaeota","RCC"
76656200.4510545,0.998834370872108,"phylum_Evosea","RCC"
NA,NA,"phylum_Firmicutes","RCC"
NA,NA,"phylum_Fusobacteria","RCC"
3.58826534133828e-09,0.998836659692973,"phylum_Gemmatimonadetes","RCC"
3.94316499887955,0.116947323326989,"phylum_Microsporidia","RCC"
9.29776077614411e-10,0.999115664178829,"phylum_Planctomycetes","RCC"
0.128408686751469,0.0146730321572386,"phylum_Proteobacteria","RCC"
NA,NA,"phylum_Rhodophyta","RCC"
NA,NA,"phylum_Streptophyta","RCC"
0.371978330407378,0.255255265199639,"phylum_Tenericutes","RCC"
NA,NA,"class_Aconoidasida","RCC"
NA,NA,"class_Actinobacteria","RCC"
0.128408686751469,0.0146730321572386,"class_Alphaproteobacteria","RCC"
1.56763840457953,0.628185687287679,"class_Ardenticatenia","RCC"
1.04396561232993,0.969481134526569,"class_Bacillariophyceae","RCC"
NA,NA,"class_Bacilli","RCC"
NA,NA,"class_Bangiophyceae","RCC"
0.128408686751469,0.0146730321572386,"class_Betaproteobacteria","RCC"
NA,NA,"class_Bryopsida","RCC"
5.29967142360861,0.128097481748403,"class_Chlorarachniophyceae","RCC"
NA,NA,"class_Clostridia","RCC"
NA,NA,"class_Conoidasida","RCC"
NA,NA,"class_Coscinodiscophyceae","RCC"
0.112925195945864,0.0478782765691228,"class_Cytophagia","RCC"
0.60168174004361,0.643138130872828,"class_Deinococci","RCC"
0.128408686751469,0.0146730321572386,"class_Deltaproteobacteria","RCC"
NA,NA,"class_Dothideomycetes","RCC"
0.493203239231802,0.390438343074775,"class_Epsilonproteobacteria","RCC"
76656200.4510545,0.998834370872108,"class_Eumycetozoa","RCC"
NA,NA,"class_Eurotiomycetes","RCC"
0.112925195945864,0.0478782765691228,"class_Flavobacteriia","RCC"
NA,NA,"class_Fusobacteriia","RCC"
0.128408686751469,0.0146730321572386,"class_Gammaproteobacteria","RCC"
3.58826534133828e-09,0.998836659692973,"class_Gemmatimonadetes","RCC"
0.394361763226444,0.401031071260375,"class_Halobacteria","RCC"
NA,NA,"class_Leotiomycetes","RCC"
NA,NA,"class_Magnoliopsida","RCC"
4.0786820739279,0.19987467022145,"class_Malasseziomycetes","RCC"
NA,NA,"class_Mamiellophyceae","RCC"
0.489503895492728,0.515412354274828,"class_Methanomicrobia","RCC"
0.371978330407378,0.255255265199639,"class_Mollicutes","RCC"
1.71506951269886,0.6297145645094,"class_Negativicutes","RCC"
0.120732545810376,0.0155010296883483,"class_Oligoflexia","RCC"
NA,NA,"class_Saccharomycetes","RCC"
229319230.760623,0.999088928596377,"class_Schizosaccharomycetes","RCC"
NA,NA,"class_Sordariomycetes","RCC"
NA,NA,"class_Thermoprotei","RCC"
0.741266239919869,0.732963655343344,"class_Tissierellia","RCC"
76656199.6281346,0.998834370865938,"class_Tremellomycetes","RCC"
NA,NA,"class_Ustilaginomycetes","RCC"
1.71506951269886,0.6297145645094,"order_Acidaminococcales","RCC"
3.85059112721198,0.123716548612861,"order_Actinomycetales","RCC"
0.209617847131575,0.07202142113473,"order_Aeromonadales","RCC"
NA,NA,"order_Alteromonadales","RCC"
NA,NA,"order_Apiales","RCC"
1.56763840457953,0.628185687287679,"order_Ardenticatenales","RCC"
NA,NA,"order_Arecales","RCC"
NA,NA,"order_Asparagales","RCC"
NA,NA,"order_Asterales","RCC"
NA,NA,"order_Bacillales","RCC"
0.120732545810376,0.0155010296883483,"order_Bacteriovoracales","RCC"
NA,NA,"order_Bacteroidetes","RCC"
NA,NA,"order_Brassicales","RCC"
0.128408686751469,0.0146730321572386,"order_Burkholderiales","RCC"
0.493203239231802,0.390438343074775,"order_Campylobacterales","RCC"
NA,NA,"order_Capnodiales","RCC"
NA,NA,"order_Caryophyllales","RCC"
NA,NA,"order_Caulobacterales","RCC"
0.316224635773138,0.160960021610164,"order_Cellvibrionales","RCC"
0.316224635773138,0.160960021610165,"order_Chromatiales","RCC"
NA,NA,"order_Clostridiales","RCC"
0.522562233855943,0.478575025426728,"order_Corynebacteriales","RCC"
1.09774683343665,0.909166745706049,"order_Cryptomonadales","RCC"
26334543.5349255,0.999113094332245,"order_Cucurbitales","RCC"
NA,NA,"order_Cyanidiales","RCC"
0.112925195945864,0.0478782765691228,"order_Cytophagales","RCC"
0.60168174004361,0.643138130872828,"order_Deinococcales","RCC"
1.14851947032821,0.873361298095141,"order_Desulfovibrionales","RCC"
0.391327360367744,0.396467249090253,"order_Desulfuromonadales","RCC"
76656200.4510545,0.998834370872108,"order_Dictyosteliales","RCC"
0.316224635773138,0.160960021610165,"order_Enterobacterales","RCC"
NA,NA,"order_Eucoccidiorida","RCC"
NA,NA,"order_Eurotiales","RCC"
NA,NA,"order_Fabales","RCC"
NA,NA,"order_Fagales","RCC"
0.112925195945864,0.0478782765691228,"order_Flavobacteriales","RCC"
0.892109067142214,0.889145022394147,"order_Frankiales","RCC"
NA,NA,"order_Funariales","RCC"
NA,NA,"order_Fusobacteriales","RCC"
3.58826534133828e-09,0.998836659692973,"order_Gemmatimonadales","RCC"
26334543.5349255,0.999113094332245,"order_Gentianales","RCC"
308511393.703854,0.998657773202182,"order_Geodermatophilales","RCC"
NA,NA,"order_Glomerellales","RCC"
NA,NA,"order_Haemosporida","RCC"
NA,NA,"order_Helotiales","RCC"
0.14340024410128,0.0794226415265456,"order_Herpesvirales","RCC"
NA,NA,"order_Hypocreales","RCC"
NA,NA,"order_Kinetoplastida","RCC"
1.50937204041765,0.707399760640119,"order_Lactobacillales","RCC"
NA,NA,"order_Lamiales","RCC"
NA,NA,"order_Magnaporthales","RCC"
4.0786820739279,0.19987467022145,"order_Malasseziales","RCC"
NA,NA,"order_Malpighiales","RCC"
NA,NA,"order_Malvales","RCC"
NA,NA,"order_Mamiellales","RCC"
0.489503895492728,0.515412354274828,"order_Methanosarcinales","RCC"
NA,NA,"order_Methylococcales","RCC"
NA,NA,"order_Micrococcales","RCC"
229319231.639194,0.999088928598126,"order_Micromonosporales","RCC"
0.371978330407378,0.255255265199639,"order_Mycoplasmatales","RCC"
NA,NA,"order_Myrtales","RCC"
0.128408686751469,0.0146730321572386,"order_Myxococcales","RCC"
0.394361763226444,0.401031071260375,"order_Natrialbales","RCC"
1.04396561232993,0.969481134526569,"order_Naviculales","RCC"
0.912650837007781,0.916869731358775,"order_Neisseriales","RCC"
0.128408686751469,0.0146730321572386,"order_Nitrosomonadales","RCC"
NA,NA,"order_Nymphaeales","RCC"
0.583281398748883,0.539505407369562,"order_Oceanospirillales","RCC"
0.112925195945864,0.0478782765691228,"order_Ortervirales","RCC"
0.128408686751469,0.0146730321572386,"order_Pasteurellales","RCC"
232670823.767228,0.999082086339441,"order_Piroplasmida","RCC"
NA,NA,"order_Poales","RCC"
1.3671163792296,0.734893386029478,"order_Propionibacteriales","RCC"
0.128408686751469,0.0146730321572386,"order_Pseudomonadales","RCC"
26334543.5349255,0.999113094332245,"order_Pseudonocardiales","RCC"
NA,NA,"order_Pyrenomonadales","RCC"
NA,NA,"order_Ranunculales","RCC"
0.128408686751469,0.0146730321572386,"order_Rhizobiales","RCC"
0.128408686751469,0.0146730321572386,"order_Rhodobacterales","RCC"
NA,NA,"order_Rhodocyclales","RCC"
0.373900513624597,0.238829032775543,"order_Rhodospirillales","RCC"
NA,NA,"order_Rickettsiales","RCC"
NA,NA,"order_Rosales","RCC"
NA,NA,"order_Saccharomycetales","RCC"
NA,NA,"order_Sapindales","RCC"
229319230.760623,0.999088928596377,"order_Schizosaccharomycetales","RCC"
NA,NA,"order_Solanales","RCC"
NA,NA,"order_Sordariales","RCC"
0.128408686751469,0.0146730321572386,"order_Sphingomonadales","RCC"
NA,NA,"order_Streptomycetales","RCC"
1.99380156905109,0.426052666495348,"order_Streptosporangiales","RCC"
0.707145333325508,0.757546878622077,"order_Synechococcales","RCC"
NA,NA,"order_Thalassiosirales","RCC"
NA,NA,"order_Thermales","RCC"
0.511445235145233,0.542013273020869,"order_Thermoanaerobacterales","RCC"
NA,NA,"order_Thermoproteales","RCC"
0.468986226270331,0.360318631283709,"order_Thiotrichales","RCC"
0.741266239919869,0.732963655343344,"order_Tissierellales","RCC"
76656199.6281346,0.998834370865938,"order_Tremellales","RCC"
NA,NA,"order_Ustilaginales","RCC"
1.02734608083704,0.975552288928103,"order_Vibrionales","RCC"
261985723.680107,0.998897764969923,"order_Vitales","RCC"
0.128408686751469,0.0146730321572386,"order_Xanthomonadales","RCC"
NA,NA,"order_Zingiberales","RCC"
0.688767496241311,0.733897482430675,"family_Acetobacteraceae","RCC"
1.71506951269886,0.6297145645094,"family_Acidaminococcaceae","RCC"
3.85059112721198,0.123716548612861,"family_Actinomycetaceae","RCC"
0.209617847131575,0.07202142113473,"family_Aeromonadaceae","RCC"
0.552115940603993,0.469872312245669,"family_Alcaligenaceae","RCC"
NA,NA,"family_Alteromonadaceae","RCC"
0.345003691718317,0.193757284176184,"family_Anaeromyxobacteraceae","RCC"
NA,NA,"family_Apiaceae","RCC"
1.56763840457953,0.628185687287679,"family_Ardenticatenaceae","RCC"
NA,NA,"family_Arecaceae","RCC"
NA,NA,"family_Asparagaceae","RCC"
NA,NA,"family_Aspergillaceae","RCC"
NA,NA,"family_Asteraceae","RCC"
1287300788.3623,0.998997882232233,"family_Babesiidae","RCC"
NA,NA,"family_Bacillaceae","RCC"
NA,NA,"family_Bartonellaceae","RCC"
NA,NA,"family_Bathycoccaceae","RCC"
