"Var1","Taxa.Level","Taxa","r","pval","fdr"
"TILs","species","Scheffersomyces stipitis",0.067799939029243,0.138006283440808,0.185976520225282
"TILs","family","Cucurbitaceae",0.0674685021275185,0.139946837943865,0.188292097057465
"DDX58","species","Pseudomonas putida",0.0673116127884686,0.140872688270867,0.189445771492491
"DDX58","species","Staphylococcus epidermidis",0.0672797163412654,0.141061491532572,0.189672458480316
"DDX58","family","Peptostreptococcaceae",0.0663925822336014,0.146390712053095,0.196088909739469
"DDX58","family","Deinococcaceae",0.0659736931023465,0.14895983998003,0.199133206582187
"MB21D1","genus","Populus",0.0659198824647676,0.14929234268958,0.199516992648385
"MB21D1","genus","Sugiyamaella",0.0657349441005293,0.150439405963268,0.200859006385305
"MB21D1","class","Dothideomycetes",0.0656924180471824,0.150704114658278,0.20117995070717
"TILs","species","Theileria annulata",0.0656910926231836,0.15071237060791,0.201190352372511
"TILs","species","Theobroma cacao",0.0656172032084401,0.151173165077493,0.201745277697284
"MB21D1","order","Malpighiales",0.0653967682151398,0.152554215919802,0.203369696787229
"TILs","order","Arecales",0.065342948537103,0.152892851671637,0.203782023491218
"TILs","species","Elaeis guineensis",0.065342948537103,0.152892851671637,0.203782023491218
"MB21D1","species","Cucumis sativus",0.0653267749388962,0.152994727972608,0.203908119208568
"MB21D1","family","Sarcocystidae",0.065282364854658,0.153274728544538,0.204251284056187
"TILs","species","Camelina sativa",0.0651467671300657,0.154132061030681,0.205303020710014
"TILs","species","Naumovozyma castellii",0.0650754636411633,0.15458434067197,0.205821837440348
"MB21D1","species","Pelobacter propionicus",0.0642576559771285,0.159843806577503,0.212138944161373
"MB21D1","order","Haemosporida",0.0642414897634104,0.159949117303439,0.212228620349882
"TILs","family","Pedaliaceae",0.0640433552228959,0.16124406631479,0.21374872244204
"TILs","species","Halomonas hydrothermalis",0.0638905345472285,0.162248237243755,0.214952577085938
"DDX58","phylum","Deinococcus",0.0637962175712508,0.16287032894425,0.215717285235663
"TILs","genus","Amycolatopsis",0.0637485649224545,0.163185315265314,0.216081545879168
"TILs","family","Desulfuromonadaceae",0.0636283405519826,0.163982038761693,0.217034824269104
"MB21D1","family","Phaeodactylaceae",0.0631712319369998,0.167037968610109,0.220652018202052
"MB21D1","species","Besnoitia besnoiti",0.0631506472924317,0.167176581224102,0.220814372602087
"DDX58","genus","Staphylococcus",0.0631173280562025,0.167401128435571,0.221074096074678
"DDX58","order","Herpesvirales",0.0631117498578847,0.167438743462602,0.221119617042477
"DDX58","family","Cannabaceae",0.0630375999895833,0.167939353883816,0.221713747562688
"TILs","species","Brassica rapa",0.0629714121744076,0.168387155456012,0.222250999017897
"TILs","species","Streptomyces tsukubensis",0.0628528347953027,0.169191638016784,0.223214846823165
"DDX58","genus","Zymoseptoria",0.062822675082059,0.169396712844941,0.223465479786557
"DDX58","species","Clostridium sp. AWRP",0.0627225027372012,0.170079181140889,0.224246890203111
"TILs","species","Eremothecium cymbalariae",0.0626682376972766,0.170449742466699,0.224694376560508
"DDX58","family","Rhamnaceae",0.0625249652950523,0.171431008524269,0.225832278810249
"MB21D1","order","Funariales",0.0624111866804977,0.172213271511655,0.22672097170257
"MB21D1","species","Physcomitrella patens",0.0624111866804977,0.172213271511655,0.22672097170257
"DDX58","family","Pedaliaceae",0.0622190200478301,0.173540516286232,0.228299407941094
"MB21D1","species","Eremothecium sinecaudum",0.0613276180266816,0.179796963605874,0.235662236191958
"MB21D1","species","Anaeromyxobacter dehalogenans",0.061272260024644,0.180190943274902,0.236120468888974
"DDX58","phylum","Gemmatimonadetes",0.0611066346472778,0.181373507194753,0.237501110292837
"DDX58","family","Gemmatimonadaceae",0.0611066346472778,0.181373507194753,0.237501110292837
"TILs","family","Acidaminococcaceae",0.0610099073847208,0.182066789712742,0.238301281469834
"DDX58","family","Cucurbitaceae",0.0607208598106128,0.184150182029928,0.240723920694625
"MB21D1","species","Prunus persica",0.0605685203243638,0.18525526756173,0.242023350048294
"TILs","order","Naviculales",0.0605419334566667,0.185448631424696,0.242228132475719
"TILs","species","Phaeodactylum tricornutum",0.0605419334566667,0.185448631424696,0.242228132475719
"DDX58","genus","Streptococcus",0.0604698739521739,0.185973461720366,0.242835987484965
"DDX58","genus","Labrys",0.0603930256437802,0.186534375431493,0.24350037800799
"TILs","genus","Zea",0.0599087886666175,0.190097495509464,0.247666401733559
"DDX58","species","Streptomyces sp. CMB-StM0423",0.0598523945716463,0.190515682527122,0.248171558522536
"TILs","order","Apiales",0.059654881314589,0.191985653919919,0.249888995342415
"TILs","species","Daucus carota",0.059654881314589,0.191985653919919,0.249888995342415
"TILs","order","Geodermatophilales",0.0596539755229515,0.191992414275731,0.249896637786806
"TILs","genus","Laceyella",0.0596264920072939,0.192197619867584,0.250142888904124
"MB21D1","genus","Sesamum",0.0595557055369164,0.192726886953819,0.250737131482639
"MB21D1","order","Fagales",0.0594069418704074,0.193842664133327,0.252077945798283
"MB21D1","species","Quercus lobata",0.0594069418704074,0.193842664133327,0.252077945798283
"MB21D1","genus","Arachis",0.0593683132305262,0.194133163492566,0.252414274116166
"TILs","family","Micrococcaceae",0.059070102987258,0.196386524840734,0.254951517610682
"TILs","family","Halomonadaceae",0.0589796057292184,0.197074110724254,0.255665898466913
"TILs","genus","Clostridioides",0.0587236812339211,0.199028096768322,0.257960986801634
"MB21D1","genus","Guillardia",0.0586305379037802,0.199742738926564,0.258789414414286
"MB21D1","phylum","Cryptophyta",0.0584465078995054,0.201160197905573,0.260421888656665
"TILs","genus","Lupinus",0.0582774881835425,0.202468474211037,0.261938289934875
"DDX58","order","Brassicales",0.0580481035073937,0.204253868109355,0.263995199342468
"TILs","genus","Alloactinosynnema",0.0580098128865194,0.204553008180953,0.264304917683002
"DDX58","genus","Sorghum",0.0573429836237873,0.209813540350895,0.27041860391865
"DDX58","class","Leotiomycetes",0.0571930434488883,0.211009727056432,0.271815776090447
"DDX58","genus","Botrytis",0.0571930434488883,0.211009727056432,0.271815776090447
"MB21D1","family","Streptosporangiaceae",0.0570081839878283,0.212491248984328,0.273470508631293
"DDX58","genus","Pochonia",0.0568445215211181,0.213809129403785,0.274933053643774
"MB21D1","species","Amycolatopsis mediterranei",0.056454015790138,0.216977370487194,0.278542877274993
"MB21D1","family","Actinomycetaceae",0.0551048006600253,0.228182565868596,0.291230667522079
"MB21D1","family","Bradyrhizobiaceae",0.0548511033573754,0.230334605035157,0.293696690232306
"DDX58","family","Convolvulaceae",0.0547066176502502,0.231566644155037,0.295058235879377
"TILs","species","Cryptococcus neoformans",0.0545268957752357,0.233105645703958,0.296718000037818
"DDX58","species","Thermothelomyces thermophilus",0.0545095065982116,0.233254936177905,0.296891901414043
"TILs","genus","Paenibacillus",0.0543478386562551,0.234646131947896,0.298470025377582
"MB21D1","genus","Toxoplasma",0.0540969868678517,0.236816357648431,0.300933160979034
"TILs","species","Glycine max",0.0539398378918301,0.238183104817618,0.302465579236868
"MB21D1","genus","Lactobacillus",0.0538373651143939,0.239077309951219,0.303455153814779
"DDX58","species","Babesia microti",0.052971685735986,0.246725733155961,0.31196152275472
"DDX58","family","Trypanosomatidae",0.0529660501998707,0.246776077583283,0.312018472724796
"TILs","species","Ustilago maydis",0.0527650329475315,0.248576536033922,0.314011810670034
"TILs","species","Babesia bigemina",0.052690590660957,0.249245614125004,0.31473258000542
"DDX58","family","Funariaceae",0.0522249445527107,0.253459257363365,0.319341169833947
"TILs","species","Oryza sativa",0.0516526764439082,0.258705117813413,0.325165231998754
"DDX58","family","Vitaceae",0.0515285264798341,0.259853005048895,0.326454099978653
"MB21D1","family","Peptoniphilaceae",0.051473031910947,0.260367241377502,0.327014275154989
"TILs","family","Oleaceae",0.0514620845647682,0.260468766992416,0.327134865216502
"DDX58","family","Hymenobacteraceae",0.0512813076234956,0.262149240102523,0.328972093499505
"DDX58","species","Streptomyces xinghaiensis",0.0511793620158108,0.263100195434641,0.330021866778708
"MB21D1","family","Chaetomiaceae",0.0509799985514275,0.26496672373535,0.332026174041348
"DDX58","species","Leishmania panamensis",0.0504744362428618,0.269740726853407,0.33722538324198
"DDX58","order","Cyanidiales",0.0504092751319423,0.270360293031204,0.337894033591747
"DDX58","species","Cyanidioschyzon merolae",0.0504092751319423,0.270360293031204,0.337894033591747
"MB21D1","species","Vibrio tritonius",0.0503837018016847,0.270603715444501,0.33818698646063
"TILs","genus","Minicystis",0.0503549647657208,0.27087743057129,0.338482421809788
"MB21D1","genus","Neurospora",0.0502737675385244,0.271651841594443,0.339345292363304
"DDX58","genus","Cryptosporidium",0.0502718672960993,0.271669983061287,0.339361923514046
"MB21D1","species","Babesia microti",0.0485057541985719,0.288889271945273,0.357884090608246
"DDX58","genus","Oceanisphaera",0.048269948464922,0.291242625448159,0.360440575404488
"DDX58","order","Arecales",0.0482617112053438,0.291325065336334,0.360537841736921
"DDX58","species","Elaeis guineensis",0.0482617112053438,0.291325065336334,0.360537841736921
"MB21D1","family","Geodermatophilaceae",0.0481722672036634,0.292221242922349,0.361514063554678
"TILs","species","Microbacterium sp. L-031",0.048143894836897,0.292505903021789,0.361840749984035
"DDX58","family","Streptosporangiaceae",0.0479804361315071,0.294149499687803,0.363645151428651
"DDX58","species","Tenacibaculum dicentrarchi",0.047160630735727,0.302485720336657,0.372363568358597
"TILs","order","Caryophyllales",0.0471356767807064,0.302741898383544,0.372638139003177
"TILs","species","Beta vulgaris",0.0471356767807064,0.302741898383544,0.372638139003177
"MB21D1","family","Moraxellaceae",0.0468754080469389,0.305422396556166,0.375566748279982
"MB21D1","genus","Nymphaea",0.0466901983081524,0.307339393174239,0.377601980720022
"MB21D1","order","Asparagales",0.0466793475666127,0.307451948507484,0.377722111973829
"MB21D1","species","Asparagus officinalis",0.0466793475666127,0.307451948507484,0.377722111973829
"TILs","phylum","Evosea",0.0460650694453063,0.313868249374017,0.384513649162862
"TILs","family","Dictyosteliaceae",0.0460650694453063,0.313868249374017,0.384513649162862
"MB21D1","species","Leuconostoc citreum",0.0459846645618461,0.314714553308271,0.385431202751652
"MB21D1","order","Desulfuromonadales",0.0459561938033602,0.3150145812532,0.385764200793801
"TILs","genus","Gossypium",0.0456040390800307,0.318741113000954,0.389795444079435
"MB21D1","genus","Theobroma",0.0455373910820542,0.319449612856463,0.390551468725364
"MB21D1","family","Paenibacillaceae",0.04546811901307,0.320187095647777,0.391336535944147
"TILs","family","Streptosporangiaceae",0.045435751196039,0.320532069282567,0.391707084875576
"TILs","species","Cajanus cajan",0.0452348548699379,0.322678620281369,0.394045978889217
"DDX58","genus","Cnuibacter",0.0451709599368493,0.323363283779796,0.3947886211208
"TILs","order","Malvales",0.0446986532059601,0.328453517737732,0.400143130551729
"DDX58","order","Myrtales",0.0446810034366778,0.328644734831826,0.400349195947222
"DDX58","species","Punica granatum",0.0446810034366778,0.328644734831826,0.400349195947222
"DDX58","species","Eremothecium cymbalariae",0.0446328992988786,0.329166258885161,0.400927184107807
"MB21D1","order","Malasseziales",0.0445878303224782,0.329655361864881,0.401338623828684
"MB21D1","species","Malassezia restricta",0.0445878303224782,0.329655361864881,0.401338623828684
"TILs","species","Sorghum bicolor",0.0443168276329416,0.332606257834256,0.404535317789216
"MB21D1","order","Lamiales",0.0442476963875711,0.333361728508067,0.405356847243389
"TILs","kingdom","Archaea",0.044199987229618,0.333883740487614,0.405935494301547
"MB21D1","family","Poaceae",0.0441275786787269,0.334677005572456,0.406771466489921
"DDX58","order","Rosales",0.0441162939075256,0.334800743790588,0.406895475973938
"MB21D1","family","Chenopodiaceae",0.0440367591666186,0.33567368047592,0.407802149074306
"MB21D1","family","Nitrosomonadaceae",0.0439942803999586,0.336140505733656,0.408315473772996
"MB21D1","genus","Bathycoccus",0.0439453892717322,0.336678315625936,0.408881319192995
"MB21D1","genus","Bradyrhizobium",0.0439316887013376,0.33682912290136,0.409020300339298
"MB21D1","genus","Bigelowiella",0.0437827183871913,0.338471689118739,0.410784929772531
"MB21D1","species","Plasmodium chabaudi",0.0437202051170777,0.339162492986904,0.411483723450476
"MB21D1","species","Streptomyces cattleya",0.043683289811968,0.339570849279969,0.411896907984454
"TILs","phylum","Deinococcus",0.0433819636707889,0.342915858700588,0.415336198327087
"DDX58","family","Babesiidae",0.0433547319910795,0.343219187349951,0.415672251154387
"DDX58","genus","Faecalibacterium",0.0433482158080004,0.343291795239647,0.415745860093275
"TILs","species","Plasmodium knowlesi",0.0432948918361256,0.343886335917863,0.416381589402555
"MB21D1","family","Cryptococcaceae",0.0431846130570564,0.34511797734139,0.417613004582148
"MB21D1","genus","Blastococcus",0.0431008175243161,0.346055714749387,0.418544174773514
"MB21D1","order","Mycoplasmatales",0.0429590489269367,0.347645896700813,0.4202261301268
"TILs","genus","Eremothecium",0.0426015672750724,0.351676207606193,0.424241446511052
"TILs","species","Herbaspirillum seropedicae",0.0423197257352616,0.35487445021345,0.427605295207312
"MB21D1","species","Glycine max",0.0421322893191906,0.357011516538938,0.429662931507902
"TILs","order","Deinococcales",0.042088208840916,0.357515273725686,0.430202251603643
"TILs","species","Deinococcus gobiensis",0.042088208840916,0.357515273725686,0.430202251603643
"TILs","genus","Setaria",0.0420392449620007,0.358075361704254,0.430828010610743
"MB21D1","kingdom","Amoebozoa",0.0419526264890262,0.359067520081036,0.431783397879878
"MB21D1","order","Dictyosteliales",0.0419526264890262,0.359067520081036,0.431783397879878
"MB21D1","species","Dictyostelium discoideum",0.0419526264890262,0.359067520081036,0.431783397879878
"TILs","species","Haemophilus influenzae",0.0418959745449698,0.359717362079593,0.432463113441936
"TILs","order","Methanosarcinales",0.0418771877973519,0.359933023219266,0.432690010447117
"TILs","species","Methanothrix soehngenii",0.0418771877973519,0.359933023219266,0.432690010447117
"DDX58","species","Zea mays",0.041867043693766,0.360049505381729,0.432823561370188
"MB21D1","species","Brachypodium distachyon",0.0418030243186819,0.360785167805368,0.433588346929949
"DDX58","species","Vigna angularis",0.0417282627094736,0.361645460914127,0.43452751646505
"MB21D1","family","Desulfuromonadaceae",0.0416740001245699,0.362270670778797,0.435173652975255
"DDX58","species","Drosophila innubila nudivirus",0.0414657614439831,0.364676242604338,0.437588030890539
"MB21D1","family","Oleaceae",0.0414247143386233,0.365151589743396,0.438068170290794
"MB21D1","genus","Brevibacillus",0.0413609815099068,0.365890413564458,0.438793513910587
"DDX58","species","Novosphingobium aromaticivorans",0.0413496351884417,0.366022043422348,0.438935457248882
"MB21D1","kingdom","Viridiplantae",0.0412310817321256,0.367399155554658,0.44032584850937
"DDX58","species","Rosa chinensis",0.0410123352328284,0.369948539164847,0.442662364224471
"MB21D1","genus","Marinobacter",0.0405175407844614,0.375755425145627,0.448398863869033
"DDX58","genus","Sugiyamaella",0.0404677565585411,0.3763427811424,0.448992103652562
"TILs","genus","Sinomonas",0.0402902832017368,0.378441209475411,0.451150078172723
"TILs","family","Hemiselmidaceae",0.0397622255653954,0.384727266557464,0.457407498452906
"MB21D1","genus","Cronobacter",0.0396456267668183,0.386123802685021,0.458762326854333
"MB21D1","species","Cryptococcus gattii VGI",0.0394074618353732,0.388985941913147,0.461554374955995
"MB21D1","class","Magnoliopsida",0.0391299441403826,0.39233719176614,0.464982152511964
"TILs","family","Kofleriaceae",0.0389413214847355,0.394624893348242,0.467124613783943
"MB21D1","species","Plasmodium gaboni",0.0387057849552995,0.397492853274703,0.470153286712416
"MB21D1","family","Symbiobacteriaceae",0.0384114908539633,0.401093813731728,0.473826467138985
"MB21D1","species","Modestobacter marinus",0.0382176093665202,0.403476767381908,0.476082901632471
"MB21D1","order","Vitales",0.03820423579725,0.403641449923044,0.476231801985719
"MB21D1","species","Vitis vinifera",0.03820423579725,0.403641449923044,0.476231801985719
"TILs","species","Brevibacillus laterosporus",0.0378248774633914,0.408329571347734,0.480856031446072
"DDX58","species","Arachis hypogaea",0.0377559147392133,0.409185274068009,0.481741650894538
"DDX58","species","Plasmodium relictum",0.0377468457587271,0.409297882798225,0.481867492154095
"MB21D1","genus","Frankia",0.0376181357593793,0.410898043986385,0.483424570074938
"MB21D1","species","Bartonella ancashensis",0.0372936198447365,0.414948926570057,0.487551463204859
"MB21D1","species","Arachis duranensis",0.0370930429385544,0.417464421087966,0.489520052695291
"MB21D1","phylum","Actinobacteria",0.036890568101424,0.420012781887815,0.491916397586872
"DDX58","class","Cytophagia",0.0365972638775697,0.423720441775544,0.49542196305948
"DDX58","genus","Rhodopseudomonas",0.0365768429670612,0.423979291377293,0.495691633737566
"MB21D1","genus","Klebsiella",0.0365606404975358,0.424184734809919,0.495881307716551
"TILs","genus","Intrasporangium",0.0365512765967524,0.424303493282225,0.495969616748727
"DDX58","family","Cellulomonadaceae",0.0365015730870328,0.424934186618451,0.496611864822719
"MB21D1","family","Papaveraceae",0.0363220977521604,0.427216109214174,0.498826698949979
"MB21D1","phylum","Bacillariophyta",0.0360623309997005,0.430531463207737,0.501798588305925
"TILs","species","Pelobacter carbinolicus",0.035637166377262,0.435989752202859,0.506975101751125
"TILs","genus","Ralstonia",0.0355728665116882,0.436818686096116,0.507782545178801
"DDX58","species","Streptomonospora sp. M2",0.0355422496515086,0.437213706944383,0.508182910312
"TILs","family","Thermomonosporaceae",0.0355145365320398,0.437571440224321,0.508530811625362
"MB21D1","species","Tetrapisispora phaffii",0.0349194303616294,0.445293748441953,0.516193871198643
"TILs","species","Lysobacter enzymogenes",0.0344291261151413,0.451713881859746,0.52218971438863
"TILs","genus","Lysobacter",0.0341505249735376,0.455385061457821,0.525532366197816
"MB21D1","species","Plasmodium knowlesi",0.0339494037624288,0.458045645931943,0.528129143005465
"TILs","family","Hymenobacteraceae",0.0338572092971852,0.459268164417362,0.529427197630392
"TILs","species","Zygosaccharomyces rouxii",0.0337487990377395,0.460708035811643,0.530686288110682
"MB21D1","genus","Streptomyces",0.0337025117296516,0.461323575110477,0.531222403318756
"TILs","species","Microlunatus sp. KUDC0627",0.0334137149019438,0.465174388381538,0.534920582030204
"DDX58","domain","Archaea",0.0333432599042333,0.466116530314633,0.535756380339606
"TILs","species","Streptomyces peucetius",0.033067373679277,0.469815896963659,0.539224800518371
"DDX58","genus","Neospora",0.032897334976036,0.47210398305669,0.541213262877536
"DDX58","genus","Candidatus",0.0327172767172723,0.47453355214634,0.543629283183222
"DDX58","genus","Acetobacter",0.0321196241045963,0.482646674527058,0.550934178768651
"MB21D1","order","Gentianales",0.0320799811742005,0.48318747079388,0.551470890013685
"TILs","genus","Ogataea",0.0318797211947817,0.485924360113744,0.554070510298238
"MB21D1","family","Streptomycetaceae",0.0318381373183043,0.486493720081591,0.554600513332308
"MB21D1","genus","Camelina",0.0317800858510671,0.487289152570511,0.55541384669717
"MB21D1","genus","Azospirillum",0.0315571967175048,0.490349716061306,0.558154009905246
"DDX58","species","Laceyella sacchari",0.0313246379585834,0.493554008390334,0.560799590855348
"DDX58","species","Rhodococcus ruber",0.0312766383285417,0.4942167560099,0.561276938440226
"DDX58","order","Flavobacteriales",0.0312496404767383,0.494589733166948,0.561617724455683
"MB21D1","species","Lupinus angustifolius",0.0310261763288903,0.49768265658334,0.564563212409796
"MB21D1","family","Euphorbiaceae",0.0309260539002533,0.499071753750851,0.565870723172576
"MB21D1","order","Synechococcales",0.0308451618546577,0.500195546837287,0.566843194057818
"MB21D1","species","Chamaesiphon minutus",0.0308451618546577,0.500195546837287,0.566843194057818
"DDX58","order","Mamiellales",0.0305330565088299,0.504543983137842,0.571035676696285
"MB21D1","species","Hungatella hathewayi",0.0305166045982235,0.504773750907121,0.57126353112945
"MB21D1","species","Pelobacter carbinolicus",0.0302880000384326,0.507972128608564,0.574197930501663
"TILs","genus","Quercus",0.0294645376065,0.519580357826415,0.5851646240605
"DDX58","order","Saccharomycetales",0.0289875390084158,0.526366409792095,0.591445031458151
"DDX58","genus","Chryseobacterium",0.0289395605999941,0.527051467520962,0.592089379178687
"TILs","order","Saccharomycetales",0.0287930937200248,0.529145591020485,0.594136872473732
"DDX58","genus","Nocardia",0.0286988654818673,0.530495054862644,0.595331749748896
"DDX58","class","Dothideomycetes",0.0286490011253875,0.531209877642708,0.596011992447623
"TILs","species","Streptomyces xinghaiensis",0.0286346690699299,0.531415422669083,0.5962033558506
"MB21D1","species","Pasteurella multocida",0.0284863259520434,0.533545263195906,0.598231214040656
"MB21D1","family","Helicobacteraceae",0.0284268055285841,0.534401036636122,0.599060397487105
"DDX58","class","Eurotiomycetes",0.0284038776209966,0.534730873929537,0.599389661981898
"DDX58","genus","Aspergillus",0.0284038776209966,0.534730873929537,0.599389661981898
"DDX58","family","Musaceae",0.0282154010058475,0.537446143020583,0.601665509824966
"DDX58","genus","Cajanus",0.0279782648737268,0.540872201182461,0.604820302994954
"TILs","species","Anaerostipes rhamnosivorans",0.0279349467971271,0.541499218511954,0.605423248844485
"DDX58","family","Aeromonadaceae",0.0278509124168222,0.542716623914886,0.60658778365766
"DDX58","genus","Alpharetrovirus",0.0278342251573408,0.542958533808293,0.60681715564931
"TILs","species","Cercospora beticola",0.0276837841694709,0.545141843223689,0.60890387768272
"MB21D1","order","Bacteriovoracales",0.0271850123060024,0.552411318480388,0.615509507475704
"MB21D1","species","Halobacteriovorax sp. BALOs_7",0.0271850123060024,0.552411318480388,0.615509507475704
"TILs","genus","Geobacter",0.0269792255258466,0.555424368063361,0.618402859239202
"DDX58","species","Chromobacterium sp. 257-1",0.0269146430546396,0.556371606205601,0.619304228568026
"MB21D1","species","Agrococcus jejuensis",0.0268743320246598,0.556963250272838,0.619837646427935
"DDX58","genus","Olea",0.0265506801936716,0.561724524227865,0.624426775829351
"TILs","family","Asteraceae",0.0264864430835203,0.562671850374884,0.624992180227654
"DDX58","species","Cercospora beticola",0.0264647848814307,0.562991424322171,0.625075335537222
"TILs","species","Bordetella holmesii",0.026280372273789,0.565716023395272,0.627702681804549
"MB21D1","species","Sphingomonas sp. C8-2",0.0262094044595167,0.566766214985018,0.628737681439731
"DDX58","genus","Theileria",0.0258044949202044,0.572775878209659,0.634553216006883
"MB21D1","species","Oryza brachyantha",0.025780115461662,0.573138678089044,0.634911366299946
"DDX58","phylum","Bacteroidetes",0.0249594134263016,0.58541478070248,0.646390430611829
"TILs","family","Comamonadaceae",0.0246589945811091,0.589938700429202,0.650709631595023
"TILs","species","Streptomyces sp. ADI95-16",0.0245450613626936,0.591658577078032,0.652300878436493
"MB21D1","species","Zygosaccharomyces rouxii",0.0243177053635322,0.595097468734843,0.655606370302812
"TILs","species","Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1",0.0242132941817698,0.59667979047048,0.657146165940573
"DDX58","family","Nectriaceae",0.0241661213253015,0.597395307267517,0.657856886026662
"DDX58","order","Rickettsiales",0.0240199947511877,0.599614215612908,0.659923008309403
"DDX58","family","Intrasporangiaceae",0.0239260669920502,0.601042454538918,0.661291642584826
"DDX58","order","Asterales",0.023805441863897,0.602878888902981,0.663066933282895
"DDX58","kingdom","Eubacteria",0.023791769929557,0.603087193418903,0.663260796658868
"TILs","family","Mycosphaerellaceae",0.0237047138761037,0.604414329039119,0.664495279629488
"TILs","species","Xanthomonas translucens",0.023568745666786,0.60648972090946,0.666207024400139
"MB21D1","order","Thalassiosirales",0.0232793979140534,0.61091680158302,0.670307947680963
"MB21D1","species","Thalassiosira pseudonana",0.0232793979140534,0.61091680158302,0.670307947680963
"MB21D1","genus","Thermus",0.0230251959683946,0.614817886536355,0.673828344161947
"DDX58","species","Plasmodium malariae",0.0226700271032699,0.620286666636946,0.678813806718601
"DDX58","genus","Lelliottia",0.0226577732807852,0.620475723579867,0.678990391793759
"TILs","genus","Candidatus",0.0224695170638553,0.623383353010948,0.681547538396093
"MB21D1","genus","Encephalitozoon",0.0224065055180286,0.624357881963694,0.682443160244455
"TILs","genus","Neospora",0.0222093153721234,0.627411829784717,0.685247109930564
"TILs","order","Natrialbales",0.022120805359111,0.62878468897026,0.686561168270485
"TILs","species","Natronolimnobius sulfurireducens",0.022120805359111,0.62878468897026,0.686561168270485
"DDX58","genus","Cycloclasticus",0.022069592649708,0.629579623088372,0.68724232541189
"DDX58","genus","Thermus",0.0220404298652329,0.630032485076444,0.687671254555125
"TILs","species","Paracoccus pantotrophus",0.022029748357466,0.630198390384119,0.687813621332584
"MB21D1","species","Labilithrix luteola",0.0220139960167333,0.630443089856406,0.688047306495189
"TILs","order","Ortervirales",0.0218856775974489,0.632437912954905,0.690000759756027
"DDX58","species","Komagataeibacter medellinensis",0.0217933448287532,0.633874959679331,0.691363316858278
"TILs","genus","Gammaretrovirus",0.0216802868536829,0.635636444798757,0.693062811212879
"TILs","species","Streptomyces sp. SAT1",0.0214617046034328,0.639047863737801,0.696242434582509
"MB21D1","family","Phaffomycetaceae",0.0213176583550734,0.641300171817023,0.69834994658683
"TILs","order","Lactobacillales",0.0208219244340842,0.64907655195872,0.705642931226843
"MB21D1","order","Sapindales",0.020776674377927,0.64978829092167,0.706321110708578
"MB21D1","species","Citrus sinensis",0.020776674377927,0.64978829092167,0.706321110708578
"DDX58","genus","Actinomadura",0.0207503480419841,0.650202525033722,0.706734498186356
"DDX58","genus","Cellulosimicrobium",0.0205764722453688,0.652941090863005,0.709297120308844
"DDX58","family","Bromeliaceae",0.0201858432440235,0.659110529291008,0.714970069090449
"TILs","family","Plasmodiidae",0.0199290144488474,0.6631794492068,0.718650478725172
"MB21D1","genus","Candida",0.0197482410947964,0.66604938851406,0.721336503366738
"TILs","family","Geminigeraceae",0.0195847096029246,0.668649805329243,0.723720685665768
"DDX58","family","Microbacteriaceae",0.0194752857970679,0.670392039905304,0.725285329664948
"TILs","class","Mollicutes",0.0193371275619927,0.672594306685825,0.727338206457526
"TILs","genus","Mycoplasma",0.0193371275619927,0.672594306685825,0.727338206457526
"TILs","genus","Pimelobacter",0.0192954680536141,0.673258917501042,0.727947191373626
"DDX58","genus","Daucus",0.0191976744690732,0.674820056605314,0.729326419456244
"MB21D1","species","Agromyces flavus",0.0191614141410454,0.675399257655436,0.729838993355653
"TILs","genus","Modestobacter",0.0190705768060753,0.67685108036294,0.731150903578283
"MB21D1","species","Helianthus annuus",0.0187944609134588,0.681271484246187,0.735039013607469
"TILs","species","Kluyveromyces marxianus",0.0183874991539779,0.687806529946878,0.740945411953288
"MB21D1","genus","Ralstonia",0.0183098271364258,0.689056461646869,0.742047405893992
"TILs","phylum","Gemmatimonadetes",0.018281086195078,0.689519188086857,0.742460239619946
"TILs","family","Gemmatimonadaceae",0.018281086195078,0.689519188086857,0.742460239619946
"DDX58","genus","Toxoplasma",0.0182479720269703,0.690052466600851,0.742888109461452
"DDX58","species","Xanthomonas translucens",0.0181815369267033,0.691122815949439,0.743696061388748
"TILs","family","Thermaceae",0.0178577581625462,0.696348059645542,0.748231836045373
"TILs","species","Streptomonospora sp. M2",0.0173113056048325,0.705199440076586,0.756339405727677
"DDX58","genus","Haliangium",0.017141949770885,0.707950809292625,0.75871578800511
"DDX58","order","Ustilaginales",0.0171417020021799,0.707954837359887,0.75871578800511
"DDX58","species","Streptomyces collinus",0.0166859425377309,0.715377970190388,0.765203455985412
"TILs","species","Pseudomonas mendocina",0.0166609453306351,0.715785894240756,0.765564684495392
"DDX58","genus","Aeromonas",0.0163714472891464,0.720516017124567,0.769773119082388
"DDX58","genus","Scheffersomyces",0.0161231972544167,0.724580703702616,0.773297956062654
"TILs","species","Chromobacterium vaccinii",0.015916949363067,0.727963575419294,0.776363965849819
"DDX58","order","Desulfuromonadales",0.0158868188390908,0.72845821979828,0.776844548938945
"MB21D1","genus","Arabidopsis",0.0157592090963868,0.730554400905982,0.778722049570841
"MB21D1","order","Enterobacterales",0.0155354677047591,0.734234526438642,0.781822642694483
"TILs","species","Cryptosporidium parvum",0.0152122819063582,0.739561066506865,0.786672141946917
