"","Input Sample","B cells naive","B cells memory","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","TILs","cancer"
"105","SL243590",0.0471815708634014,0,0.0279178164621717,0,0.194375654527289,0.0520506512152553,0.0099162956001626,0,0,0,0.0291651055427442,0.0381512323860422,0.020732874563847,0.122222952343684,0.0117837188203894,0,0,0.113380897947407,0,0,0.666878770272394,"GI"
"106","SL243591",0.0116022168522931,0,0.0456800255080279,0,0.150134174140061,0.0157306847570372,0.0538287468189096,0,0,0.0200784829465255,0.0390018193945538,0.18308702805027,0.112587679665608,0.241466891198287,0.0118372672582427,0,0,0.14670146928763,0,0,1.03173648587745,"GI"
"107","SL243597",6e-04,0,0.108508585544311,0,0.0404286940093881,0,0.0697680457067332,0,0,0,0.0142021893862074,0.0629861927660291,0.0104020765765467,0.125268834687109,0.0110365278134629,0,0,0.0446675214154343,0,0,0.487868667905222,"THO"
"108","SL243598",0.0110056748120257,0,0.0122708685613866,0,0.0909745349373886,0,0,0,0,0.00430366949513162,0.00660560209471839,0.0118034344587237,0.01204335304225,0.11203669884476,0,0,0.029153164487057,0,0,0.00200298373369745,0.292199984467139,"SAR"
"109","SL243600",0,0,0.00210063475158475,0,0.0144201634541441,0,0.0235854255631973,0,0,0,0.020406370130639,0.0738869697694892,0.00587350092571517,0.308638574390327,0,0.008851358376966,0,0.136254879322869,0,0.0895991133027231,0.683616989987654,"THO"
"110","SL243602",0,0,0.0731648371703191,0,0.220804254253216,0,0,0,0,0,0.0413111422390529,0.271837293022238,0.0175666875398767,0.190150512527216,0,0,0,0.159850537806874,0,0,0.974685264558793,"GI"
"111","SL243606",0.0316933707481188,0,0.0497001653085938,0,0.167219902825596,0,0,0,0,0,0.0205911484541785,0.0200574342815537,5e-04,0.12067024557386,0,0,0,0.242257650557852,0,0.129276408628571,0.781966326378324,"GI"
"112","SL243607",0.014159168085351,0,0.0983481534288028,0,0.170606934058676,0.140060971387246,9e-04,0,0,0,0.0768045974108804,0.174246305290181,0.101856850860962,0.168668197613956,0,0.0387570691339225,0.0104928606343823,0.0485770514408482,0,0.00325791521462897,1.04673607455984,"THO"
"113","SL243608",0.0114883997361982,0,0.00503539063788763,0.00745697955083804,0.110185211950894,0,0,0,0,0,0.0275096657610644,0.167162503877959,0.00510479892603925,0.055835044284965,0,0.001,0,0.203594939134469,0,0,0.594372933860314,"GI"
"114","SL243609",0.114923474368323,0,0.0602105466610971,0,0.142871555916667,0.00110085417529944,0.0377952441689746,0.00806777281222466,0.0166200424964393,0,0.0564398730254227,0.528374051181684,0.11315550586863,0.24631109323209,0,0,0,0.2173809278941,0,0.00311043276866736,1.54636137456962,"GI"
"115","SL243610",0.00946840393997753,0,0.0398946115041868,0,0.109960244968996,0,0.0120705400048071,0,0,0.00183266729947177,0.016414704650526,0.162504491326045,0.0284614811864846,0.118433986514494,0.0019741881358751,0,0,0.118509053443312,0,5e-04,0.620024372974177,"GI"
"116","SL243612",0.0199929189088121,0,0.041234710724725,0,0.131074214897528,3e-04,0,0,0,0,0.0257664884197887,0.245884322222952,0.0420891322978121,0.170735872992781,5e-04,0,0,0.102325656532064,0,0.0341729266496393,0.814076243646103,"GI"
"117","SL243613",0.0928971444583656,0.242478462009807,0,0.0205536045553858,2e-04,0,0.0101249667469597,0,0.00457992241731564,0,0.0211754719422636,0.184218914738056,0.0205751569736592,0.200511309113487,0,0,0.015839577702761,0.00570699501739767,0,0,0.818861525675458,"SAR"
"118","SL243617",0.0042252866760436,0,0.0392400741112605,0,0.197276891891328,0,0,0,0,0,0.0405304302562,0.235780214413474,0.0187176984287104,0.204909942435966,0,0,0.0431459002249189,0.0219396581508814,0,0.00617426316845241,0.811940359757235,"SAR"
"119","SL243622",0.00728468527616761,0,0.0194471570985531,0.00408082572676933,0.0365936158843669,0.0220015797249563,0,0,0,0.0160144322587441,0.0169748404680923,0.0562555248046008,0,0.0574426108582724,0.00124644489204422,0,0,0,0,0,0.237341716992567,"GI"
"120","SL243624",0.00753083873229124,0,0.00367538089519301,0,0.0124965159461574,0,0.0022267435167268,0.0124372212922797,0,0.0042671648333039,0,0.0276000104180148,0,0,0,0,0,0.0195664996139999,0,0,0.0898003752479666,"GI"
"121","SL243625",0.020932973404771,0,0.0366584714966192,0,0.0623076866557252,0.0623684212958571,0,0,0,0,0.0220381935102911,0,0,0.179334858251254,0.00112705069204808,0,0,0.0370205815079533,0.00450605350204325,0,0.426294290316562,"GI"
"122","SL243630",0,0,4e-04,0,0.0132733895090567,0,0.033493390305583,0,0,0,0.0143025512039517,0.034092288256078,0.00109948463237413,0.0405038227913837,0,0,0,0.0317632866316715,0,0,0.168928213330099,"SAR"
"123","SL243633",0,0.00675408299488171,0,0,0.0770164910463051,0,0.011104680677785,0.0193815873490125,0,0.0022299963447503,0.0064910471749451,0.0231834743308478,0.00115497027264335,8e-04,8e-04,0,0.0126229465626978,0,0,0,0.161539276753869,"THO"
"124","SL243641",0.0205879315384922,0,0.142736658970996,0,0.0309636835864614,0.197637073892381,0,0,0,0,0.0503972361427417,0.128468623160323,0.0697583061275999,0.211011002188386,0.00114793788678819,0,0,0.0846698155767301,0,0,0.9373782690709,"THO"
"125","SL243664",0,0,0.00549464088658559,0.0152873625447606,0.0369489699926677,0,0,0,0,0,0.0262126763754997,0.0019895318801509,1e-04,0.118194752862065,0,0,0,0.00841132769466907,5e-04,0,0.213139262236399,"SAR"
"126","SL243727",0.0210456268441357,0,0.0780187773044361,0.0122200621670904,0.0953108511556261,0.0120684703301453,0,0,0,0.0104141973648513,0,0.0357360328923055,0.0124055355591406,0.157050999484091,0.0242339525293513,0,0,0.0164480720426025,0,0,0.474952577673776,"GI"
"127","SL250128",0.0250351611262804,0,0.0675955394220649,0,0.155179143678812,0,0,0,0,0,0.00996530137395725,0.030180137116893,0.0405362612806449,0.216119305341527,0,0,0,0.0753587199526852,0,0,0.619969569292865,"SAR"
"128","SL250134",0.010788326871034,0,0.0550915035055488,0,0.0241988373313716,0.0275617012673247,0,0,0,0,0.0342083757968198,0.0264867730935605,0.0346937792391809,0.0419815817820642,0.0135300438123488,0,0,0.175691160497784,0,0.0187937196819589,0.463025802878997,"GI"
"129","SL250135",0,0.0118057609930876,0.0987340203066271,0,0.0854528355974467,0.0894582342702151,0,0,0,0,0.0551205251186719,0.164999157758008,0.0201908467708971,0.157113864072396,0.00600618418518102,0,0,0.0176538093173638,0,0.010516212496415,0.71705145088631,"THO"
"130","SL250136",0.011809163351328,0,0.0173273963299109,0,0.0782458025295127,0.00521743365578042,0,0,0.0105810530659187,0,0.0138042833594788,0,0.00373834666144451,0.575894788515226,0,0,0.0199854906622788,0,0,0.00333244743576842,0.739936205566647,"SAR"
"131","SL250139",0.00269060499100229,0,0.00211087545543948,0.0275121040438987,0.0112702915572315,0,0,0,0,0.0113418618468128,0,0.063213154868197,0,0.0288525047915875,0.00889082717319097,0.0111110690830374,0,0.0695482457018662,0.00804207135487024,0,0.244583610867134,"GU"
"132","SL250140",0,0,0.00591609329532233,0,0.08390879921699,0,0,0,0.00185502717092612,0,0.0117886924499524,0.022042500541023,0.00322204549989184,0.0782520340426864,0,0.00248614551187108,0.0173977610857219,0.00420410557748668,0,2e-04,0.231273204391872,"SAR"
"133","SL250152",0.0491435739250257,0,0.0444204592960024,0,0.11118635875838,0,0.0188369219702115,0,0,0,0.0132757989602114,0.0306978700970267,0.0151157054462799,0.0416483856786078,0.0255004807915344,0,0,0.0362114839360479,0.00126379083208428,0.00869800423921597,0.395998833930628,"GI"
"134","SL250174",0.0283010412209711,0,0.132500548191774,0,0.0298150642521075,0.105580962135824,0.0130802948933356,0,0,0,0.0647871808951466,0.0851563536268288,0.0360959896661458,0.087165455511452,0.00610758586266884,0,0,0.0362180481342908,0.00298081338367212,0.00230313746021604,0.630092475234433,"GI"
"135","SL250175",0.0514082683116382,0,0.110078859944844,0,0.198621331413097,0.0969799386493518,0.0240414875544105,0,0,0,0.0586666687427045,0.147030624016517,0.0285659058769479,0.174204494115998,0.0124052077336175,0,0,0.042905112558083,0,0.00647926364974556,0.951387162566956,"THO"
"136","SL250185",0.0151551157104355,0,0.0340645097902598,0,0.0607927241821003,0,0,0,0,0.00745014464327357,0.00552710849193202,0,0,0.221088213109232,0,0,0,0.0258354022643087,0,0.0120988974372615,0.382012115628804,"SAR"
"137","SL250186",0.00328690741208714,0,0,0,0.0110277176595411,0,4e-04,0,0,0,0.0171750974040025,0.0232079935269096,0,0.0460152011771737,0,0,0,0.0145077699371434,0.00321135172113963,0.0367972090027955,0.155629247840793,"RCC"
"138","SL250192",0.00832578059039462,0,0.0574887303124591,0,0.119328508998411,0.0154368544294736,0.0423693236165104,0,0,0,0.0374047613045274,0.0704639565255598,0.0387811118441944,0.0896029333450428,0.00507906169653764,0,0,0.140092480495689,0,0.00963970092749735,0.634013204086296,"THO"
"139","SL250199",0,0,0.163068891579334,0,0.0580009644399127,0,0.00673810069963171,0,0,0,0.083151546438233,0,0.0976408353837975,0.342992175272705,0,0,0,0.0100688395082987,0,0.00826318310474862,0.769924536426662,"SAR"
"140","SL250200",0.00458399943369773,7e-04,0.100912534106034,0,0.00319376923761003,0,0.0143507226679078,0,0,0.00743792516480528,0.103516774937834,0.0152682092449871,0.0142730768664982,0.212313637754173,0.00360099577175994,0,0,0.0199224441546353,0,0,0.500074089339942,"RCC"
"141","SL252856",0.0297140927727104,0.0272441560270695,0.0383449188359053,0,0.266987843575131,0,0,0,0,0,0.0213557908777715,0.291042759377063,0.00704085899345492,0.277250742419295,0,0,0,0.256099850320199,0,0.0165606950525077,1.23164170825111,"GI"
"142","SL252868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GI"
"143","SL254381",0.0339776937442173,0,0.086826728222275,0,0.286927005816702,0.0191824096494712,0,0,0,0.00557400240579116,0,0.0101672953067294,0.0275502082289854,0.553712772436483,0,0,0,0.00835508491298709,0,0,1.03227320072364,"SAR"
"144","SL254385",0.0196496096458753,0,0.0311948328320487,0,0.0706963067669338,0.0158740942192886,0.0148065126237339,0,0,0,0.00684921166359617,0.0995433661041809,0.00978243191963991,0.194937195246173,0,0,0,0.0623574350741277,0,1e-04,0.525790996095597,"SAR"
"145","SL254387",0.0065912696487939,0,0.12808745843442,0,0.0407559085756913,0,0.0350537207128701,0,0,0,0.0653818703168481,0.148341605253745,0.00594957977551513,0.596212905924568,0.00124084920012432,0,0.0187731232740927,0,0.0164897516814329,0,1.0628780427981,"SAR"
"146","SL254406",0,0,0.0614936748458173,0.074462741049374,0,0,0.0151783679481777,0,0,0,0.0581163330106992,0,0.00169854861010603,0.166246167969694,0,0,0,0.101418400463488,0.0022023609349387,0,0.480816594832295,"THO"
"147","SL254412",0.00100763751393385,0,0.0931832314153948,0,0.260067391743082,0,0.0289306686400718,0,0,0.0459301871504333,0,0.144261716182994,0.0630307563167414,0.0923137594169146,0.0133894740629357,0,0,0.0458596607293227,0.00379953081893202,0,0.791774013990757,"THO"
"148","SL254418",0,0,0,0.0228575222968601,0,0,7e-04,0,0.00330441815167325,0,0.00199759840799047,0.0268075544909596,0,0,0,0,0,0,0.0067115353038538,0,0.0623786286513373,"SAR"
"149","SL255289",0.0168766228245343,0,0.139476108837865,0,0.263961386379761,0.010299546242326,0.118857693826333,0,0,0,0.0442373949356677,0.24906145076439,0.0131394836851962,0.30418228719995,0.0142251022529576,0,0,0.1234030032846,1e-04,0.0150962498970602,1.31291633013064,"SAR"
"150","SL255309",0.00613122678783356,0.180519019715245,0.149601569068191,0,0.471014900798499,0.0510759249316112,0.0425255354077852,0,0,0,0.0448587387934514,0.253701529068252,0.102307931001141,0.258602229674534,0.0194555714145309,0,0,0.104405388998656,0,0,1.68419956565973,"THO"
"151","SL255310",0,0.00679727537905522,0.0752330412844509,0,0.412569558585297,0.0383986001152989,0,0,0,0.0218412030089237,0,0.147104465095418,0,0.316844576803639,0.024288957301651,0.0936765214929718,0.0480581834042158,0,0,0,1.18481238247092,"THO"
"152","SL255312",0,0.0340816788173541,0.170367398260087,0,0.149192675553355,0.0421895098400732,0.0243560810125447,0,0,0,0.0673163122471541,0.0999405289633954,0.0278211257752416,0.238249568135876,0.136927412268629,0,0,0.0401718624161205,0.0105050058574626,0.0412543297345974,1.08237348888189,"THO"
"153","SL255344",0,0.113092692926944,0.00392059061382252,0.0389071448817405,0.0977321543025655,0.00662043318022509,0.0226690272045466,0,0.00834046409466151,0,0.00419155872613768,0.592299329430286,0.00595668656241708,0.442506969146902,0,0,0,0,0,2e-04,1.33643705107025,"THO"
"154","SL256533",0,0,0,0.00700001762015757,0.0240893984866819,0,0.00502766351551631,0,0,0,0.0104098688921357,0.18893446906075,0.00104735796628822,0.117413086221066,0,0,0.0216667618978423,0,0,0,0.375588623660439,"SAR"
"155","SL257901",0,0.135959582573912,0.289301516215666,0,0.42594665186982,0.00519741169207787,0,0,0,0,0,0.0045554729772335,0.0111631303600782,0.249990217069148,0,0,0,0.0566383465904267,0,0,1.17875232934836,"THO"
"156","SL271872",5e-04,0,0.109657166342962,0,0,0.062570962263668,0.0127481859962226,0,0.0185197508124496,0,0.0307268331120168,0.00110151097133976,0.0509310929342813,0.14288592547729,0.012502758006899,0,0,0.109133976938322,0.00101539225530518,0.00211832750325028,0.554411882614007,"SAR"
"157","SL271873",5e-04,0,0.00756337097109397,0.00153017592199626,0.063229975262652,0.00113668957382212,0,0,0,0,0.0034198088940789,0,0.001,0.257062808716621,0,0,0.0115046499737495,3e-04,0,0.00116135503176488,0.348408834345779,"SAR"
"158","SL271874",0,0.0806579531819266,0.00248105491560126,0,0.00432073132572226,0,0.0350439895800336,0,0,0,0.0150878836936717,0,0.00255221940647365,0.00989452699132713,0.0089462693484032,0.00372823822704673,0,0.677445094152315,0,0.334387572022503,1.17454553284502,"GI"
"159","SL271881",0,0,0.0203361974525726,0,0.0576449648667061,0,0,0,0,0,0.0386100283546913,0.1548521336293,0.00151681164114893,0.335941048459505,0,0,0,0.0152106534822856,0.00221879715064393,0.0213537575415715,0.647684392578425,"SAR"
"160","SL271882",0.00645810744099266,0,0.0196383197644249,0,0.272143903831836,0.0152212236860321,0.0428996701275169,0,0,0.0341237718276469,0,0.301790663470035,0.0194679429587238,0.103419807855398,0,0.0242947595672684,0.033751359614401,0,0.00228263100829446,0.0296469670538062,0.905139128206376,"THO"
"161","SL271887",0.010730268823221,0,0.0237803579088167,0.0169377587149194,0.063382170485759,0.0106260112770259,0.0133298601496384,0,0,0,0.0385066193637051,0.0689035761147809,0.0566910355486286,0.0809175704703236,0.0501739196393716,0,0,0.133321305124407,0.0893989721430539,0.00771496801065072,0.664414393774302,"THO"
"162","SL271890",0.0325552323195118,0,0.140056888791038,0,0.184089345796418,0.167607316107335,0,0,0,0,0.0864260217668636,0.143365371692939,0.111406173872001,0.160457315787217,0.0670159943857515,0,0,0.0640224936100779,0.00340737627551478,0.00271640402260785,1.16312593442728,"GU"
"163","SL271895",0.0149444934623961,0,0,0,0.0765136499887129,0,0.0173691289246292,0.013648160137848,0.00442971719281552,0,0.0159708740373225,0.277373923263256,0.0133408557462952,0.263164567707744,0.00285808890815577,0,0,0.050699431011431,0,0.00297373428878891,0.753286624669395,"SAR"
"164","SL271897",0,0,0.171819912961316,0,0.0897422574139782,0.116311378561237,0,0,0,0,0.0415643151882576,0.158094616616251,0.0433950533426317,0.327015818381152,0.0193564904132337,0.0453471169711472,0,0.052140273373733,0,0.0197061148288359,1.08449334805177,"THO"
"165","SL271899",0.0287722914260235,0,0.0366703837824267,0,0.0998575146246704,0,0,0,0,0,0.0455554133386147,0,0.00416057862339357,0.162593099981419,0.0117612589520522,0,0,0.0500612997388425,0,0,0.439431840467443,"SAR"
"166","SL271904",0.0798371593218066,0,0.086314257850081,0,0.276581525330193,0.0526812052274332,0,0,0,0,0,0.0417193105354112,0.079358186315712,0.11484176206555,0.0190808522559773,0,0,0.0814369440812195,0,0.00908150116182582,0.84093270414521,"THO"
"167","SL271909",0.0730094832398251,0,0.0133594298130751,0,0.270678924154283,0.00330785941721486,0,0,0,0,0.011923848633387,0.191846283054016,0.0284493175640579,0.191258522459825,0,4e-04,0,0.0124951157954266,0,0,0.79672878413111,"SAR"
"168","SL271910",0.0413890092528647,0,0,0,0.0488819504877857,0,0.0288266352446397,0.0155398264470941,0.0180991001213635,0,0.00971538479859489,0.254270879848903,0.032902633668416,0.0725752428529225,0,0,0,0.0762171845257254,0,0,0.598417847248309,"SAR"
"169","SL271911",0.043436553005716,0.367000899780202,0.0471629092735092,0.102295370149872,0.450597376963736,0.219237365161386,0,0,0,0.0622083881338503,0,0.177974576902881,0.111332256975166,0.199988192563048,0,0,0,0.0606205300072914,0,0,1.84185441891666,"GU"
"170","SL271923",0,0.00138824306817861,0.0404490236554431,0,0.0239214765222517,0.0010576262275574,0,0,0,0,0.0319076424681544,0.193832470537207,0.0128608731266456,0.255370811069342,0.019855065221251,0,0,0.0732055713968953,0,0,0.653848803292926,"SAR"
"171","SL271934",0.00876424176576095,0,0.0689502763033312,0,0.0658401629515725,0,8e-04,0,0,0,0.048761413920541,0,0.0500075392769515,0.375236672680428,0,0,0.0722358944642265,0.0201118504309238,0,0.00252083769714969,0.713228889490886,"SAR"
"172","SL310653",0.00462276370772169,0.189220519682834,0.373686357238317,0.0844878989417157,0.474985462774749,0.168345302921046,0,0,0.116902295217636,0,0,0.135321465363473,0.0380084666450531,0.269308388528063,0.0299001982078591,0,0.0138791455860967,0,0.0104892081701339,0,1.9091574729847,"THO"
"173","SL310654",0.0211846657276079,0,0.0247577089060081,0,0.00710583770573555,0,0.0434336518872046,0,0,0,0.0162148695110717,0.292519400891936,0.0103485816088831,0.0940089052426581,0,0.00571593614133405,0,0.0591248809095866,0,0.00715483724829731,0.581569275780323,"THO"
"174","SL310669",0.164926126244906,0.116542353694519,0.188776162457719,0,0.293494567248225,0.0985706494887633,0.0437774447662112,0,0,0,0.116078802129275,0.113738039594541,0.233264476584052,0.21598284421762,0,0,0,0.0548477801577512,0.0111886262307134,0.0261758363199463,1.67736370913424,"THO"
"175","SL310683",0.0453999650947801,0,0.0300797769692062,0,0.281487357832907,0,0.0189231290978352,0,0.00738025579487414,0,0.115337226223423,0,0.0394123400400867,0.150989683035269,0,0,0.0557524647710981,0.0171407449473116,0,0.00931428239169384,0.771217226198485,"SAR"
"176","SL310686",0.043759948481101,0,0.0577758734544989,0.120932019126433,0.149775366202241,0.0871539636112274,0,0,0,0.0377245388228708,0.0193969969817716,0,0.00925944689800372,1.00036053501801,0,0.00902173927976361,0,0.191740025918872,0.0698021259695757,0,1.79670257976437,"SAR"
"177","SL310687",0,0.00358655686607606,0.132042650511922,0,0.187584475989772,0.0281959278818481,0,0,0,0.0145720177557579,0.0348076691421502,0.118289375330621,0.0199450210258089,0.23698339944809,0,0.0298052723703366,0,0.142441400591098,0.0121337554051372,0.070560448313107,1.03094797063172,"THO"
"178","SL310688",0,0.242284838502239,0.429543319908775,0,0.261680239736281,0.0800867855091509,0,0,0.0286695262061385,0,0.0607616281705633,0.0410575851933164,0.0867394107104748,0.266618653695296,0,0,0.0605430024694067,0,0,0,1.55798499010164,"THO"
"179","SL310692",0,0.00167933473592362,0.00265572647736928,0.00543173142246826,0.0205462075489336,0.0216708433098988,0,0,0,0.0147383758122626,0,0.207550435923414,0,0.159631842201868,0,0,0,0.0352285371066367,0,0.00970342405754411,0.478836458596319,"SAR"
"180","SL310743",0.00657743333201482,0,0.0082364034643033,0,0.034866482034775,0,0,0,0,0,0.0291839874778934,0,0.00338810253122353,0.0695114317471354,0.0158085929853648,0,0,0.0352833998580981,3e-04,0,0.203155833430808,"SAR"
"181","SL310748",0.0338685986682919,0,0.00827964574608668,0,0.0181461688580931,0,0.00260620936610181,0.00524672841890682,0,0.00123236124352534,0,0,9e-04,0.0856224421396816,0,0,0.00837636772151469,0,0,3e-04,0.164578522162202,"SAR"
"182","SL310764",0.0200479549156461,0,0.0236137011888404,0,0.117947155832592,0,0.00983532957063637,0,0,0,0,0.0869443485534169,0,0.100918194142358,0.0537505890162427,0.0258550890314909,0,0.33574554301081,0,0.0674654670849944,0.842123372347028,"CUT"
"183","SL316680",0,0.241025243839176,0.380107558715242,0,0.324462398010757,0.0449463832576256,0,0,0.027903107875017,0,0.0574174349102882,0.119581527995063,0.0617594600155136,0.36196387036375,0.156225086330398,0,0.130858785568244,0.00466120658667333,0,0,1.91091206346775,"THO"
"184","SL316700",0.00956282565695195,0,0.0226182066180998,0,0.10854462573114,0.0227181358356471,0.00186988761146146,0,0,0,0.0238171892242885,0.0407120773111862,0.0397870824449943,0.038685503531256,0,0.00122460133429737,0,0.143948060767288,0,0.00410923014144874,0.457597426208059,"GI"
"185","SL330194",0.0186105649418481,0,0.0894313082305124,0,0.40914607622012,0.02387029031582,2e-04,0,0,0,0.111729167151523,0.0285313363208287,0.193711125729916,0.384656904858046,0.0258722130524162,0,0.0378790597005999,0.0207552224924809,0,0,1.34439326901411,"SAR"
"186","SL330198",0.0533448585787967,0,0.161294002445737,0,0.370502909565673,0,0.0241526989824138,0,0,0.00314663796468863,0,0,0.0717013360507096,0.226129415243985,0.0196196690306697,7e-04,0,0.237085194065482,0.00602599865068379,0,1.17370272057884,"GI"
"187","SL330199",0.0183960854401974,0,0.0465392156912931,0,0.0552675847977938,0.0689874977126641,0.00791472687204928,0,0,0,0.0487110836349005,0.0893501033899435,0.0791122362762525,0.0351525267672981,0.00240124193965313,0,0,0.209620560018471,0,6e-04,0.662052862540516,"GI"
"188","SL330200",0.0368398193794425,0.106917228989797,0.217795900983375,0,0.285821860659317,0.0410119909877454,0.0645223018986745,0,0,0,0.0864974465266878,0.226102920214606,0.113006258354424,0.125612019822077,0.0525630809703797,0,0,0.0938526771363273,0,0.0128577436004158,1.46340124952327,"THO"
"189","SL330201",0,0.081684686327197,0.0283002611695759,0,0.414624821526304,0,0.0364481467825534,0,0,0,0.0546264103091626,0.0251521016830132,0.0721591777480058,0.238962136850434,0.0722451523074558,0,6e-04,0.110213162342414,0.0584928034478998,0.0193166718731941,1.21282553236721,"THO"
"190","SL330224",0.0528703991084946,0,0.0286168392638755,0.0154437484276525,0.0503195235973312,0.0720267100223125,0,0,0,0.010221299000213,0,0.147963556669421,0.0304362445815631,0.143220837940512,0,0,0,0.254588623639058,0,0,0.805707782250434,"THO"
"191","SL330225",0.0375871514217277,0.198136774640048,0.0967826018657057,0,0.321961958902555,4e-04,0,0,0,0,0.0312164337004773,0.165844984082954,0.0331623671515148,0.125297920912413,0,0,0,0.0121294084498278,0,0,1.02251960112722,"THO"
"192","SL330230",0.0317048855412295,0,0,0.0122330895571622,0.0742805115670391,0.0702559978345528,0,0,0,0.0170266575839729,0,0,7e-04,0.0540197131570344,0.0240131303291122,0,0,0.0687521485564404,1e-04,0,0.353086134126544,"GI"
"193","SL330231",0.0497987343579668,0,0.0338801321417367,0,0.246320081596392,0,0.00909790692947703,0,0,0,0.0695465743739987,0.149328858253365,0.0455568773163114,0.150742282701031,0.00612452698297302,0,0,0.0677387272572202,0,0,0.828134701910472,"THO"
"194","SL330250",0.045271110686014,0,0.00714092532657458,0,0.0271528832234115,0,4e-04,0.00544004403857986,0,0,0.0126186497705809,0.0466140919385595,5e-04,0.0640850861237037,0,0,0.0144133883472729,0.0113469086824559,0,0,0.234983088137153,"THO"
"195","SL330253",0.0100501828606624,0,0.00708158363371666,0,0.00586058486049847,0,8e-04,0,0,0.00245687743782112,0,0.00382944952799866,2e-04,0.00606857921644702,0,0,0.00636928337527706,0,0,0,0.0427165409124214,"SAR"
"196","SL330254",0.0229618830170667,0,0.0274669665968372,0,0.167590728370499,0.0344762927032124,0.00331793085430398,0,0,0.00599276686729249,0.00495470339967121,0.248587020043335,0.0265149904038434,0.0785273407260542,0.00373596336765208,0,0,0.0978680833298503,0,0,0.721994669679618,"GI"
"197","SL330256",0.0299333310562564,0,0.116911861290857,0,0.169371697059818,0.069732028333237,0.0045687269409803,0,0,0,0.0694582823670794,0.152970982932059,0.0885909379132083,0.176056586609312,0.0162450081390041,0,0,0.0290588883086812,0.00555664695173417,0,0.928454977902228,"THO"
"198","SL330257",0.00585258311196881,0.0450876419953843,0.423807072462869,0,0,0.154110165185673,0.00263727736362675,0,0.176757664376811,0,0.230897233890799,0.581280195401627,0.133663297196257,0.273925573356249,0.00615502840298849,0,0,0.101194926598654,0,0.00212046501558694,2.13748912435849,"THO"
"199","SL330275",0.00778310820415221,0,0.0719369550104178,0,0.179270096356113,0,0,0,0,0,0.0332709059326203,0,0,0.102676899891694,0.00682577093344537,0.0114327144785328,0,0.0261089604563928,0,0.00160757376847423,0.440912985031843,"THO"
"200","SL330277",0.0148472226062648,0,0.028878713344744,0,0.199486019267136,0.00101541129824807,0,0,0,0,0.00563606504639828,0,0.00282426177676756,0.10461255973102,0.0253812228214025,0.0200327575204594,0,5e-04,0.0219163280393828,3e-04,0.425430561451824,"SAR"
"201","SL330278",0,0.00139453645463922,0.0446423579902298,0,0.0411770606986451,0.00276145826633759,0,0,0,0,0.0178296647521134,0.064737283775126,0.0480140423557415,0.133846849750126,0.0804726027195047,0,0,0.0201639014822612,0,0.00895674517132549,0.46399650341605,"SAR"
"202","SL330279",0.0314644505787272,0,0,0,0.0252186262468755,0,0,0,0,0,0.0176605337267635,0.0763289064951579,9e-04,0.0521527423982955,0,0,0,0.00662975967367673,0,0,0.210355019119496,"SAR"
"203","SL331579",0,0.00792609672394309,0.074715857610498,0,0.147952487203077,0,0,0,0,0,0.035951473593293,0.118300483508343,0.0157518518346684,0.317204437199634,0.0439231029115494,0.0467960183396409,0,0.221196142407289,0,0.0309670335234693,1.0606849848554,"THO"
"204","SL337292",0,4e-04,0.053677661585006,0,0.147323711775872,0.0553185092101183,0,0,0,0,0.0377282124488509,0.0733763432200649,0.0427796842913601,0.0261996061234982,0.00459133059652204,0,0,0.150568354069137,0.00266652959239889,0.00550988996239948,0.600139832875228,"GI"
"205","SL337316",0.0680451251526634,0.0388742891829662,0.0895233622786636,0,0.399110937373569,0.104604272256073,0,0,0,0.0582015127184877,0,0.414260933941444,0.0138067704137357,0.219928361133233,0,0.0405816522244438,0,0.23511399455925,0,0.0606089963941027,1.74266020762863,"THO"
"206","SL337317",0.0545478020385654,0,0.197434490395443,0,0.129477035228943,0.0270399386484837,0,0,0.0322890641868291,0,0.114705466019173,0.115169544650545,0.14000986772768,0.181863405091984,0.0391753794479201,0,0,0.0672978768803132,0,0,1.09900987031588,"THO"
"207","SL337318",0.0379818986506274,0,0.0138055348617253,0,0.372477796796021,0.00860459213887262,0,0,0,0.0380267321306333,0,0.306698027924865,0.0158075779154295,0.144622514067896,0.00788357209526337,0,0,0.0721637880484014,5e-04,0,1.01857203462973,"THO"
"208","SL337319",0.0236433179928046,0,0.154562105702283,0,0.1824173001483,0.216511886764616,0,0,0,0,0.0206551883897658,0.0865735073748653,0.0512126771991988,0.144239610517967,0.00565640539068686,0,0,0.0320974894685392,0,0.00153289092499688,0.919102379874024,"THO"
"209","SL337320",0.023405119571311,0,0.0985933253036022,0,0.54904231803344,0.0310752450901047,0,0,0,0.00581265309895061,0.0647920294184651,0.351986422365992,0.100192166985408,0.416300694773435,0.101277659998392,0,0.0173195913636243,0.0271751679983904,0,0.014812326377719,1.80178472037883,"THO"
