"node","betweencent"
"s__Acinetobacter sp.",0
"s__Acinetobacter sp. 10FS3-1",0
"s__Acinetobacter sp. Ac-14",0
"s__Acinetobacter sp. ACNIH1",0
"s__Acinetobacter sp. ACNIH2",0
"s__Acinetobacter sp. BEC1-S18-ESBL-01",0
"s__Acinetobacter sp. BHS4",0
"s__Acinetobacter sp. C16S1",0.0344876258633384
"s__Acinetobacter sp. Colony158",0
"s__Acinetobacter sp. CS-2",0
"s__Acinetobacter sp. F9",4.93010657374497
"s__Acinetobacter sp. FDAARGOS_493",0
"s__Acinetobacter sp. FDAARGOS_560",0
"s__Acinetobacter sp. FDAARGOS_724",0
"s__Acinetobacter sp. LoGeW2-3",0
"s__Acinetobacter sp. M131",0
"s__Acinetobacter sp. Marseille-Q1620",0
"s__Acinetobacter sp. MYb10",64
"s__Acinetobacter sp. NCu2D-2",0
"s__Acinetobacter sp. NEB 394",0.222101239998179
"s__Acinetobacter sp. NEB149",0
"s__Acinetobacter sp. SWBY1",0.350877192982456
"s__Acinetobacter sp. TGL-Y2",0.0103554213676572
"s__Acinetobacter sp. TTH0-4",4
"s__Acinetobacter sp. WCHA55",0.154351395730706
"s__Acinetobacter sp. WCHAc010034",0.0062111801242236
"s__Acinetobacter sp. WCHAc010052",0
"s__Acinetobacter sp. WY4",0
"s__Acinetobacter sp. YH12138",0
"s__Acinetobacter tandoii",0
"s__Acinetobacter towneri",291.762525790212
"s__Acinetobacter ursingii",110.706028626882
"s__Acinetobacter variabilis",239.262272235665
"s__Acinetobacter venetianus",6485.2
"s__Acinetobacter virus 133",0
"s__Acinetobacter virus AbP2",0
"s__Acinetobacter virus Acj61",0.0183692660893495
"s__Acinetobacter virus Fri1",0
"s__Acinetobacter virus Lazarus",0
"s__Acinetobacter virus Loki",0
"s__Acinetobacter virus LZ35",0
"s__Acinetobacter virus ME3",0
"s__Acinetobacter virus Presley",0
"s__Acinetobacter virus WCHABP12",0
"s__Acinetobacter virus ZZ1",0
"s__Acinetobacter wanghuae",0
"s__Acinetobacter wuhouensis",2.27107055772971
"s__Actinoalloteichus sp. GBA129-24",0
"s__Actinobacillus delphinicola",0
"s__Actinobacillus equuli",0
"s__Actinobacillus indolicus",0
"s__Actinobacillus lignieresii",0
"s__Actinobacillus porcitonsillarum",0
"s__Actinobacillus suis",0
"s__Actinobaculum sp. 313",0
"s__Actinocatenispora thailandica",0
"s__Actinomadura sp. WMMB 499",3046.66666666665
"s__Actinomyces faecalis",0
"s__Actinomyces marmotae",0
"s__Actinomyces qiguomingii",0
"s__Actinomyces sp. Chiba101",0
"s__Actinomyces sp. HMT 175",2.5
"s__Actinomyces sp. zg-332",0.0140314573338511
"s__Actinoplanes ianthinogenes",0.0174868754892747
"s__Actinoplanes missouriensis",29.4671273631049
"s__Actinoplanes sp. N902-109",0.0244798824822817
"s__Actinoplanes sp. SE50/110",0
"s__Actinopolymorpha singaporensis",12.6666666666667
"s__Actinosynnema mirum",0.0129416282642089
"s__Adhaeribacter swui",1
"s__Advenella kashmirensis",0.00173913043478261
"s__Aequoribacter fuscus",0
"s__Aeribacillus pallidus",22.2415021084243
"s__Aerococcus urinae",0
"s__Aerococcus urinaeequi",0.724433172773136
"s__Aerococcus urinaehominis",0
"s__Aeromonas caviae",7.20593240106846
"s__Aeromonas dhakensis",0
"s__Aeromonas hydrophila",0
"s__Aeromonas rivipollensis",0
"s__Aeromonas schubertii",1.55731147171503
"s__Aeromonas simiae",0.00795031055900621
"s__Aeromonas sobria",0
"s__Aeromonas sp. 1805",0.0103554213676572
"s__Aeromonas sp. 2692-1",0
"s__Aeromonas sp. ASNIH1",0
"s__Aeromonas sp. ASNIH2",0.00460829493087558
"s__Aeromonas sp. ASNIH4",3.40115460204394
"s__Aeromonas sp. ASNIH5",0.0112315752236241
"s__Aeromonas sp. ASNIH7",0
"s__Aeromonas sp. CA23",0.0233653225862573
"s__Aeromonas sp. CU5",0
"s__Aeromonas sp. FDAARGOS 1402",0
"s__Aeromonas sp. FDAARGOS 1403",0
"s__Aeromonas sp. FDAARGOS 1404",0
"s__Aeromonas sp. FDAARGOS 1405",0
"s__Aeromonas sp. FDAARGOS 1406",0
"s__Aeromonas sp. FDAARGOS 1407",0.00173913043478261
"s__Aeromonas sp. FDAARGOS 1408",0.0129416282642089
"s__Aeromonas sp. FDAARGOS 1409",0
"s__Aeromonas sp. FDAARGOS 1414",0.00460829493087558
"s__Aeromonas sp. FDAARGOS 1415",0.00548444878684253
"s__Aeromonas sp. FDAARGOS 1418",0
"s__Aeromonas sp. FDAARGOS 1419",0
"s__Aeromonas taiwanensis",0
"s__Aeromonas virus 56",0
"s__Aeromonas virus 65",0.00460829493087558
"s__Aeromonas virus AhSzw1",0
"s__Aeropyrum camini",0
"s__Aeropyrum pernix",0
"s__Aerosticca soli",1727.66666666662
"s__Aestuarium zhoushanense",0.00739028850060951
"s__Afipia sp. GAS231",1.38052138149159
"s__Agarilytica rhodophyticola",0
"s__Agarivorans aestuarii",0
"s__Agarivorans albus",0
"s__Agarivorans gilvus",0
"s__Aggregatibacter sp. 2125159857",0
"s__Aggregatibacter sp. oral taxon 513",0
"s__Agrobacterium fabacearum",0
"s__Agrobacterium fabrum",260.798653532496
"s__Agrobacterium genomosp. 3",0.0129416282642089
"s__Agrobacterium larrymoorei",1839.69964506171
"s__Agrobacterium rhizogenes",0.204598142098142
"s__Agrobacterium rubi",2
"s__Agrobacterium sp. CGMCC 11546",25.6352148531677
"s__Agrobacterium sp. MA01",0
"s__Agrobacterium sp. RAC06",0.0129471353540067
"s__Agrobacterium sp. S7/73",0
"s__Agrobacterium sp. T29",3.56524455566701
"s__Agrococcus sp. SGAir0287",0.0622729012161897
"s__Agromyces aureus",0.0305032618825722
"s__Agromyces badenianii",0.0409225702293173
"s__Agromyces flavus",3.52095371031897
"s__Agromyces intestinalis",0
"s__Agromyces laixinhei",0
"s__Agromyces protaetiae",0
"s__Agromyces sp. G127AT",3.43488312498299
"s__Agromyces sp. LHK192",0.0519316179379293
"s__Akkermansia glycaniphila",16135
"s__Akkermansia muciniphila",64
"s__Alcaligenes faecalis",2.5
"s__Alcaligenes sp. HO-1",1631.04752248899
"s__Alcaligenes sp. SORT26",0.00173913043478261
"s__Alfalfa mosaic virus",0
"s__Algibacter alginicilyticus",0.0125213128729753
"s__Algibacter sp. L1A34",0.00699300699300699
"s__Algicoccus marinus",0
"s__Algoriphagus machipongonensis",0
"s__Algoriphagus sp. Y33",0
"s__Aliarcobacter butzleri",0
"s__Aliarcobacter cibarius",0
"s__Aliarcobacter cryaerophilus",0.0227173913043478
"s__Aliarcobacter lanthieri",0.00548444878684253
"s__Aliarcobacter skirrowii",0
"s__Aliarcobacter thereius",0
"s__Aliarcobacter trophiarum",0
"s__Alicyclobacillus ferrooxydans",0
"s__Alicyclobacillus sp. SO9",0
"s__Alistipes communis",1505
"s__Alistipes dispar",5698
"s__Alistipes finegoldii",18734
"s__Alistipes onderdonkii",97359
"s__Alistipes shahii",32012
"s__Alkalicella caledoniensis",0
"s__Alkalihalobacillus halodurans",0
"s__Alkalihalobacillus krulwichiae",0
"s__Alkalihalobacillus lehensis",0
"s__Alkalihalobacillus miscanthi",0
"s__Alkalihalobacillus pseudofirmus",0
"s__Alkalilimnicola ehrlichii",0.0244798824822817
"s__Allochromatium tepidum",0.00739028850060951
"s__Allochromatium vinosum",1.35564223082252
"s__Allofrancisella guangzhouensis",0
"s__Allofrancisella inopinata",0
"s__Altererythrobacter epoxidivorans",3.44302764916524
"s__Altibacter sp. ALE3EI",0
"s__Alysiella filiformis",0
"s__Aminobacter sp. MDW-2",0
"s__Aminobacterium colombiense",19441.5
"s__Amphritea japonica",0
"s__Amsacta moorei entomopoxvirus",0
"s__Amycolatopsis albispora",2.2278163961282
"s__Amycolatopsis keratiniphila",0.00739028850060951
"s__Amycolatopsis methanolica",0.0114942528735632
"s__Amycolatopsis orientalis",0
"s__Amycolatopsis sp. AA4",3.50434419901462
"s__Amycolatopsis sp. CA-230715",1
"s__Amycolatopsis sp. DSM 110486",162.396794652557
"s__Amycolatopsis sp. FDAARGOS 1241",54.5577546136359
"s__Amycolatopsis sp. TNS106",3.40115460204394
"s__Amycolatopsis sp. YIM 10",9538
"s__Amycolatopsis sp. YIM 96748",0.0172462465529936
"s__Amylolactobacillus amylophilus",0
"s__Anabaenopsis circularis",0
"s__Anabaenopsis elenkinii",0
"s__Anaerobacillus isosaccharinicus",0
"s__Anaerobutyricum hallii",17
"s__Anaerococcus mediterraneensis",0
"s__Anaerocolumna cellulosilytica",4437
"s__Anaerocolumna sedimenticola",413
"s__Anaerolinea sp. 'rifampicinis'",475
"s__Anaerolinea thermophila",471
"s__Anaerostipes rhamnosivorans",0.402910685805423
"s__Anaplasma phagocytophilum",0
"s__Anaplasma platys",0
"s__Ancylobacter pratisalsi",0.0797611089334454
"s__Ancylobacter sp. TS-1",1690.08599409271
"s__Aneurinibacillus soli",0.00833333333333333
"s__Anoxybacillus amylolyticus",119.876426794403
"s__Anoxybacillus caldiproteolyticus",1.41346153846154
"s__Anoxybacillus gonensis",0
"s__Anoxybacillus kamchatkensis",1.24907444832204
"s__Anoxybacillus sp. PDR2",0
"s__Anoxybacillus virus A403",0
"s__Aphid lethal paralysis virus",0
"s__Apibacter sp. B3706",0
"s__Apibacter sp. ESL0404",0
"s__Apilactobacillus bombintestini",0.00460829493087558
"s__Apilactobacillus kunkeei",0
"s__Apis mellifera filamentous virus",0
"s__Aquaspirillum sp. LM1",161
"s__Aquifex aeolicus",0
"s__Aquiflexum balticum",0
"s__Aquimarina sp. AD1",0.00374531835205993
"s__Aquimarina sp. AD10",0
"s__Aquimarina sp. BL5",0.0317537725432462
"s__Aquisalimonas sp. 2447",0
"s__Aquitalea denitrificans",0.166258688012862
"s__Aquitalea sp. USM4",0
"s__Arachidicoccus ginsenosidivorans",1
"s__Arachidicoccus sp. BS20",36
"s__Arachnia rubra",2.5
"s__Arcanobacterium haemolyticum",0
"s__Arcanobacterium sp. JY-X040",0
"s__Archaeoglobus fulgidus",0
"s__Archaeoglobus profundus",0
"s__Archaeoglobus sulfaticallidus",0
"s__Archangium gephyra",2.2378746202134
"s__Archangium violaceum",0
"s__Arcobacter anaerophilus",0.00548444878684253
"s__Arcobacter aquimarinus",0
"s__Arcobacter cloacae",0
"s__Arcobacter defluvii",0
"s__Arcobacter ellisii",0
"s__Arcobacter nitrofigilis",0
"s__Arcobacter peruensis",0
"s__Arcobacter venerupis",0.00739028850060951
"s__Arcticibacterium luteifluviistationis",6746.5
"s__Aromatoleum bremense",3.3246260680949
"s__Aromatoleum petrolei",170.666666666667
"s__Arsenicicoccus sp. oral taxon 190",0.0180732002419843
"s__Arsenophonus endosymbiont of Aleurodicus dispersus",0
"s__Arsenophonus endosymbiont of Aphis craccivora",0.00548444878684253
"s__Arsenophonus nasoniae",0
"s__Asaia bogorensis",49
"s__Aspergillus flavus",0
"s__Atlantibacter hermannii",0
"s__Atopobium sp. oral taxon 416",11.5
"s__Aurantiacibacter atlanticus",0.229370629370629
"s__Aurantiacibacter gangjinensis",0.0144934577958515
"s__Aurantimicrobium minutum",0.0192307692307692
"s__Aurantimicrobium sp. MWH-Mo1",1560.5
"s__Aureimonas mangrovi",0
"s__Aureimonas ureilytica",0
"s__Aureliella helgolandensis",1054.5
"s__Austwickia chelonae",4.33333333333333
"s__Autographa californica multiple nucleopolyhedrovirus",0
"s__Azorhizobium caulinodans",1.30877902099012
"s__Azotobacter salinestris",1623.21454931171
"s__Bacillus aerophilus",0
"s__Bacillus albus",0
"s__Bacillus altitudinis",10
"s__Bacillus amyloliquefaciens",554
"s__Bacillus anthracis",1591
"s__Bacillus beveridgei",390.266666666667
"s__Bacillus bombysepticus",0.0103554213676572
"s__Bacillus cytotoxicus",0
"s__Bacillus dafuensis",0
"s__Bacillus fonticola",0
"s__Bacillus freudenreichii",0
"s__Bacillus glycinifermentans",0.00739028850060951
"s__Bacillus gobiensis",0
"s__Bacillus haikouensis",0
"s__Bacillus halotolerans",0
"s__Bacillus haynesii",0
"s__Bacillus inaquosorum",0
"s__Bacillus infantis",0
"s__Bacillus licheniformis",24.6724167842711
"s__Bacillus luti",0
"s__Bacillus methanolicus",1
"s__Bacillus mobilis",0
"s__Bacillus mojavensis",0
"s__Bacillus nitratireducens",0
"s__Bacillus pacificus",0
"s__Bacillus paralicheniformis",0
"s__Bacillus paranthracis",7
"s__Bacillus phage 0305phi8-36",0
"s__Bacillus phage Phrodo",0
"s__Bacillus phage SP-10",0
"s__Bacillus phage vB_BanS-Tsamsa",0
"s__Bacillus pseudomycoides",0.166666666666667
"s__Bacillus pumilus",0
"s__Bacillus safensis",0.273381213643628
"s__Bacillus siamensis",2.83333333333333
"s__Bacillus smithii",0
"s__Bacillus sonorensis",0
"s__Bacillus sp. 1NLA3E",34
"s__Bacillus sp. 3a",0
"s__Bacillus sp. 7D3",0
"s__Bacillus sp. A260",0
"s__Bacillus sp. ABP14",0
"s__Bacillus sp. AM1(2019)",0
"s__Bacillus sp. B25(2016b)",0
"s__Bacillus sp. BD59S",0
"s__Bacillus sp. BS98",0
"s__Bacillus sp. COPE52",0
"s__Bacillus sp. Cs-700",0
"s__Bacillus sp. DSL-17",0
"s__Bacillus sp. FDAARGOS_235",0
"s__Bacillus sp. FDAARGOS_527",0
"s__Bacillus sp. FJAT-14266",0
"s__Bacillus sp. FJAT-18017",0
"s__Bacillus sp. FJAT-22090",0
"s__Bacillus sp. FJAT-42376",16
"s__Bacillus sp. FJAT-45348",0
"s__Bacillus sp. HBCD-sjtu",0
"s__Bacillus sp. HD4P25",0
"s__Bacillus sp. IHB B 7164",0
"s__Bacillus sp. JAS24-2",0
"s__Bacillus sp. JNUCC-22",0
"s__Bacillus sp. JNUCC-24",0
"s__Bacillus sp. JS",0
"s__Bacillus sp. KH172YL63",0
"s__Bacillus sp. LJBS06",0
"s__Bacillus sp. LJBS17",0.0136986301369863
"s__Bacillus sp. LJBV19",0
"s__Bacillus sp. Lzh-5",0
"s__Bacillus sp. M4U3P1",730
"s__Bacillus sp. MBGLi79",0
"s__Bacillus sp. ms-22",0
"s__Bacillus sp. N1-1",0
"s__Bacillus sp. N3536",0
"s__Bacillus sp. NP157",0.164725586967566
"s__Bacillus sp. NSP9.1",0
"s__Bacillus sp. OxB-1",0
"s__Bacillus sp. PAMC26568",234
"s__Bacillus sp. PAMC28748",0
"s__Bacillus sp. PDNC022",0
"s__Bacillus sp. RZ2MS9",0
"s__Bacillus sp. S3",0
"s__Bacillus sp. SB49",0
"s__Bacillus sp. SYJ",0
"s__Bacillus sp. THAF10",0
"s__Bacillus sp. TK-2",0
"s__Bacillus sp. V3",0.00574712643678161
"s__Bacillus sp. WP8",0
"s__Bacillus sp. X1(2014)",0.0140314573338511
"s__Bacillus sp. Y-01",0
"s__Bacillus sp. Y1",0
"s__Bacillus sp. ZY-1-1",0
"s__Bacillus spizizenii",0
"s__Bacillus subtilis",1170
"s__Bacillus tequilensis",0
"s__Bacillus toyonensis",3083.91349206351
"s__Bacillus tropicus",0
"s__Bacillus vallismortis",0.0103554213676572
"s__Bacillus velezensis",375
"s__Bacillus virus 1",0
"s__Bacillus virus Andromeda",0
"s__Bacillus virus Aurora",0
"s__Bacillus virus Bastille",0
"s__Bacillus virus BCD7",0
"s__Bacillus virus Bcp1",0
"s__Bacillus virus BCP82",0
"s__Bacillus virus Bigbertha",0
"s__Bacillus virus Bobb",0
"s__Bacillus virus Deepblue",0
"s__Bacillus virus G",0
"s__Bacillus virus GA1",0
"s__Bacillus virus Goe4",0
"s__Bacillus virus Grass",0
"s__Bacillus virus IEBH",0
"s__Bacillus virus JL",0
"s__Bacillus virus Mater",0
"s__Bacillus virus Moonbeam",0
"s__Bacillus virus NIT1",0
"s__Bacillus virus phi29",0
"s__Bacillus virus Riggi",0
"s__Bacillus virus Shbh1",0
"s__Bacillus virus SIOphi",0
"s__Bacillus virus SP15",0
"s__Bacillus virus SPO1",0
"s__Bacillus virus Spock",0
"s__Bacillus virus Stahl",0
"s__Bacillus virus Stills",0
"s__Bacillus virus vBBsuMGoe3",0
"s__Bacillus virus WPh",0
"s__Bacillus weihaiensis",0
"s__Bacillus wiedmannii",0
"s__Bacteroides caccae",19759
"s__Bacteroides cellulosilyticus",969
"s__Bacteroides coprosuis",9909
"s__Bacteroides eggerthii",1641
"s__Bacteroides intestinalis",8062
"s__Bacteroides luhongzhouii",10436
"s__Bacteroides ovatus",26588
"s__Bacteroides phage crAss001",0
"s__Bacteroides salyersiae",1546
"s__Bacteroides sp. A1C1",0
"s__Bacteroides sp. PHL 2737",0
"s__Bacteroides uniformis",112
"s__Barnesiella viscericola",403.000000000004
"s__Bartonella alsatica",0.00460829493087558
"s__Bartonella ancashensis",0
"s__Bartonella apis",0
"s__Bartonella australis",0.0132098130039458
"s__Bartonella bacilliformis",0.00460829493087558
"s__Bartonella birtlesii",0
"s__Bartonella bovis",0.00548444878684253
"s__Bartonella clarridgeiae",0
"s__Bartonella elizabethae",0
"s__Bartonella grahamii",0
"s__Bartonella henselae",0
"s__Bartonella kosoyi",0
"s__Bartonella krasnovii",0
"s__Bartonella quintana",0.0251856077084755
"s__Bartonella schoenbuchensis",0
"s__Bartonella sp. 1-1C",0
"s__Bartonella sp. 11B",0
"s__Bartonella sp. A1379B",0
"s__Bartonella sp. HY038",0
"s__Bartonella sp. Raccoon60",0
"s__Bartonella sp. WD16.2",0
"s__Bartonella tribocorum",0
"s__Bartonella vinsonii",0
"s__Basilea psittacipulmonis",0
"s__Bathycoccus sp. RCC1105 virus BpV",0
"s__Bathymodiolus septemdierum thioautotrophic gill symbiont",0
"s__Bathymodiolus thermophilus thioautotrophic gill symbiont",0
"s__Belliella baltica",0
"s__Bergeyella cardium",0
"s__Bermanella marisrubri",0
"s__Bermuda grass latent virus",0
"s__Berryella intestinalis",0
"s__Bifidobacterium actinocoloniiforme",0
"s__Bifidobacterium adolescentis",30385
"s__Bifidobacterium angulatum",0
"s__Bifidobacterium animalis",944
"s__Bifidobacterium asteroides",0
"s__Bifidobacterium bifidum",0
"s__Bifidobacterium breve",16.6785714285714
"s__Bifidobacterium catenulatum",0
"s__Bifidobacterium choerinum",0
"s__Bifidobacterium coryneforme",0
"s__Bifidobacterium eulemuris",0
"s__Bifidobacterium imperatoris",0
"s__Bifidobacterium indicum",0
"s__Bifidobacterium lemurum",0.00173913043478261
"s__Bifidobacterium pseudocatenulatum",5954
"s__Bifidobacterium pseudolongum",4.83333333333333
"s__Bifidobacterium pullorum",1
"s__Bifidobacterium saguini",0
"s__Bifidobacterium scardovii",0.00548444878684253
"s__Bifidobacterium subtile",288
"s__Biomaibacter acetigenes",0
"s__Bisgaardia hudsonensis",0
"s__Blastococcus saxobsidens",6.5
"s__Blastomonas fulva",0.0200745961386694
"s__Blastomonas sp. RAC04",0.0136986301369863
"s__Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus",0
"s__Blochmannia endosymbiont of Camponotus nipponensis",0
"s__Blochmannia endosymbiont of Colobopsis nipponica",0
"s__Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri",0
"s__Bombyx mori nucleopolyhedrovirus",0
"s__Bordetella avium",3.40246100385264
"s__Bordetella flabilis",3.38219399263597
"s__Bordetella genomosp. 13",2435.51049787789
"s__Bordetella genomosp. 8",207.046289088216
"s__Bordetella genomosp. 9",1925.00447343966
"s__Bordetella parapertussis",0
"s__Bordetella pseudohinzii",0.332167524608369
"s__Bordetella sp. H567",81.2330489815539
"s__Bordetella sp. N",608.086653905443
"s__Borrelia anserina",0
"s__Borrelia coriaceae",0
"s__Borrelia crocidurae",0
"s__Borrelia hermsii",0
"s__Borrelia maritima",0
"s__Borrelia miyamotoi",0
"s__Borrelia parkeri",0
"s__Borrelia recurrentis",0
"s__Borrelia sp. A-FGy1",0
"s__Borrelia sp. HM",0.533333333333333
"s__Borrelia turcica",0
"s__Borrelia turicatae",0
"s__Borreliella afzelii",0
"s__Borreliella bavariensis",0
"s__Borreliella bissettiae",0
"s__Borreliella burgdorferi",0
"s__Borreliella garinii",0
"s__Borreliella mayonii",0
"s__Borreliella spielmanii",0
"s__Borreliella valaisiana",0
"s__Boseongicola sp. CCM32",2.24934625115447
"s__Boudabousia tangfeifanii",0
"s__Brachybacterium ginsengisoli",0.0114942528735632
"s__Brachybacterium sp. P6-10-X1",11.2558437768364
"s__Brachyspira hampsonii",0
"s__Brachyspira hyodysenteriae",0
"s__Brachyspira intermedia",0
"s__Brachyspira pilosicoli",0.0141007397197171
"s__Bradymonas sediminis",0.255413165300381
"s__Brenneria goodwinii",0
"s__Brenneria izadpanahii",0
"s__Brenneria rubrifaciens",0
"s__Brevilactibacter coleopterorum",0
"s__Breznakiella homolactica",0
"s__Brome mosaic virus",0
"s__Brucella abortus",0.00374531835205993
"s__Brucella canis",0.00548444878684253
"s__Brucella inopinata",0
"s__Brucella intermedia",0.234369261392323
"s__Brucella melitensis",0
"s__Brucella pinnipedialis",0
"s__Brucella pituitosa",0
"s__Brucella sp. 09RB8910",0.02128046868734
"s__Brucella sp. 10RB9215",0
"s__Brucella sp. 2280",0
"s__Brucella sp. 458",0
"s__Brucella sp. 6810",0
"s__Brucella sp. BO2",0.0158398701544997
"s__Brucella sp. BO3",0
"s__Brucella sp. BTU1",0
"s__Bubaline alphaherpesvirus 1",0.00173913043478261
"s__Bulleidia sp. zg-1006",4.5
"s__Burkholderia ambifaria",14771
"s__Burkholderia anthina",331.149953043095
"s__Burkholderia cenocepacia",9748
"s__Burkholderia cepacia",97
"s__Burkholderia diffusa",0.00271739130434783
"s__Burkholderia dolosa",2.30618576203927
"s__Burkholderia gladioli",3654.01650309994
"s__Burkholderia glumae",0
"s__Burkholderia lata",3363.66258586272
"s__Burkholderia latens",0.00739028850060951
"s__Burkholderia mallei",0
"s__Burkholderia metallica",105.733333333333
"s__Burkholderia multivorans",476.206259073686
"s__Burkholderia oklahomensis",10176.4559523807
"s__Burkholderia phage Mana",0
"s__Burkholderia phage phiE094",0
"s__Burkholderia plantarii",3.78939069153399
"s__Burkholderia pseudomallei",23
"s__Burkholderia pseudomultivorans",0
"s__Burkholderia pyrrocinia",408.277367162815
"s__Burkholderia seminalis",683.611105977262
"s__Burkholderia sp. BDU6",0
"s__Burkholderia sp. BDU8",2.25250055620069
"s__Burkholderia sp. Bp7605",0.124340850466266
"s__Burkholderia sp. CCGE1003",98
"s__Burkholderia sp. DHOD12",6343
"s__Burkholderia sp. IDO3",2.23396494908751
"s__Burkholderia sp. JP2-270",2.20913488431223
"s__Burkholderia sp. KBS0801",0
"s__Burkholderia sp. KJ006",0
"s__Burkholderia sp. KK1",0
"s__Burkholderia sp. LA-2-3-30-S1-D2",43.1666666666667
"s__Burkholderia sp. LAS2",0.00173913043478261
"s__Burkholderia sp. MBR-1",0
"s__Burkholderia sp. MS389",0.0133060792612543
"s__Burkholderia sp. MS455",10
"s__Burkholderia sp. MSMB0266",80
"s__Burkholderia sp. MSMB0852",0
"s__Burkholderia sp. MSMB0856",2.21380778150849
"s__Burkholderia sp. MSMB1588",0.012874737287452
"s__Burkholderia sp. MSMB617WGS",0.0162398460227334
"s__Burkholderia sp. NK8",0.0128409602093813
"s__Burkholderia sp. NRF60-BP8",2.23654853355599
"s__Burkholderia sp. PAMC 26561",0
"s__Burkholderia sp. PAMC 28687",0
"s__Burkholderia sp. RPE67",0
"s__Burkholderia sp. THE68",0
"s__Burkholderia sp. YI23",0.00548444878684253
"s__Burkholderia stabilis",12421
"s__Burkholderia stagnalis",602.090560060145
"s__Burkholderia thailandensis",407.304967608167
"s__Burkholderia ubonensis",415.287364569976
"s__Burkholderia vietnamiensis",426.116666666667
"s__Burkholderia virus AH2",0
"s__Burkholderia virus Bcep22",0
"s__Burkholderia virus BcepC6B",0
"s__Burkholderia virus Bcepil02",0
"s__Burkholderia virus Bcepmigl",0
"s__Burkholderia virus BcepSaruman",0
"s__Burkholderia virus BcepSauron",0
"s__Burkholderia virus DC1",0.0103554213676572
"s__Burkholderia virus KL4",0
"s__Burkholderia virus KS14",0
"s__Buttiauxella agrestis",0
"s__Buttiauxella sp. 3AFRM03",0
"s__Butyricimonas faecalis",197
"s__Butyricimonas virosa",3339
"s__Butyrivibrio fibrisolvens",64
"s__Butyrivibrio hungatei",1579
"s__Bythopirellula goksoyri",0.00739028850060951
"s__Caballeronia sp. M1242",3.5060833294494
"s__Caballeronia sp. SBC1",0.00739028850060951
"s__Caballeronia sp. SBC2",0
"s__Cafeteria roenbergensis virus",0
"s__Caldicellulosiruptor bescii",0.00739028850060951
"s__Caldicellulosiruptor hydrothermalis",187.369000706746
"s__Caldicellulosiruptor kristjanssonii",2381.98502063497
"s__Caldicellulosiruptor kronotskyensis",0.0619208277103014
"s__Caldicellulosiruptor lactoaceticus",1880.11937283294
"s__Caldicellulosiruptor obsidiansis",0.162654129268185
"s__Caldicellulosiruptor owensensis",0.07814465907529
"s__Caldicellulosiruptor sp. YA01",0.00833333333333333
"s__Caldichromatium japonicum",0.0344827586206897
"s__Caldilinea aerophila",870.4
"s__Caldisphaera lagunensis",0
"s__Caloramator sp. E03",0.53438592562912
"s__Campylobacter armoricus",0
"s__Campylobacter canadensis",0
"s__Campylobacter corcagiensis",0
"s__Campylobacter fetus",0
"s__Campylobacter geochelonis",0.0177536370307033
"s__Campylobacter gracilis",46
"s__Campylobacter helveticus",0
"s__Campylobacter iguaniorum",0
"s__Campylobacter insulaenigrae",0
"s__Campylobacter lanienae",0
"s__Campylobacter lari",0
"s__Campylobacter novaezeelandiae",0.00460829493087558
"s__Campylobacter ornithocola",0
"s__Campylobacter peloridis",0
"s__Campylobacter pinnipediorum",0.00833333333333333
"s__Campylobacter rectus",23
"s__Campylobacter sp. 19-13652",0.00173913043478261
"s__Campylobacter sp. 2014D-0216",0
"s__Campylobacter sp. CCUG 57310",0
"s__Campylobacter sp. RM12175",0
"s__Campylobacter sp. RM6137",0
"s__Campylobacter sp. RM6914",0
"s__Campylobacter sputorum",0
"s__Campylobacter subantarcticus",0
"s__Campylobacter volucris",0
"s__Candidatus Arsenophonus lipoptenae",0
"s__Candidatus Atelocyanobacterium thalassa",0
"s__Candidatus Azoamicus ciliaticola",0.0122923268990685
"s__Candidatus Babela massiliensis",3322.66666666665
"s__Candidatus Blochmannia chromaiodes",0
"s__Candidatus Borrelia tachyglossi",0
"s__Candidatus Carsonella ruddii",0
"s__Candidatus Coxiella mudrowiae",4
"s__Candidatus Cytomitobacter indipagum",0
"s__Candidatus Doolittlea endobia",0.0158398701544997
"s__Candidatus Endolissoclinum faulkneri",7548
"s__Candidatus Endomicrobium trichonymphae",0.0129416282642089
"s__Candidatus Enterovibrio luxaltus",0
"s__Candidatus Erwinia haradaeae",9.5
"s__Candidatus Filomicrobium marinum",1
"s__Candidatus Fonsibacter ubiquis",0
"s__Candidatus Formimonas warabiya",0.00657894736842105
"s__Candidatus Gullanella endobia",0
"s__Candidatus Hamiltonella defensa",0.00912941893539212
"s__Candidatus Hoaglandella endobia",0
"s__Candidatus Hodgkinia cicadicola",1495
"s__Candidatus Ishikawaella capsulata",0.0112315752236241
"s__Candidatus Kinetoplastibacterium blastocrithidii",0
"s__Candidatus Kinetoplastibacterium crithidii",0
"s__Candidatus Kinetoplastibacterium galatii",0
"s__Candidatus Kinetoplastibacterium oncopeltii",0
"s__Candidatus Kuenenia stuttgartiensis",6201
"s__Candidatus Liberibacter americanus",0
"s__Candidatus Mancarchaeum acidiphilum",0
"s__Candidatus Methanomassiliicoccus intestinalis",0
"s__Candidatus Methanoplasma termitum",0
"s__Candidatus Methylopumilus planktonicus",0
"s__Candidatus Methylopumilus rimovensis",93.3506423790372
