"node","closeness"
"CDC42EP3",12963895.4617437
"LDB2",12963176.967665
"MSGN1",12962662.309937
"ME3",12961594.8641635
"LOC375196",12961261.6624462
"RUNX1",12960198.3649894
"HMGA1",12959930.3814234
"F7",12959162.6692857
"NOP16",12958659.2065605
"GPR35",12958232.7707524
"TRIM34",12958195.1157619
"SRRM3",12957985.3331575
"CEP85L",12956728.5596135
"C9orf153",12956429.9038912
"LRRC4B",12956152.8790595
"FAM81A",12956116.2621067
"s__Acinetobacter johnsonii",12956013.5495058
"OCM2",12955989.0184998
"C7orf66",12955554.6844514
"SLC30A2",12955499.6588711
"ZNF396",12955113.6276766
"UGT2A1",12955050.4927749
"KLHDC9",12954859.3950709
"WDR38",12954497.4670383
"C7orf61",12954433.4490854
"ADAM21",12953812.6319199
"ELOVL2",12953578.0823233
"ANKRD37",12952770.9370823
"CYP1A2",12951951.6737012
"KCNK17",12951322.903551
"SLC6A19",12951066.0707068
"GIMAP6",12950999.6209702
"SLC25A42",12950713.068667
"FERMT2",12950338.0864989
"KRT12",12949730.4930541
"GPR139",12948563.8714942
"C17orf50",12948235.1560211
"NPL",12948234.9697542
"FAM86B2",12948084.8299227
"SYCE2",12947783.0944581
"TTC29",12947541.9524668
"C10orf62",12947095.506601
"NOXRED1",12946769.2413651
"INO80B-WBP1",12946676.254618
"EN2",12945279.3569087
"FHL2",12945241.5542279
"PROKR2",12944830.8534645
"RDM1",12944178.5429374
"CGB2",12944139.4672117
"DEFA4",12943194.2994355
"ARMS2",12942941.9875564
"HNF1A",12942930.4564024
"CIT",12942545.8928229
"GATA5",12942520.653902
"CACNG1",12942098.8485438
"RPRM",12942089.8762694
"GFRA2",12941826.6708544
"ZNF90",12941590.4498798
"PTF1A",12941313.8200331
"ZMYM2",12940936.9098703
"ZNF160",12940922.0958236
"FANCA",12939997.4544389
"RUNDC3B",12939297.2744403
"SPEF1",12939273.8829685
"SPAG6",12939229.2253373
"SLC15A3",12938676.0225138
"TULP1",12938540.0684783
"LINC00092",12938025.835431
"AGBL1",12937518.5410791
"KRTAP6-3",12937157.613162
"SNX10",12936745.3680928
"EHD2",12936180.9388426
"s__Streptococcus sp. 116-D4",12935814.587216
"AIF1",12935038.2678533
"DCAF8L2",12934473.9426243
"DAPK1",12934384.2197767
"DPF1",12933790.421677
"OR4K13",12933697.4010187
"DAB1",12933287.2764133
"SLC22A16",12932912.4468405
"GGH",12932831.1768729
"MSH5-SAPCD1",12932550.4785229
"REM1",12932412.93405
"TSPAN19",12932200.49091
"SLC22A6",12932102.5457953
"TBC1D3B",12932053.1624503
"KRT73",12931895.6367024
"PRAMEF6",12931541.262776
"OR10V2P",12931405.4502531
"HOXB9",12931321.5099108
"LRRC26",12931320.4046119
"CA5A",12930284.843497
"KCNA7",12929734.5338672
"RHOXF1",12929284.9440556
"RNF126P1",12929124.6404332
"ITGA7",12929084.6518567
"LRFN5",12928824.7705267
"SNX32",12928708.1030966
"PARVG",12927780.601971
"KRTAP5-5",12927464.7964196
"ZNF705D",12926788.0867532
"PRSS54",12924869.1011443
"CRNN",12924791.753245
"LY6G6F",12924696.6408545
"PLG",12924663.4929801
"MAP7D3",12924383.3565877
"HSD3B1",12924284.2704102
"CD300LG",12923925.7779216
"OR4K15",12923662.6785973
"C19orf38",12923559.9957931
"s__Methylobacterium nodulans",12923391.4139568
"VSTM2A",12923382.1696095
"SPTSSB",12923040.6271482
"HSFY1",12922914.6850264
"DSTNP2",12922755.0289773
"SLC38A8",12922677.3367915
"CFHR5",12922661.3961551
"DLX1",12922655.2023819
"SPATA6",12922064.8538853
"ROPN1L",12921819.342442
"POTEB",12921604.0411915
"KANSL1-AS1",12921266.0742711
"ZDHHC22",12919170.2037434
"KRT72",12918839.3598706
"NRG4",12917737.1437095
"FAXC",12917585.808528
"SLC6A4",12915792.2064712
"PKMYT1",12915475.5982405
"C4orf51",12915090.84509
"CCDC151",12914729.5435325
"RPH3A",12914581.363784
"ADAM8",12914056.8389934
"TRIM49",12912533.3696043
"RADIL",12912068.9452194
"AADACL2",12912018.4541896
"SNORA28",12911595.3000379
"GRM3",12911378.2825443
"BEGAIN",12911049.2922208
"OR10Q1",12910209.8472957
"LYL1",12909976.0643136
"SLC13A1",12909933.6558909
"MAST1",12909818.390652
"MAP3K9",12909519.4138895
"ZFR2",12909392.4704929
"CCDC13",12909115.9743409
"RLN1",12908964.7299775
"VWA3B",12908717.4822906
"RHOXF2B",12908207.1120884
"s__Desulfovibrio fairfieldensis",12907550.5579278
"CHODL",12907052.2564103
"CCK",12906495.2871397
"g__Clostridioides",12906143.7405485
"s__Clostridioides difficile",12906143.7405485
"MCCD1",12905081.4960704
"WFDC6",12905059.1545513
"CDH12",12904640.5793573
"KIF18B",12904516.0172835
"TTC9B",12904261.4290569
"ST8SIA4",12903640.4810005
"CCL25",12903565.1481788
"s__Streptococcus lutetiensis",12903537.7851918
"EXD3",12903454.9777564
"S100G",12903270.2352218
"KLF1",12903012.5402543
"SLC16A11",12902969.9656534
"s__Pseudomonas multiresinivorans",12902909.3912618
"IL20",12902792.0546922
"SERPINE3",12902632.3272585
"OR10J5",12902530.1543253
"GABRP",12902464.4830023
"OR1E2",12902326.4231931
"PPP1R17",12899564.049411
"CD1B",12899070.860976
"RPL13AP3",12898828.4958246
"SAMD12",12898780.2979313
"SVOPL",12898709.7195874
"DNAJB7",12898708.7185653
"BSND",12897878.3313976
"KLK15",12897367.0581605
"FAM13C",12897116.0302042
"ABLIM3",12896777.9489403
"FOXN4",12896527.7359307
"BEST3",12896436.7545697
"OR4N3P",12895827.4851895
"FGD2",12895807.8041371
"C19orf73",12895502.892688
"PAX1",12895462.4614526
"C18orf32",12894715.325861
"FRMD1",12893793.5495423
"NEK3",12893007.6672113
"HSFX1",12892639.3916146
"AGPAT4-IT1",12892628.9511153
"IL18RAP",12892601.4799902
"UGT3A2",12892557.9325218
"PAPPA2",12891945.8620146
"GPR20",12891766.1116299
"OR1D2",12890959.0791946
"AKR1D1",12890670.9188887
"ACSS3",12890262.1416888
"SLC26A11",12889671.5472496
"FCRL6",12889149.1019876
"SLC22A10",12889029.2475395
"OR1C1",12885797.9524024
"FAM83F",12884449.0636154
"g__Faecalibacterium",12883709.2954212
"s__Faecalibacterium prausnitzii",12883709.2954212
"FBXL12",12883153.5057323
"C1GALT1",12882327.6481367
"OR1L8",12881401.841243
"TACR1",12880931.4055479
"VWA5A",12880394.9131856
"CPNE6",12880261.8712909
"SSTR5",12879981.8904999
"GDF3",12879942.477369
"NCCRP1",12879729.7676699
"ENTPD2",12879284.9476242
"XRCC3",12879242.6287144
"OR4D10",12878938.3293552
"g__Dactylococcopsis",12878563.5086939
"s__Dactylococcopsis salina",12878563.5086939
"ZMYND15",12876878.9024595
"KRT2",12876199.6750649
"TIAF1",12875572.6962373
"NRP1",12875468.1487889
"GABRG3",12875145.9042693
"SGIP1",12874821.1280885
"s__Sphingomonas lacunae",12874780.9403363
"SOX8",12874686.9151436
"ORC1",12874598.7655988
"SLC6A11",12874444.2338567
"SORCS1",12874135.8218626
"ATP6V1G2",12873935.7092283
"OTX2",12873183.3111564
"DIRAS1",12873143.4232625
"OR52N1",12872672.0589412
"SATL1",12872451.0660714
"PLSCR2",12872363.4227525
"ACVR2B",12871784.7195721
"TGM4",12871613.0255154
"HEG1",12871509.8599651
"SPANXN3",12870516.6971624
"INA",12870253.4111131
"LGALS12",12870245.8079905
"SBK1",12870189.848474
"NAGS",12869188.0707365
"EGR2",12869054.0793632
"TDRD10",12868921.8661174
"KLHL14",12868444.6003082
"FAM163B",12868335.7280895
"C19orf71",12867725.2152565
"HIVEP3",12867302.5812943
"CSTL1",12867135.4379288
"EPS8L3",12866748.3966842
"IL15RA",12866691.0589131
"ASPRV1",12866549.6638353
"CNTN5",12866399.2877317
"OR51S1",12866342.744002
"NOL3",12866127.2072795
"PLXDC2",12865638.8182631
"MYBPHL",12865562.7094715
"s__Bacteroides luhongzhouii",12865072.8111495
"NPY1R",12864328.6299742
"KIF9",12863978.7747511
"C10orf82",12863960.8233356
"CACNG5",12863888.5968996
"CAMK2N2",12863739.2203629
"TMEM200C",12862549.6923829
"DPYSL5",12862277.5363551
"C1QA",12861295.6719344
"OR10H3",12860920.4199825
"CWH43",12860485.6391223
"FAM182A",12860183.5761407
"PPIAL4C",12859791.2134918
"VTCN1",12859729.7433179
"NUP210P1",12857807.7564136
"CHADL",12857752.8824026
"UGT1A5",12857729.2151335
"WDR27",12857727.0660011
"HIC2",12856934.3546251
"PNMA3",12856617.0849047
"GNMT",12856362.517072
"OR2B2",12855910.4719773
"SAMD13",12855558.6364128
"s__Delftia tsuruhatensis",12855462.6766385
"C9",12855166.9354848
"PLCB2",12854820.2215803
"MAGED4",12854692.8806991
"GYPB",12854420.76394
"C22orf46",12854164.7888505
"OR51I1",12853802.593903
"MEGF6",12852670.6593354
"ESCO2",12852665.9482876
"PNMT",12852491.0625161
"TMEM72",12851268.4218964
"C1QL4",12850265.3460711
"SNORD94",12849402.8221874
"CD300C",12848826.9220482
"OR2T8",12848702.7429223
"MPP2",12848587.7126629
"GUCY1B2",12848225.1560179
"FAM78B",12847325.9801915
"MAP4K1",12845970.4183173
"CDHR2",12845742.2439526
"CYP26A1",12845718.1737843
"GPR176",12845612.2857088
"s__Corynebacterium kroppenstedtii",12845196.9046541
"EEPD1",12844233.3932701
"C8orf87",12843617.8629637
"UCN",12843435.7612348
"RGS7BP",12843056.9195637
"SULT1C3",12841911.3717198
"WDR64",12841636.5300146
"TAC4",12840893.3530687
"STOML3",12840850.1439938
"IRX4",12840553.0675664
"THEG",12839937.7575239
"STEAP1B",12839888.5795202
"s__Fusobacterium pseudoperiodonticum",12839421.6234127
"CELA2B",12838019.0850803
"ACSBG2",12837361.5764802
"ERVV-2",12837317.8179369
"IZUMO1",12837194.8091405
"BARHL2",12836966.9081964
"PDE4D",12836505.5438798
"UGT2A3",12834696.8302226
"PHYHD1",12834677.3702984
"OR4A15",12833957.2990997
"SLITRK2",12833751.5002217
"CCNB1",12833168.3040618
"POU5F1B",12832583.8712734
"TRIM46",12832560.495108
"NYAP2",12831975.4472583
"s__Polynucleobacter necessarius",12831718.5168471
"TPPP2",12831599.3207683
"MIOX",12831527.1258784
"s__Rothia dentocariosa",12831106.015559
"GPR27",12830991.0228096
"RAD9B",12830819.5649698
"CC2D2B",12830738.862716
"SETBP1",12830398.8202842
"SPACA3",12830303.1402288
"s__Dechloromonas sp. HYN0024",12828836.6305845
"UBXN10",12828195.4586189
"LNP1",12827071.1412383
"PITX3",12827053.5007479
"PLCXD2",12826841.0353252
"MOCS1",12826759.6915204
"SYT3",12826626.8545097
"N4BP3",12826551.9983664
"PANX2",12826041.336015
"CASR",12825974.9318212
"S100A5",12825160.7221637
"PLA2G4D",12824946.8968107
"GNG13",12824926.6399473
"RXFP4",12824627.2176516
"COLQ",12824478.8812115
"SLN",12824253.1870458
"s__Actinosynnema pretiosum",12824206.1827323
"ACSM4",12823697.227555
"SLA2",12823601.6911926
"PSMF1",12823357.5106847
"TAS2R42",12823285.0472198
"SERTAD1",12823240.6775438
"SSX2IP",12823169.8175408
"NEUROD1",12823052.4836251
"SPTBN5",12822846.2304554
"MYF6",12822702.9775031
"GNG2",12822531.497181
"GIPC2",12822202.6936403
"TYR",12821843.8341985
"MMP23A",12821209.0438868
"SYNGR4",12821186.5373856
"SMTNL2",12820353.8379656
"MAD2L1",12819964.3008924
"DLX3",12819818.6485362
"ZNF771",12819470.5717262
"LRRN4",12819310.9037697
"UNC5D",12818434.3252046
"s__Hyphomicrobium nitrativorans",12818429.4396789
"SPINT3",12817230.0406486
"BTNL3",12816139.9089235
"OR7A5",12816005.170785
"ANKMY1",12815996.0242907
"TMEM229A",12815960.0663581
"PTCHD1",12815892.3760512
"KRT78",12815752.4858781
"KRTAP5-11",12815720.1770229
"TMIE",12815410.0990117
"RBMS3",12814801.4628907
"NLGN2",12813322.2525367
"PMCHL1",12812642.5745973
"TSC22D1-AS1",12812624.0012062
"GNG3",12812447.681841
"WDHD1",12812296.7715563
"RNASE3",12812230.3584381
"ARHGAP20",12811614.134105
"ZFP3",12810899.7173935
"TRIM22",12810700.7727792
"FBXO45",12810575.1286572
"CGB8",12809715.2918903
"VWCE",12809563.1362773
"PCDHB15",12809286.1035149
"VN1R5",12809112.8594585
"s__Pseudomonas alkylphenolica",12808961.3623463
"BDNF",12808934.164752
"TMEM217",12808294.7860428
"MAP3K8",12807702.102536
"PLEKHA4",12807664.6987888
"g__Denitrobacterium",12807631.8727187
"s__Denitrobacterium detoxificans",12807631.8727187
"DOCK2",12807275.4924809
"TPTE",12807121.1508442
"CSF3",12805282.6001027
"LINC00471",12804448.1593802
"ENPP2",12803709.9909746
"OCM",12803341.4469406
"OR2B11",12803325.0395496
"XKR7",12802973.0055713
"BCAR4",12802614.7671216
"LTK",12802178.2243598
"PTPRR",12801892.655574
"MGAT4A",12801301.9419378
"PLA2G2C",12801300.0138965
"EPX",12800996.6208376
"KLHDC7A",12800475.4075273
"PRSS33",12800173.3624767
"CR1L",12800131.5967284
"IRF5",12800063.845516
"UQCRHL",12799555.4730832
"PIK3R6",12799185.6396789
"GOLGA6D",12798997.5935533
"HSPA4L",12798997.1535177
"SIGLEC8",12798089.3365165
"KCNJ1",12797948.6300193
"P2RY14",12797274.1219126
"FOXO3B",12797192.2174219
"SLC25A15",12796558.7512697
"SHC2",12795776.3520204
"MEIG1",12795769.8988417
"CSMD1",12795641.4006069
"S100A4",12795162.1457947
"OLFM2",12792675.8248904
"OR4D2",12792418.3591132
"C20orf144",12792414.8472636
"GRM5",12792372.5782046
"FGF21",12791926.1902195
"PRCD",12791830.8626141
"NUAK2",12791399.0520003
"PODN",12790959.7254525
"ZNF589",12790888.6021134
"TMPRSS15",12789686.4552975
"TSPY8",12789540.0428477
"s__Clostridium acetobutylicum",12789313.2423667
"C3orf70",12788851.677467
"SLC34A3",12788519.175756
"ZNF679",12788491.6211776
"KLK7",12788472.3154504
"SPATA9",12787973.4015896
"ASPDH",12787935.626819
"g__Morganella",12787547.300385
"s__Morganella morganii",12787547.300385
"SNTG1",12787493.5834037
"NPW",12787487.496262
"LIPK",12787328.7649042
"s__Kocuria rhizophila",12787262.0262298
"INSRR",12787115.2104365
"PDE4A",12786857.1439865
"KRT74",12786685.935018
"RAB39B",12786598.2684326
"HPCA",12786071.0414922
"LINGO4",12785921.954688
"PRR9",12785630.3754871
"DNMBP-AS1",12785185.6521865
"g__Ereboglobus",12785160.1692955
"s__Ereboglobus luteus",12785160.1692955
"GOLGA6B",12785154.0975132
"SEMA3F",12784730.3627874
"GRIK4",12784613.1412788
"TM4SF18",12784365.4980867
"CALML6",12784186.9083811
"FAM43B",12783710.5749325
"NKX2-6",12782926.2744869
"APOA5",12781461.8405859
"OR1J2",12781323.7738607
"CPNE4",12781311.9879132
"CEP112",12780739.4403511
"TREX2",12780104.590248
"VASH1",12779569.0379193
"PLAUR",12779020.8470534
"CELA2A",12779001.425147
"ARMC3",12778313.357758
"ADM",12778271.836368
"g__Vitreoscilla",12778148.286518
"s__Vitreoscilla filiformis",12778148.286518
"NR2E1",12778032.0494164
"THBD",12777818.9493845
"OR2T2",12777180.0127367
"SDSL",12776947.1943317
"KCNIP1",12775122.1934572
"RASGEF1A",12774596.010042
"NFKBIZ",12773837.4194276
"PLBD1",12773584.4759046
"ADPRHL2",12773464.8896688
"OBP2B",12773392.7049775
"PKIB",12772755.2096843
"NPHP3",12772654.2778196
"s__Parabacteroides distasonis",12772356.7816202
"IL11",12772296.5243755
"TNIK",12772272.3005425
"IL36B",12772073.1856938
"BRSK2",12771610.7383194
"PRRG3",12771517.7359766
"MYOZ2",12771301.7601931
"OVOL1",12771023.5752395
"EPB42",12770697.144558
"FFAR1",12770679.908683
"FADS3",12770439.7799936
"RNF207",12770179.1033607
"FRMPD2",12769996.5575271
"FABP5",12769614.0740977
"KRT19P2",12769436.4743803
"s__Streptococcus sp. oral taxon 431",12769072.3135534
"LHCGR",12768946.5036313
"GIMAP8",12768867.7912406
"LRIT3",12768031.6540259
"ZNF697",12767910.0044804
"CA14",12767838.3704979
"IFIT1",12767374.0461344
"BMP3",12767108.5071783
"ALOX5",12766822.7689012
"LRRC4C",12765874.40854
"CCDC3",12765869.1121735
"TAC1",12764830.8240612
"CBR3-AS1",12764531.5782563
"RPS2P32",12764159.1633038
"SLC6A17",12764103.7360926
"ARHGAP25",12764067.9065632
"s__Clostridium sp. C1",12763491.8348631
"CACNA1G",12763480.9438681
"OR10H2",12763381.9682348
"GNA15",12763228.289778
"CATSPER2P1",12763003.9564454
"HDAC9",12762936.4165208
"OR6V1",12762910.1686167
"LRRC43",12762886.6183736
"CTAGE1",12762791.7007032
"PNPLA1",12762513.6573275
"BGLAP",12762236.9835236
"PLK5",12761095.2279349
"SLC22A13",12761030.7262306
"MLKL",12760478.3529075
"HOXC5",12760383.3998707
"VPS37D",12759923.678775
"C1orf220",12759448.6684815
"MARK1",12757820.5112091
"RDH12",12757737.9862269
"CTF1",12757390.4455114
"ZNF814",12757136.2486146
"SPINK9",12756777.3823855
"OR10H4",12756616.9248507
"EFEMP2",12756491.5007566
"VAX2",12756048.7456351
"FTHL17",12755821.6859398
"BAD",12755774.727454
"EPHA8",12755099.0889714
"LCE1D",12754338.7321762
"SLC30A3",12754334.825045
"AXDND1",12754050.1262698
"ZNF391",12753524.8753648
"s__Mycobacterium riyadhense",12753421.0705448
"HOXC12",12753398.6458248
"NEURL2",12753112.9368114
"RAG1",12753028.1845503
"KRTAP19-3",12752575.7301019
"FAM86C2P",12752451.5986537
"FOXD4L3",12752221.2506325
"TIFAB",12751670.1948638
"SAMD3",12751318.0895967
"OR6P1",12750604.5871201
"SLC7A3",12749607.6349894
"ZNF835",12749560.536327
"s__Leishmania donovani",12749454.9947352
"MESP2",12749324.3104974
"ARSD",12749249.6801318
"ZMAT4",12748993.1370072
"CTXN1",12748984.5110083
"SLC40A1",12748431.5015894
"FAM197Y5",12748136.9598678
"CALCB",12747594.7379815
"S100A9",12747064.049273
"SAMD4A",12746688.8884226
"ZNF107",12746054.6393317
"KRT3",12745627.1168744
"PRAMEF10",12745029.0311767
"MYO1G",12744623.4791547
"s__Prevotella ruminicola",12744224.7026923
"CT47A1",12744083.0138909
"IGFBP1",12743369.9667274
"COQ3",12743227.8168965
"AKR1C3",12743141.2893898
"TRAM2",12742765.409681
"ASPN",12742690.3967938
"s__Achromobacter xylosoxidans",12742587.2046562
"PDZRN3",12742286.011392
"OPRD1",12742215.2637281
"g__Andhravirus",12741644.5468022
"PDIA2",12741501.3990455
"SNHG7",12739686.1149528
"TMEM88B",12739493.4430902
"ZNF132",12739319.1333157
"ARHGAP42",12738898.2327911
"C17orf82",12738807.5060392
"P4HA3",12738449.4772215
"AJAP1",12738211.1578537
"MYO5C",12738089.6510592
"KLRG1",12738028.2318348
"TM4SF1",12737799.8582835
"NTSR1",12737715.9984406
"CHAT",12737497.5329554
"TSPEAR",12737219.0434499
"SERPINB12",12736823.7081554
"SCARNA4",12736587.2365887
"RGMB",12736507.0036484
"BCL11B",12736198.1160388
"NKX2-8",12734948.7805428
"HTN1",12734737.0666209
"PRC1",12734690.2181104
"ITM2C",12734174.3523834
"SIGLEC9",12734163.1230567
"MAML3",12733803.0405434
"SYT7",12733629.3686299
"FGD3",12731786.763695
"NFASC",12731462.4377896
"LENEP",12730207.8766974
"GHRHR",12729998.5208544
"OR2AG1",12729591.2462507
"NR5A2",12728978.9091583
"CCDC65",12728939.3497191
"LCORL",12728358.2794492
"MYT1",12727190.8107741
"ENKUR",12726562.0556192
"DDX60L",12726236.1918009
"FGF8",12726101.1157543
"OVCH2",12725190.05808
"SCG3",12724625.0282345
"SAA3P",12724496.9762231
"ZNF280A",12724000.3235663
"CRNDE",12723984.4714159
"s__Fusobacterium sp. NSJ-57",12723556.7545421
"CRX",12723178.3562552
"XCR1",12722904.1686839
"ANP32C",12722820.7258297
"LURAP1",12722175.3612206
"g__Odoribacter",12722148.7522693
"s__Odoribacter splanchnicus",12722148.7522693
"KCNC1",12721962.3105206
"SPRR4",12721936.394406
"BTBD19",12721731.9029563
"OR52L1",12721403.1350006
"ISG15",12721115.6619344
"TMEM47",12721079.9681569
"GRAMD1B",12720479.8188748
"TACR2",12720446.2938132
"CD14",12720214.0279193
"CNTD1",12719011.3011654
"WDR31",12717863.9884946
"SPINK7",12717384.9890948
"ADRA1A",12717218.8622504
"MIXL1",12716649.6904589
"ECHDC2",12716566.5691275
"PRSS56",12716170.3052108
"ARHGAP24",12716137.5554691
"LINC00460",12715335.200014
"CDH10",12714771.5657492
"C1QL2",12714265.7726133
"g__Solibaculum",12714115.2102054
"s__Solibaculum mannosilyticum",12714115.2102054
"FANCE",12713064.1693864
"OR51G2",12712470.482735
"LOC100131635",12712440.2523519
"OXCT1",12712194.9079838
"NAPB",12711798.1889992
"OR9G1",12711578.8491688
"CYB561D2",12710911.7588359
"OR5AP2",12710646.652004
"CHST14",12710643.4033385
"s__Sphingomonas sp. Cra20",12710388.3587718
"ELAVL2",12709772.284293
"SLURP1",12709302.147178
"TAAR2",12709157.5278086
"CSRP3",12709150.7117609
"AQP12A",12709140.0174895
"MUSK",12708900.9345885
"APCDD1L",12708142.4902046
"PZP",12707696.2430911
"CHP2",12706792.4374618
"GPR148",12705189.4209421
"FMO9P",12705169.5361811
"GPR19",12705088.9342721
"RASAL1",12704421.0619543
"PIPSL",12703991.5142604
"FOXI3",12703723.3527071
"ZNF503-AS1",12703322.2178863
"PLLP",12703167.8259976
"SLC24A2",12703125.6052457
"FIGN",12702945.7411685
"OR10P1",12702801.8629828
"DHCR24",12702590.7267137
"f__unclassified-g__Massilistercora",12702209.3805074
"g__Massilistercora",12702209.3805074
"s__Massilistercora timonensis",12702209.3805074
"OR2M2",12701802.8521561
"CABP7",12700974.1796339
"C3orf18",12700772.160314
"s__Achromobacter deleyi",12700285.0852236
"TCF7",12699683.4138008
"CGB7",12699458.8916629
"PTGFR",12699204.7525825
"FXYD7",12698813.1233752
"ACTL6B",12698729.972471
"LCE2C",12697878.304107
"GPR157",12697812.0249406
"FAM3D",12697265.792293
"F13A1",12696338.8508075
"KCNQ4",12696325.7592792
"FRMD4A",12696038.5663049
"MSTN",12694913.5940748
"RSPH10B2",12693972.0428196
"TMEM169",12693897.8755144
"DBNDD1",12693684.1065632
"TAS2R40",12693086.4651124
"s__Prevotella sp. oral taxon 299",12692749.3958113
"WNT7A",12692300.372885
"DYRK3",12692209.0441087
"TBX22",12691422.1738272
"DYNC2H1",12691411.6512163
"RSPO2",12691410.049173
"TEX12",12691228.8867051
"FAM71D",12690583.5095987
"TAAR1",12690483.8564387
"RMI2",12690435.3071151
"ZNF608",12689205.7980297
"EFNB3",12688556.5528546
"g__Lacibacter",12687581.6189053
"s__Lacibacter sp. S13-6-6",12687581.6189053
"DGCR5",12687491.1765674
"PKIA",12687320.4148467
"ABCG5",12687198.9038928
"FER1L4",12685265.2566617
"VPREB1",12684843.8262234
"CCIN",12684538.722708
"s__Staphylococcus pasteuri",12684444.1858688
"PRAMEF5",12683984.3875672
"OR4F17",12683768.8397237
"C9orf152",12683483.2535724
"SLC16A14",12683389.8852472
"GLS2",12682985.1401471
"s__Veillonella parvula",12682905.4770482
"C11orf21",12682816.0563137
"ALX1",12681856.0059089
"ZNF716",12681448.2224561
"ANKRD6",12681282.0485394
"GLYATL1",12681205.9116228
"WFDC3",12680674.9451493
"HTR3C",12680623.9734687
"MID2",12680623.3645524
"g__Selenomonas",12679760.8303488
"s__Selenomonas ruminantium",12679760.8303488
"KIAA1522",12679673.0593873
"TANC2",12679058.1791285
"OR1N2",12678937.9282313
"ANKRD20A1",12678923.4364648
"GRK4",12678231.2913038
"s__Nitrospira sp. KM1",12677316.0266239
"NRP2",12677273.9594944
"MOGAT1",12676775.5663363
"MAPK8IP3",12676140.157011
"SLC44A3",12676092.1288894
"CASP14",12675700.2556605
"FZD5",12675650.895182
"LCE2B",12675521.3070128
"SSTR2",12675053.4411139
"CNGB1",12674321.108878
"KNDC1",12674302.4925197
"TFPI",12674181.0306933
"EFCAB2",12673962.7477661
"GGN",12673909.2055554
"CCKAR",12673787.7688906
"FOXD4L1",12673611.9973524
"s__Rhodobacter sp. N10",12673366.9981324
"GPR6",12672978.3842589
"IL17F",12672935.0041737
"HBQ1",12672808.4068632
"GJB4",12672782.4383124
"SPZ1",12672259.5859052
"MS4A5",12671574.6451818
"CCDC85C",12670965.1518987
"OTC",12670885.3950446
"MRPL49",12670755.8983407
"DBX1",12670694.4016196
"TMEM86B",12670690.9951076
"GPR161",12669345.3323612
"AMHR2",12668862.0387963
"KLHDC8A",12668632.1107479
"ANKRD20A2",12667915.0050132
"MYPOP",12667558.1967363
"RDH16",12667289.322222
"TMEM74",12667198.1224731
"CLCN1",12666363.1547896
"C1orf141",12665540.5397415
"RASL12",12664420.2846479
"GPRIN1",12664303.5682547
"ARHGAP40",12663798.8410665
"TRIM7",12663737.1798168
"TNP1",12663511.6564425
"MFGE8",12663200.7537986
"PDE6G",12663178.8090518
"KLHL32",12662956.6001097
"FBXO15",12662780.4713098
"C6orf223",12662331.9042835
"BMP1",12661923.9172382
"ZAN",12661770.8408118
"PRM3",12661633.2449171
"CXCR3",12661413.1815782
"HOTAIRM1",12661010.4822173
"KLF4",12660841.8903639
"OR52B6",12660649.5163241
"s__Streptomyces tuirus",12660607.5583696
"GRIN3B",12660566.2033062
"OR4K5",12660541.1227566
"SOAT2",12660493.0746293
"EME2",12660453.2426994
"WDR49",12660332.2619209
"ZBTB32",12659196.2804285
"TLR8",12658709.5794807
"TLR10",12658685.00916
"F9",12657756.998313
"GLT8D2",12656717.1072844
"SLC31A2",12656211.9506079
"VSTM5",12655678.4145748
"PKHD1L1",12655519.5954415
"OR51B2",12655417.9632251
"PGLYRP2",12655166.7115521
"VTN",12655104.6300473
"POU3F3",12654863.6742006
"HBE1",12654804.7983004
"SNPH",12654437.2905218
"RNF113B",12654385.290511
"s__Streptococcus dysgalactiae",12653746.4327279
"LIMS2",12653343.7339082
"CRHBP",12653295.3806613
"MAP6D1",12652783.7347021
"GPSM1",12652323.553236
"C6orf141",12652276.9117028
"ANKRD19P",12652115.7502525
"OR5A2",12651534.1323137
"GJA8",12651196.6489404
"CYP4F8",12650940.2541336
"MYRIP",12650908.1503347
"TMEM86A",12650699.5402507
"CDX2",12648469.2011627
"PDGFA",12648147.1157853
"FITM2",12648095.3429348
"s__Leptotrichia sp. oral taxon 221",12647874.2360488
"GLYAT",12647792.4692771
"s__Bacteroides intestinalis",12647717.1623432
"RPTN",12647665.587872
"THPO",12647522.9010805
"BSX",12647491.5255173
"COMMD8",12646709.7377803
"CYP2A13",12646591.5488308
"TMEM132C",12646377.3190663
"EDAR",12646281.5318739
"DSG4",12645945.37195
"AMTN",12645082.7360206
"PRAM1",12644533.843762
"IL22RA1",12643914.9808491
"MNX1",12643346.9579498
"ADIPOQ",12643130.2091792
"PLA2G3",12642609.8111368
"FNDC5",12641504.0379707
"MAGEB1",12641390.3426572
"SLC22A14",12641293.086812
"OR52N2",12641011.3718281
"FABP9",12640965.5199716
"OR56A5",12640638.8857487
"HBM",12640107.8667255
"IFI27L2",12639868.3383202
"LIME1",12639591.1763311
"IL1RL1",12639190.1875184
"PROK1",12639088.1035634
"AGPAT4",12639001.0744941
"HRH3",12638665.8254434
"FGF17",12638214.5445237
"ARHGAP30",12637753.297103
"NPTXR",12637222.4711408
"SLC16A3",12636881.6467355
"EXO1",12636520.7315214
"CYB5RL",12636473.8946668
"OSBPL3",12635881.8611841
"GSDMA",12635624.9266319
"CLDN7",12635360.5893497
"C8orf48",12635225.4513999
