"node","betweencent"
"ARX",0
"AS3MT",0
"ASAH2",23.1666666666667
"ASAH2B",0
"ASAP3",3968.49166666667
"ASB10",137590.344412532
"f__Chroococcaceae",0
"s__[Ruminococcus] gnavus",0
"s__Gardnerella vaginalis",6187.31652141718
"ASB11",9606.98333333333
"g__Pontibacter",0
"ASB12",97
"ASB13",4422.375
"ASB14",21
"ASB15",222.583333333333
"ASB16",26.6
"ASB17",610.583333333333
"ASB18",471.533333333333
"ASB2",0
"ASB3",1849.08333333333
"o__Piroplasmida",0
"ASB4",0
"ASB5",0
"ASB9",0
"ASCL1",0
"ASCL2",0
"ASCL3",0
"s__Kocuria rhizophila",1598.90833333333
"ASF1B",0
"ASGR1",0
"ASGR2",0
"ASIP",0
"ASMT",0
"ASPA",0
"ASPDH",0
"ASPG",0
"ASPH",322.75
"ASPHD1",0
"ASPHD2",1499.11666666667
"ASPM",0
"ASPN",0
"ASPRV1",0
"ASRGL1",2
"ASS1",2148.08333333333
"ASTL",0
"ASTN1",0
"ASTN2",644.291666666667
"ASXL3",0
"ASZ1",2617.43214285714
"ATAD3C",208.875
"ATAD5",142191.064718615
"ATCAY",0
"ATF3",106
"ATF5",1912.15833333333
"ATF7IP2",1889.58333333333
"LOC442497",59383.0190476189
"LOC541473",5
"LOC554206",0
"LOC574538",54454.6948773447
"LOC613038",0
"LOC641367",3200.16666666667
"LOC642361",3574.99166666667
"LOC643201",60920.1053373914
"s__Stenotrophomonas sp. 364",0
"LOC643802",0
"LOC644656",1695.1
"LOC644669",32313.4155228759
"c__Tissierellia",0
"o__Tissierellales",0
"f__Peptoniphilaceae",0
"LOC645513",1031.16666666667
"LOC646938",37.6666666666667
"LOC648987",2011.725
"LOC653160",857.291666666666
"LOC653653",7013.00833333334
"LOC729603",136.083333333333
"LOC730101",301.166666666667
"LOC730668",252796.623509253
"f__Halothiobacillaceae",0
"g__Halothiobacillus",0
"s__Candidatus Nitrosoglobus terrae",0
"s__Halothiobacillus sp. LS2",0
"LOC93622",6828.85
"LOH12CR2",0
"LONRF2",0
"LONRF3",0
"LOR",507.666666666667
"s__Leptotrichia wadei",1165.06547619048
"LOX",0
"LOXHD1",0
"LOXL1",3
"LOXL2",1748.75
"LOXL3",102744.930627706
"LOXL4",0
"LPA",0
"LPAL2",0
"LPAR1",0
"LPAR2",0
"LPAR3",0
"LPAR4",208.25
"LPAR5",15.25
"LPAR6",780.291666666667
"LPCAT1",3289.44285714286
"LPCAT2",1160
"LPIN3",2
"LPL",0
"LPO",0
"LPP-AS2",19877.5607142857
"LPXN",9440.46388888889
"LRAT",0
"LRCH2",0
"LRFN1",0
"LRFN2",29
"LRFN3",2155
"LRFN4",45542.2000000001
"LRFN5",0
"LRG1",1
"LRGUK",0
"LRIG1",585.166666666667
"LRIG3",9914.28333333333
"o__Desulfovibrionales",0
"f__Desulfovibrionaceae",0
"LRIT1",190792.60741342
"g__Thermothielavioides",0
"s__Thermothielavioides terrestris",0
"LRIT3",5771.64047619048
"LRMP",27.25
"LRP12",0
"LRP1B",0
"LRP2",0
"LRP2BP",1524.25
"s__Corynebacterium epidermidicanis",0
"LRP3",26.5
"LRP4",0
"LRP5",420.5
"s__Kocuria flava",0
"LRP5L",221.5
"LRP8",419.625
"LRR1",831.5
"LRRC1",1453.75
"LRRC10B",79
"LRRC14B",0
"LRRC15",0
"LRRC17",0
"LRRC18",0
"LRRC19",39
"LRRC2",235.891666666667
"LRRC20",0
"LRRC24",285.916666666667
"LRRC25",387.916666666667
"s__Erysipelothrix inopinata",0
"LRRC26",0
"LRRC29",0
"LRRC3",1136.66666666667
"LRRC30",5310.85119047619
"s__Clostridium gasigenes",0
"LRRC31",0
"LRRC32",24
"LRRC34",412.5
"LRRC36",0
"LRRC38",0
"LRRC39",13118
"LRRC3B",0
"LRRC3C",3899.42977855478
"LRRC4",0
"LRRC43",0
"LRRC46",0
"LRRC49",482.166666666667
"LRRC4B",0
"LRRC4C",0
"LRRC52",0
"LRRC55",2331.16666666667
"LRRC56",5912.625
"LRRC6",0
"LRRC61",0
"LRRC66",0
"LRRC69",766
"LRRC7",0
"LRRC70",240.666666666667
"LRRC71",0
"LRRC73",0
"LRRC8C",1952.20119047619
"LRRC8E",0
"LRRD1",5335.34166666667
"LRRIQ1",0
"LRRIQ3",6936.70833333333
"LRRIQ4",0
"LRRK1",682.166666666667
"LRRK2",0
"LRRN1",0
"LRRN2",0
"LRRN3",1
"LRRN4",0
"LRRN4CL",128.666666666667
"LRRTM1",0
"LRRTM2",16.75
"LRRTM3",0
"LRRTM4",0
"LRTM1",0
"LRTM2",20360.2047619048
"LSAMP",0
"LSM11",54032.976190476
"LSP1",0
"LSR",3798.17142857143
"LST1",0
"LTA",0
"LTB",0
"LTB4R",1502.46666666667
"LTB4R2",634.408333333333
"LTBP1",400.083333333333
"LTBP2",34.9166666666667
"LTBP3",14459.2916666667
"LTBP4",0
"LTC4S",48.75
"LTF",0
"LTK",0
"LUM",0
"LURAP1",2129.18333333333
"LURAP1L",0
"LUZP2",0
"LUZP4",0
"LXN",80.5833333333333
"LY6D",0
"LY6E",192.916666666667
"LY6G5B",0
"LY6G5C",0
"LY6G6C",0
"LY6G6D",0
"LY6G6F",752.833333333333
"LY6H",4
"LY6K",0
"LY75",0
"LY75-CD302",1009
"LY86",0
"LY9",352.5
"LY96",113
"LYG1",1013.33333333333
"LYG2",230
"LYL1",984.5
"LYN",3472.23571428571
"LYNX1",0
"LYPD1",0
"LYPD2",0
"LYPD3",0
"LYPD5",0
"LYPD6",0
"LYPD6B",0
"LYRM1",462.916666666667
"g__Pandoraea",0
"LYRM7",19988.5916666667
"LYSMD2",28.5833333333333
"LYSMD4",2231.80952380952
"LYVE1",0
"LYZ",11.25
"LYZL1",5543.81127344877
"s__Burkholderia pseudomallei",655040.824794651
"LYZL2",117.166666666667
"s__Leishmania mexicana",343.75
"LYZL4",2381.45416666667
"LZTS1",2773.825
"MAB21L1",0
"g__Lactococcus",0
"MAB21L2",31.25
"MAB21L3",0
"MACC1",0
"MACROD1",2507.5
"MACROD2",0
"MAD1L1",13178.5
"MAD2L1",20295.4178571429
"MAD2L1BP",18455.4031746032
"MAD2L2",336.358333333333
"MADCAM1",0
"MAEL",0
"MAF",49991.129563492
"MAFA",0
"MAFB",1820.29166666667
"MAFF",2507.91666666667
"MAFG",56119.9047619047
"o__unclassified-s__endosymbiont of unidentified scaly snail isolate Monju",0
"f__unclassified-s__endosymbiont of unidentified scaly snail isolate Monju",0
"g__unclassified-s__endosymbiont of unidentified scaly snail isolate Monju",0
"s__endosymbiont of unidentified scaly snail isolate Monju",0
"MAFK",31635.8833333333
"MAG",0
"MAGEA1",0
"MAGEA10",0
"MAGEA10-MAGEA5",712754.716365278
"g__Rhodocytophaga",0
"s__Rhodocytophaga rosea",0
"MAGEA11",0
"s__Anaerococcus prevotii",0
"MAGEA12",0
"MAGEA2",12
"MAGEA2B",0
"MAGEA3",0
"MAGEA4",0
"MAGEA6",0
"MAGEA8",0
"MAGEA9",0
"MAGEA9B",778581.889010051
"MAGEB1",0
"MAGEB10",499.166666666667
"MAGEB16",6234.19166666667
"s__Pseudomonas aeruginosa",222.166666666667
"MAGEB2",0
"MAGEB6",13.8333333333333
"MAGEC1",0
"MAGEC2",0
"MAGEC3",0
"MAGED4",0
"MAGED4B",0
"MAGEE1",8
"MAGEE2",489.25
"MAGEH1",1967.80833333333
"MAGEL2",0
"MAGI2",0
"MAGI2-AS3",420.6
"MAGIX",118
"MAGOHB",42.25
"MAK",5935.16666666667
"f__Eubacteriaceae",0
"g__Eubacterium",0
"MAL",0
"MAL2",0
"MALAT1",0
"MALL",0
"MAMDC2",0
"MAMDC4",597
"MAML3",1361
"MAMLD1",16
"MAMSTR",0
"MAN1A1",252.416666666667
"MAN1C1",206.75
"MANEA",5082.26590909091
"MANEAL",0
"MANSC1",6552.68333333333
"MANSC4",10
"MAOA",0
"MAOB",0
"MAP1A",196.791666666667
"MAP1B",0
"MAP1LC3A",2406.69761904762
"MAP1LC3B2",1
"MAP1LC3C",0
"MAP2",0
"MAP2K6",0
"MAP3K12",0
"MAP3K15",3653.31666666667
"MAP3K6",16733.9214285714
"MAP3K8",2472.03333333333
"MAP3K9",6
"MAP4K1",0
"MAP6",0
"MAP6D1",725.280555555555
"MAP7",0
"MAP7D2",0
"MAP7D3",53433.7196969697
"MAP9",0
"MAPK10",0
"MAPK11",21829.9333333333
"MAPK12",0
"MAPK13",2604.58095238095
"MAPK15",0
"MAPK4",0
"MAPK8",123890.520650183
"o__Chromatiales",0
"MAPK8IP1",0
"MAPK8IP2",0
"MAPK8IP3",2503.83333333333
"MAPKBP1",135895.889949634
"s__Dysgonomonas sp. HDW5B",0
"MAPRE3",4256.25
"MAPT",0
"MARC1",0
"MARC2",37.5
"MARCKSL1",1586.35833333333
"MARCO",0
"MARK1",0
"MARS2",1801.375
"c__Erysipelotrichia",0
"o__Erysipelotrichales",0
"MARVELD1",109.666666666667
"MARVELD2",0
"MARVELD3",1148.08333333333
"MAS1",0
"MAS1L",1
"MASP1",0
"MASP2",0
"MAST1",0
"MAST4",10693.7202380952
"g__Plantactinospora",0
"MAT1A",0
"MATK",0
"MATN1",27036.6171568628
"MATN2",0
"MATN3",0
"MATN4",0
"MB",0
"MB21D2",75.1666666666667
"MBD1",130891.705952381
"MBD3L2",16
"MBD3L3",4.5
"MBD3L4",57.5
"s__Fusobacterium varium",0
"MBD3L5",2235.54166666667
"MBIP",44685.8666666666
"MBL1P",46951.8063131313
"MBL2",5
"s__Corynebacterium tuberculostearicum",1481.55952380952
"MBLAC1",2121.91666666667
"MBLAC2",4033.83333333333
"MBNL1",102.458333333333
"MBNL3",55062.7011904762
"MBOAT1",186113.101388888
"MBOAT2",8019.97083333333
"MBOAT4",0
"MBP",0
"MC1R",0
"MC2R",6
"MC3R",13.25
"MC4R",0
"MC5R",24.25
"MCAM",54.25
"MCC",15182.8282377345
"MCCD1",0
"MCF2",0
"k__Pararnavirae",0
"p__Artverviricota",0
"c__Revtraviricetes",0
"o__Ortervirales",0
"f__Retroviridae",0
"g__Gammaretrovirus",0
"MCF2L",0
"MCF2L2",257.042857142857
"MCHR1",0
"MCHR2",33080.6892579646
"MCM10",0
"MCM2",224
"MCM3AP-AS1",1776.30833333333
"MCOLN2",0
"MCOLN3",0
"MCTP1",0
"MCTP2",0
"MDFI",0
"MDFIC",8650.09954212454
"MDGA1",0
"MDGA2",0
"MDH1B",0
"MDK",0
"MDM2",1078.66666666667
"MDP1",615.75
"MDS2",0
"ME1",200.75
"ME3",7954.55833333334
"MECOM",903.979761904762
"MED12L",1
"MED30",17382.3833333333
"MED31",1001.79166666667
"MED9",72
"MEF2C",10199.7083333333
"MEFV",0
"MEG3",0
"MEGF10",0
"MEGF11",1628.96666666667
"MEGF6",0
"MEGF8",161839.193822624
"MEGF9",10813.0583333333
"MEI1",0
"MEIG1",0
"MEIS1",51.6666666666667
"MEIS2",0
"MEIS3",60.8333333333333
"MELK",0
"MEOX1",182.8
"MEOX2",0
"MEP1A",0
"MEP1B",0
"MEPE",0
"MESP1",0
"MESP2",0
"MEST",0
"MET",1
"METAP1D",8404.13333333334
"METRN",0
"METRNL",3
"METTL1",39.25
"METTL11B",0
"METTL18",106
"METTL21A",142.333333333333
"METTL21C",37
"METTL24",0
"METTL7A",13028.4083333333
"METTL7B",0
"MEX3A",0
"MEX3B",0
"MFAP2",0
"MFAP3L",0
"MFAP4",0
"MFAP5",0
"MFGE8",62.25
"MFNG",183.5
"MFSD2A",0
"MFSD2B",227.166666666667
"MFSD3",0
"MFSD6",134.416666666667
"MFSD6L",0
"MFSD9",268.033333333333
"MGAM",2
"MGAT3",0
"MGAT4A",17279.883234127
"MGAT4C",0
"MGAT5B",0
"MGC12916",34666.9880952381
"s__Sphingomonas sanxanigenens",0
"MGC15885",1148.54166666667
"MGC16275",45675.1080232267
"ATG16L2",2345.18095238095
"ATG9B",0
"ATL1",38.5
"ATOH1",0
"ATOH7",37186.1826330532
"s__Corynebacterium diphtheriae",0
"ATOH8",887.249999999998
"ATOX1",302.25
"ATP10A",0
"ATP10B",0
"ATP11A",12932.8464285714
"ATP12A",0
"ATP13A4",0
"ATP13A5",0
"ATP1A2",0
"ATP1A3",0
"ATP1A4",26
"ATP1B1",0
"ATP1B2",0
"ATP1B4",6434.95674603175
"ATP2A1",0
"ATP2A3",0
"ATP2B2",0
"ATP2B3",0
"ATP2C2",0
"ATP4A",14
"ATP4B",0
"ATP6AP1L",1554.16666666667
"ATP6V0A4",0
"ATP6V0D2",0
"ATP6V0E2",0
"ATP6V1B1",0
"ATP6V1C2",0
"ATP6V1E2",7453.225
"ATP6V1G2",0
"MGLL",387.125
"o__Myxococcales",0
"MGMT",39382.5524406149
"MGP",0
"MGST1",0
"MIA",0
"MIA2",0
"MIAT",211.4
"MICA",19014.35
"MICAL2",5328.225
"s__Kocuria indica",0
"MICALL1",14670.25
"MICALL2",41909.4261904762
"MICB",0
"MID1",1862.15833333333
"MID1IP1",0
"MID2",3238.16666666667
"MILR1",146.75
"MIOX",0
"MIP",31453.6963869464
"MIPOL1",1053.23122710623
"MIR100",2
"s__Pasteurella multocida",1738.95
"MIR100HG",0
"MIR101-2",21
"s__Streptomyces murinus",1472.6
"MIR1185-1",0
"s__Acinetobacter baumannii",5284.65847338936
"MIR1185-2",1
"MIR1207",0
"MIR1225",155.1
"MIR1231",0
"MIR1233-2",0
"MIR1238",16
"MIR1250",0
"MIR126",86.5
"g__Pasteurella",0
"MIR1262",0
"MIR1272",8810.27619047619
"k__unclassified-p__Fornicata",0
"p__Fornicata",0
"c__unclassified-o__Diplomonadida",0
"o__Diplomonadida",0
"f__Hexamitidae",0
"g__Giardia",0
"s__Giardia intestinalis",0
"MIR1275",4
"MIR128-1",78
"MIR1284",0
"MIR1289-2",0
"MIR1291",0
"MIR1296",1
"MIR1305",73
"MIR132",33.6666666666667
"f__Halieaceae",0
"MIR135A1",0
"MIR135B",0
"MIR137HG",15233.0726190476
"MIR148B",231.87380952381
"MIR155HG",1773.67857142857
"MIR15B",13295.0833333333
"c__Leotiomycetes",0
"o__Helotiales",0
"f__Sclerotiniaceae",0
"g__Botrytis",0
"s__Botrytis cinerea",0
"MIR17HG",63648.7797619046
"MIR181A2",0
"MIR181A2HG",1432.66666666667
"MIR181B2",0
"MIR181C",15
"MIR193A",147484.113095238
"o__Cryptomonadales",0
"f__Chaetomiaceae",0
"f__Hemiselmidaceae",0
"g__Gorganvirus",0
"g__Hemiselmis",0
"g__Orientia",0
"g__unclassified-s__Vibrio phage ValB1MD-2",338.291666666667
"s__Acinetobacter calcoaceticus",0
"s__Bacillus cereus",96
"s__Hemiselmis andersenii",0
"s__Orientia tsutsugamushi",0
"s__Plasmodium vivax",0
"s__Proteus virus Isfahan",0
"s__Sphingobacterium sp. dk4302",0
"s__Vibrio phage ValB1MD-2",338.291666666667
"MIR196A2",159.416666666667
"MIR199A1",1
"MIR199A2",0
"MIR199B",11333.8166666667
"MIR200A",0
"MIR200B",2190.725
"MIR205HG",0
"MIR210",0
"MIR210HG",4908.76944444445
"MIR212",0
"MIR215",0
"MIR216A",1229.23809523809
"MIR217",3773.85952380953
"MIR218-1",1
"MIR221",46
"MIR222",0
"MIR22HG",15572.7916666667
"MIR23B",1376.36666666667
"MIR25",0
"MIR26A2",0
"MIR27B",36
"MIR301A",13193.5
"MIR31HG",0
"MIR320A",0
"MIR320B1",1854.70833333333
"MIR320C1",0
"MIR329-1",7
"MIR329-2",0
"MIR340",0
"MIR3609",22299.6388888889
"g__Dickeya",0
"MIR3661",0
"MIR411",6
"MIR412",163.916666666667
"MIR421",0
"MIR4257",0
"MIR4281",264
"c__Schizosaccharomycetes",0.8
"o__Schizosaccharomycetales",0.8
"f__Schizosaccharomycetaceae",0.8
"g__Schizosaccharomyces",0.8
"s__Fusarium venenatum",8
"s__Schizosaccharomyces pombe",0.8
"MIR450A2",4.16666666666667
"MIR4516",0
"MIR454",0
"MIR455",0
"MIR4648",42796.4405929039
"k__unclassified-c__Cryptophyceae",0
"p__unclassified-c__Cryptophyceae",0
"c__Agaricomycetes",0
"c__Cryptophyceae",0
"o__Agaricales",0
"o__Glomerellales",0
"o__Pyrenomonadales",20.8666666666667
"f__Clavicipitaceae",0
"f__Geminigeraceae",20.8666666666667
"f__Glomerellaceae",0
"f__Marasmiaceae",0
"g__Colletotrichum",0
"g__Guillardia",20.8666666666667
"g__Marasmius",0
"g__Ustilaginoidea",68.5
"s__Colletotrichum higginsianum",0
"s__Guillardia theta",20.8666666666667
"s__Marasmius oreades",0
"s__Ustilaginoidea virens",68.5
"MIR4685",54953.0416666668
"f__Sordariaceae",0
"g__Brettanomyces",0
"g__Neurospora",0
"g__Pichia",0
"s__Brettanomyces nanus",156
"s__Neurospora crassa",0
"s__Pichia kudriavzevii",0
"MIR4728",44858.7273809524
"MIR4737",319.934523809524
"MIR4742",0
"MIR4743",7
"MIR493",5.25
"MIR497HG",168.25
"MIR499A",0
"MIR506",0
"ATP6V1G2-DDX39B",0
"ATP6V1G3",420
"ATP7B",7945.67976190476
"ATP8A1",315.5
"ATP8A2",0
"ATP8B1",3767.51666666667
"ATP8B2",5823.75
"ATP8B3",1598.91666666667
"ATP8B4",297.166666666667
"ATP8B5P",13336.0833333333
"s__Acinetobacter cumulans",0
"s__Comamonas piscis",0
"ATP9A",269.616666666667
"ATRNL1",0
"ATXN3L",497.616666666667
"ATXN7L2",21417.7702380952
"AURKA",0
"AURKB",0
"AURKC",1976.39285714286
"AUTS2",903.416666666667
"AVIL",0
"AVP",631.416666666667
"g__Pontimonas",0
"s__Pontimonas salivibrio",0
"AVPI1",0
"AVPR1A",0
"AVPR1B",35.5
"AVPR2",8
"AWAT1",0
"AWAT2",22976.2432539682
"AXDND1",2807
"AXIN2",1
"AXL",1670.41666666667
"AZGP1",0
"AZGP1P1",0
"AZU1",7
"B3GALNT1",43.6666666666667
"B3GALT1",0
"B3GALT2",0
"B3GALT4",0
"B3GALT5",0
"B3GALT6",97.25
"B3GAT1",0
"B3GAT2",5507.20833333333
"B3GNT3",0
"B3GNT4",0
"B3GNT5",0
"B3GNT6",0
"B3GNT7",0
"B3GNT8",5
"B3GNT9",4578.975
"B3GNTL1",1664.3
"B4GALNT1",0
"B4GALNT2",0
"B4GALNT3",0
"B4GALNT4",0
"B4GALT2",0
"B4GALT6",0
"B9D1",2
"MIR545",0
"MIR548I1",0
"MIR548I2",0
"MIR548I3",0
"MIR548J",16.625
"MIR548K",0
"MIR548N",0
"MIR550A2",7
"MIR550A3",493.083333333333
"MIR551B",127044.123809524
"MIR554",0
"MIR557",0
"MIR558",0
"MIR561",0
"MIR563",77431.4657563025
"MIR567",65.5
"MIR569",0
"MIR570",13371.9166666667
"s__Corynebacterium lizhenjunii",0
"s__Pseudomonas umsongensis",0
"s__Streptococcus lactarius",0
"MIR572",400835.776190476
"c__Ustilaginomycetes",0
"o__Sordariales",0
"o__Ustilaginales",0
"f__Nectriaceae",0
"f__Ustilaginaceae",0
"g__Fusarium",0
"MIR573",0
"MIR575",0
"MIR581",0
"MIR589",0
"MIR590",0
"MIR591",0
"MIR592",86.2833333333333
"MIR593",0
"MIR595",0
"MIR597",0
"MIR598",1
"MIR599",0
"MIR600HG",189
"MIR601",0
"MIR604",0
"MIR605",273.583333333333
"MIR608",0
"MIR613",0
"MIR617",0
"MIR621",0
"MIR623",0
"MIR624",0
"MIR626",0
"MIR634",0
"MIR635",0
"MIR643",23490.2547619048
"MIR644A",0
"MIR645",0
"MIR647",1
"MIR648",0
"MIR651",10233.3166666667
"MIR654",0
"MIR657",16436.1464285714
"MIR659",14.25
"MIR661",13132
"s__Corynebacterium sp. 1864",0
"MIR663B",0
"MIR7-3HG",0
"MIR760",39377
"s__Sphingomonas sp. XS-10",0
"MIR765",0
"MIR766",0
"MIR769",4
"MIR770",824.5
"MIR921",10
"MIR938",0
"MIR941-4",0
"MIRLET7BHG",42
"MIRLET7D",0
"MIRLET7I",277785.319841269
"MITF",15
"MIXL1",0
"MKI67",3426.95833333333
"MKRN3",0
"MKRN7P",7
"MKX",0
"MLANA",0
"MLC1",0
"MLF1",0
"MLIP",0
"MLKL",13748.9630952381
"MLLT11",250.4
"MLLT3",585.25
"MLN",4.25
"MLNR",307.15
"MLPH",0
"MLXIPL",0
"MMACHC",7
"MMD",548.125
"MMD2",3068.65119047619
"MME",0
"MMEL1",0
"MMP1",0
"MMP10",0
"MMP11",0
"MMP12",0
"MMP13",0
"MMP14",1828.225
"MMP15",2521.10238095238
"MMP16",0
"MMP17",7.25
"MMP19",199.916666666667
"MMP2",0
"MMP20",0
"MMP21",434
"MMP23A",0
"MMP23B",0
"MMP24",0
"MMP25",103.75
"MMP26",325.75
"MMP27",34.5
"MMP28",0
"MMP3",0
"MMP7",0
"MMP8",0
"MMP9",0
"MMRN1",0
"MMRN2",1696.08333333333
"MN1",0
"MND1",0
"MNDA",0
"MNS1",357.225
"MNX1",0
"MOB3B",26
"MOB4",0
"MOBP",0
"MOCOS",0
"MOCS1",2435
"MOG",0
"MOGAT1",0
"MOGAT2",0
"MOGAT3",2
"MOK",747.833333333333
"MON1A",29
"MORC1",21.6666666666667
"MORC2-AS1",168.75
"MORN2",11387.5
"MORN3",0
"MORN4",3018.19642857143
"MORN5",0
"MOS",11427.1373376623
"MOSPD1",2218.33333333333
"MOV10L1",0
"MOXD1",0
"MPDZ",62.75
"MPEG1",0
"MPL",4527.76666666667
"MPO",0
"MPP2",0
"MPP3",9518.95833333333
"MPP4",145.25
"MPP6",23
"MPP7",391.75
"MPPED1",0
"MPPED2",0
"MPST",4194.96527777778
"MPV17L",0
"MPZ",0
"MPZL2",0
"MPZL3",14.5
"MR1",97.5
"MRAP",0
"MRAP2",0
"MRAS",161.75
"MRC1",2159.375
"MRC2",0
"MREG",4697.53048340548
"MRGPRD",44
"MRGPRE",2940.625
"MRGPRF",0
"MRGPRX1",2142.98412698413
"MRGPRX2",163923.818813132
"MRGPRX3",2
"MRGPRX4",701.916666666667
"MRM1",124.5
"MRO",9080.15833333333
"MRPL17",2071.92142857143
"MRPL22",7106.78257575758
"MRPL23-AS1",1055.99166666667
"MRPL34",0
"MRPL36",6387.50833333338
"MRPL49",0
"MRPL54",329.166666666667
"MRPS12",51.3333333333333
"MRPS18A",45262.0833333333
"MRPS26",95
"MRPS36",33.6666666666667
"MRVI1",0
"MRVI1-AS1",0
"MS4A1",0
"MS4A10",902.916666666667
"MS4A12",0
"MS4A14",0
"MS4A15",0
"MS4A2",0
"MS4A3",3172.04583333333
"s__Stenotrophomonas sp. ZAC14D2_NAIMI4_6",0
"MS4A4A",0
"MS4A5",0
"MS4A6A",4
"MS4A6E",0
"MS4A7",0
"MSC",0
"MSGN1",11
"MSH4",3
"MSH5-SAPCD1",0
"MSI1",0
"MSL3P1",0
"MSLN",0
"MSMB",0
"MSMO1",979.084523809524
"MSR1",1370.31666666667
"MSRA",11048.6833333333
"MSRB3",5
"MSS51",59
"MST1",0
"MST1R",0
"MSTN",2
"MSX1",0
"MSX2",0
"MT1A",0
"MT1B",0
"MT1E",0
"MT1F",0
"MT1G",0
"MT1H",0
"MT1JP",0
"MT1L",0
"MT1M",0
"MT1X",2111.725
"MT2A",5278.12777777778
"MT3",0
"MT4",764.372619047619
"MTAP",6
"g__Lactobacillus",0
"MTBP",175837.510286934
"MTCP1",0
"MTFP1",132.083333333333
"MTHFD2L",865.85
"MTMR11",667.333333333333
"MTMR7",0
"MTMR8",0
"MTNR1A",0
"MTNR1B",0
"MTRNR2L1",0
"MTRNR2L10",23
"MTRNR2L3",2468.51666666667
"MTRNR2L4",59
"MTRNR2L5",1020.18333333333
"MTRNR2L6",0
"MTRNR2L7",2531.67619047619
"MTSS1",32551.0831529582
"MTTP",0
"MTUS1",2781.39166666667
"MTUS2",0
"MUC1",0
"MUC12",0
"MUC13",0
"MUC15",0
"MUC16",0
"MUC17",0
"MUC2",0
"MUC20",0
"MUC21",0
"MUC22",0
"MUC4",0
"MUC5B",0
"MUC6",0
"MUC7",0
"MUCL1",0
"MUSK",0
"MUSTN1",0
"MX1",160.25
"MX2",0
"MXD1",187.75
"MXRA5",0
"MXRA8",0
"MYADM",1546.83333333333
"MYADML",8245.95833333333
"MYADML2",1310.54166666667
"MYB",0
"MYBL1",8826.32142857143
"MYBL2",0
"MYBPC1",0
"MYBPC2",0
"MYBPC3",11222.8333333333
"MYBPH",0
"MYBPHL",0
"MYC",6508.15595238095
"MYCBP",0
"MYCBPAP",0
"MYCN",0
"MYCT1",12
"MYEF2",435.25
"MYEOV",0
"MYF5",29308.5494047619
"MYF6",0
"MYH1",0
"MYH10",193790.220256133
"MYH11",0
"MYH13",14
"MYH14",0
"MYH15",55
"MYH2",36
"MYH3",2
"MYH4",0
"MYH6",141.333333333333
"MYH7",0
"MYH7B",0
"MYH8",0
"MYH9",40600.15
"MYL1",0
"MYL10",26
"MYL2",0
"MYL3",0
"MYL4",6
"MYL5",0
"MYL7",5
"MYL9",96
"MYLK",99.35
"MYLK-AS1",0
"MYLK2",12
"MYLK3",2
"MYLK4",485.833333333333
"MYLPF",0
"MYO10",96.5
"MYO15A",2
"MYO15B",0
"MYO16",0
"MYO18B",0
"MYO1A",0
"MYO1F",0
"MYO1G",0
"MYO1H",1547.75
"MYO3A",0
"MYO3B",0
"MYO5A",30498.9773809524
"MYO5B",0
"MYO5C",3552.5816017316
"MYO6",9923.98333333333
"MYO7A",6310.91666666667
"MYO7B",372.958333333333
"MYO9B",14007.775
"MYOC",0
"MYOCD",0
"MYOD1",5123.25833333333
"MYOF",8989.225
"MYOG",0
"MYOM1",59
"MYOM2",0
"MYOM3",0
"MYOT",0
"MYOZ1",0
"MYOZ2",0
"MYOZ3",3027.03333333333
"MYPN",0
"MYPOP",599.5
"MYRIP",0
"MYT1",0
"MYT1L",0
"MYZAP",0
"MZB1",0
"MZF1",4837.03333333333
"MZT1",4.75
"N4BP2L1",0
"N4BP3",203
"NAA11",0
"NAALAD2",0
"NAALADL1",0
"NAALADL2",0
"NAB2",15331.4976190476
"NACA2",0
"NACAD",0
"NACC2",14782.7845238095
"NAGS",0
"NAIF1",459.678571428571
"NALCN",0
"NANOG",523.583333333333
"NANOGNB",0
"NANOS1",78914.2942640695
"NANOS3",0
"NANP",32602.0079365079
"NAP1L2",0
"NAP1L3",0
"NAP1L5",2.5
"NAPB",3978.20833333333
"NAPEPLD",6
"NAPSA",0
"NAPSB",0
"NAT1",0
"NAT14",0
"NAT16",631.15
"NAT2",0
"NAT8",0
"NAT8B",0
"NAT8L",445.75
"NAV1",217.5
"NAV2",11827.3587662338
"NAV3",0
"NBEA",0
"NBEAL2",67889.8778138527
"NBL1",0
"NBPF1",0
"NBPF11",0
"NBPF14",0
"NBPF15",0
"NBPF4",0
"NBPF6",0
"NBPF7",18250.4083333333
"NBPF9",0
"NCALD",0
"NCAM1",0
"NCAM2",0
"NCAN",41
"NCAPG",1724
"NCAPH",0
"NCCRP1",0
"NCEH1",0
"NCF1",0
"NCF1B",0
"NCF1C",0
"NCF2",131.25
"NCF4",0
"g__Rothia",0
"NCKAP1L",0
"NCKAP5",8.5
"NCKAP5L",299911.48495671
"NCOA7",12738.6583333333
"NCOR1P1",0
"NCOR2",100865.384958791
"NCR1",0
"NCR2",910.291666666667
"NCR3",0
"NCS1",113
"NDC80",0
"NDE1",0
"NDFIP2",1953.58333333333
"NDN",0
"NDNF",0
"NDP",0
"NDRG2",378.666666666667
"NDRG4",0
"B9D2",45.3333333333333
"BAALC",0
"BAAT",0
"BACE1",986.416666666667
"BACE2",92.4166666666667
"BACH2",0
"BAD",1001.625
"BAG2",0
